Date_Time,CO2,Estado_Valvula_1,Estado_Valvula_2,Estado_Valvula_3,Estado_Valvula_4,Temp_Compost_1,Temp_Compost_2,Temp_Compost_3,Temp_Compost_4,Temp_Suncho,Estado_Suncho
27/03/2022_02:15:12,1376,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,59.56,48.44,49.06,51.75,40.56,Prendido
27/03/2022_02:15:18,1375,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,59.56,48.44,49.13,51.69,40.56,Prendido
27/03/2022_02:15:24,1375,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,59.63,48.44,49.13,51.69,40.63,Prendido
27/03/2022_02:15:29,1373,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,59.63,48.44,49.13,51.69,40.56,Prendido
27/03/2022_02:15:35,1375,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,59.63,48.44,49.13,51.69,40.56,Prendido
27/03/2022_02:15:41,1375,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,59.63,48.44,49.13,51.75,40.56,Prendido
27/03/2022_02:15:47,1375,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,59.63,48.38,49.13,51.63,40.56,Prendido
27/03/2022_02:15:53,1375,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,59.69,48.44,49.13,51.75,40.56,Prendido
27/03/2022_02:15:59,1373,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,59.69,48.44,49.06,51.75,40.56,Prendido
27/03/2022_02:16:05,1373,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,59.69,48.44,49.06,51.75,40.63,Prendido
27/03/2022_02:16:11,1371,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,59.69,48.44,49.13,51.75,40.56,Prendido
27/03/2022_02:16:16,1370,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,59.69,48.44,49.13,51.81,40.63,Prendido
27/03/2022_02:16:22,1369,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,59.75,48.38,49.13,51.63,40.56,Prendido
27/03/2022_02:16:28,1366,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,59.75,48.38,49.13,51.69,40.63,Prendido
27/03/2022_02:16:34,1366,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,59.75,48.44,49.13,51.69,40.56,Prendido
27/03/2022_02:16:40,1366,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,59.75,48.44,49.13,51.69,40.56,Prendido
27/03/2022_02:16:46,1370,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,59.81,48.44,49.06,51.69,40.56,Prendido
27/03/2022_02:16:52,1371,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,59.81,48.44,49.06,51.81,40.56,Prendido
27/03/2022_02:16:57,1372,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,59.81,48.44,49.13,51.81,40.56,Prendido
27/03/2022_02:17:03,1372,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,59.81,48.44,49.06,51.81,40.56,Prendido
27/03/2022_02:17:09,1371,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,59.81,48.44,49.06,51.75,40.63,Prendido
27/03/2022_02:17:15,1366,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,59.88,48.38,49.06,51.69,40.56,Prendido
27/03/2022_02:17:21,1364,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,59.88,48.44,49.06,51.69,40.56,Prendido
27/03/2022_02:17:27,1363,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,59.88,48.38,49.13,51.81,40.63,Prendido
27/03/2022_02:17:33,1360,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,59.88,48.38,49.06,51.75,40.56,Prendido
27/03/2022_02:17:39,1360,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,59.88,48.38,49.06,51.69,40.63,Prendido
27/03/2022_02:17:44,1360,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,59.94,48.38,49.06,51.69,40.56,Prendido
27/03/2022_02:17:50,1356,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,59.94,48.38,49.06,51.81,40.56,Prendido
27/03/2022_02:17:56,1355,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,59.94,48.44,49.06,51.81,40.56,Prendido
27/03/2022_02:18:02,1354,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,60.00,48.44,49.06,51.75,40.56,Prendido
27/03/2022_02:18:08,1352,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,60.00,48.44,49.06,51.81,40.56,Prendido
27/03/2022_02:18:14,1350,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,60.00,48.38,49.06,51.75,40.56,Prendido
27/03/2022_02:18:20,1349,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,60.00,48.38,49.06,51.75,40.56,Prendido
27/03/2022_02:18:25,1346,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,60.00,48.38,49.06,51.75,40.56,Prendido
