Date_Time, CO2
20/09/2021_15:01:22,237
20/09/2021_15:01:24,236
20/09/2021_15:01:26,236
20/09/2021_15:01:28,235
20/09/2021_15:01:30,235
20/09/2021_15:01:32,235
20/09/2021_15:01:34,234
20/09/2021_15:01:36,234
20/09/2021_15:01:38,232
20/09/2021_15:01:40,232
20/09/2021_15:01:42,232
20/09/2021_15:01:44,232
20/09/2021_15:01:46,232
20/09/2021_15:01:48,232
20/09/2021_15:01:50,232
20/09/2021_15:01:52,232
20/09/2021_15:01:54,234
20/09/2021_15:01:56,234
20/09/2021_15:01:58,234
20/09/2021_15:02:01,234
20/09/2021_15:02:03,234
20/09/2021_15:02:05,233
20/09/2021_15:02:07,233
20/09/2021_15:02:09,233
20/09/2021_15:02:11,233
20/09/2021_15:02:13,233
20/09/2021_15:02:15,234
20/09/2021_15:02:17,234
20/09/2021_15:02:19,234
20/09/2021_15:02:21,234
20/09/2021_15:02:23,234
20/09/2021_15:02:25,234
20/09/2021_15:02:27,234
20/09/2021_15:02:29,234
20/09/2021_15:02:31,234
20/09/2021_15:02:33,234
20/09/2021_15:02:35,234
20/09/2021_15:02:37,234
20/09/2021_15:02:39,234
20/09/2021_15:02:41,234
20/09/2021_15:02:43,233
20/09/2021_15:02:45,233
20/09/2021_15:02:47,233
20/09/2021_15:02:49,235
20/09/2021_15:02:51,235
20/09/2021_15:02:53,235
20/09/2021_15:02:55,235
20/09/2021_15:02:57,235
20/09/2021_15:02:59,236
20/09/2021_15:03:01,236
20/09/2021_15:03:03,234
20/09/2021_15:03:05,234
20/09/2021_15:03:07,234
20/09/2021_15:03:09,232
20/09/2021_15:03:11,232
20/09/2021_15:03:13,233
20/09/2021_15:03:15,233
20/09/2021_15:03:17,233
20/09/2021_15:03:19,233
20/09/2021_15:03:21,233
20/09/2021_15:03:23,234
20/09/2021_15:03:25,234
20/09/2021_15:03:27,234
20/09/2021_15:03:30,235
20/09/2021_15:03:32,235
20/09/2021_15:03:34,234
20/09/2021_15:03:36,234
20/09/2021_15:03:38,234
20/09/2021_15:03:40,235
20/09/2021_15:03:42,235
20/09/2021_15:03:44,236
20/09/2021_15:03:46,236
20/09/2021_15:03:48,236
20/09/2021_15:03:50,236
20/09/2021_15:03:52,236
20/09/2021_15:03:54,236
20/09/2021_15:03:56,236
20/09/2021_15:03:58,234
20/09/2021_15:04:00,234
20/09/2021_15:04:02,234
20/09/2021_15:04:04,234
20/09/2021_15:04:06,234
20/09/2021_15:04:08,235
20/09/2021_15:04:10,235
20/09/2021_15:04:12,235
20/09/2021_15:04:14,236
20/09/2021_15:04:16,236
20/09/2021_15:04:18,235
20/09/2021_15:04:20,235
20/09/2021_15:04:22,235
20/09/2021_15:04:24,236
20/09/2021_15:04:26,236
20/09/2021_15:04:28,236
20/09/2021_15:04:30,236
20/09/2021_15:04:32,236
20/09/2021_15:04:34,236
20/09/2021_15:04:36,236
20/09/2021_15:04:38,236
20/09/2021_15:04:40,236
20/09/2021_15:04:42,236
