Date_Time, CO2
20/09/2021_14:58:00,221
20/09/2021_14:58:02,221
20/09/2021_14:58:04,222
20/09/2021_14:58:06,222
20/09/2021_14:58:08,222
20/09/2021_14:58:10,224
20/09/2021_14:58:12,224
20/09/2021_14:58:14,227
20/09/2021_14:58:16,227
20/09/2021_14:58:18,227
20/09/2021_14:58:20,230
20/09/2021_14:58:22,230
20/09/2021_14:58:24,231
20/09/2021_14:58:26,231
20/09/2021_14:58:28,231
20/09/2021_14:58:30,231
20/09/2021_14:58:32,231
20/09/2021_14:58:34,231
20/09/2021_14:58:36,231
20/09/2021_14:58:38,231
20/09/2021_14:58:40,231
20/09/2021_14:58:42,231
20/09/2021_14:58:44,232
20/09/2021_14:58:46,232
20/09/2021_14:58:48,233
20/09/2021_14:58:50,233
20/09/2021_14:58:52,233
20/09/2021_14:58:54,233
20/09/2021_14:58:56,233
20/09/2021_14:58:59,234
20/09/2021_14:59:01,234
20/09/2021_14:59:03,234
20/09/2021_14:59:05,236
20/09/2021_14:59:07,236
20/09/2021_14:59:09,235
20/09/2021_14:59:11,235
20/09/2021_14:59:13,235
20/09/2021_14:59:15,235
20/09/2021_14:59:17,235
20/09/2021_14:59:19,235
20/09/2021_14:59:21,235
20/09/2021_14:59:23,235
20/09/2021_14:59:25,234
20/09/2021_14:59:27,234
20/09/2021_14:59:29,234
20/09/2021_14:59:31,234
20/09/2021_14:59:33,234
20/09/2021_14:59:35,234
20/09/2021_14:59:37,234
20/09/2021_14:59:39,233
20/09/2021_14:59:41,233
20/09/2021_14:59:43,233
20/09/2021_14:59:45,233
20/09/2021_14:59:47,233
20/09/2021_14:59:49,233
20/09/2021_14:59:51,233
20/09/2021_14:59:53,234
20/09/2021_14:59:55,234
20/09/2021_14:59:57,234
20/09/2021_14:59:59,235
20/09/2021_15:00:01,235
20/09/2021_15:00:03,236
20/09/2021_15:00:05,236
20/09/2021_15:00:07,236
20/09/2021_15:00:09,236
20/09/2021_15:00:11,236
20/09/2021_15:00:13,236
20/09/2021_15:00:15,236
20/09/2021_15:00:17,236
20/09/2021_15:00:19,238
20/09/2021_15:00:21,238
20/09/2021_15:00:23,238
20/09/2021_15:00:25,238
20/09/2021_15:00:27,238
20/09/2021_15:00:30,236
20/09/2021_15:00:32,236
20/09/2021_15:00:34,236
20/09/2021_15:00:36,236
20/09/2021_15:00:38,236
20/09/2021_15:00:40,236
20/09/2021_15:00:42,236
20/09/2021_15:00:44,234
20/09/2021_15:00:46,234
20/09/2021_15:00:48,234
20/09/2021_15:00:50,234
20/09/2021_15:00:52,234
20/09/2021_15:00:54,236
20/09/2021_15:00:56,236
20/09/2021_15:00:58,236
20/09/2021_15:01:00,236
20/09/2021_15:01:02,236
20/09/2021_15:01:04,236
20/09/2021_15:01:06,236
20/09/2021_15:01:08,237
20/09/2021_15:01:10,237
20/09/2021_15:01:12,237
20/09/2021_15:01:14,237
20/09/2021_15:01:16,237
20/09/2021_15:01:18,237
20/09/2021_15:01:20,237
