# nro,promedio_std1,promedio_std2,promedio_std3,promedio_std4
1.000000000000000000e+00, 9.356595015358625034e+00, 3.905740765787584223e+01, 2.828461155434942853e+01, 8.344868880246828269e+00
2.000000000000000000e+00, 1.752010620752779246e+01, 7.614626883550207026e+01, 1.497487720055589477e+01, 1.480811279535589264e+01
3.000000000000000000e+00, 1.243493120098974281e+01, 1.615353565803083669e+01, 6.926061813618331620e+00, 2.877944557115259272e+01
