# nro,promedio1,promedio2,promedio3,promedio4
1.000000000000000000e+00, 6.972995951417003653e+02, 8.017004048582996347e+02, 8.093548387096774377e+02, 1.011983870967741950e+03
2.000000000000000000e+00, 5.775182186234817436e+02, 6.129716599190282977e+02, 7.219959514170039938e+02, 1.531421052631578959e+03
3.000000000000000000e+00, 5.760040485829960062e+02, 4.936842105263157805e+02, 5.971943319838056823e+02, 1.614366935483870975e+03
