Date_Time,Temp_Compost,Temp_Suncho,Estado
14/06/2021_23:12:34,50.69,54.56,Prendido
14/06/2021_23:12:35,50.69,54.56,Prendido
14/06/2021_23:12:37,50.69,54.69,Prendido
14/06/2021_23:12:39,50.69,54.69,Prendido
14/06/2021_23:12:40,50.69,54.75,Prendido
14/06/2021_23:12:42,50.69,54.81,Prendido
14/06/2021_23:12:43,50.69,54.88,Prendido
14/06/2021_23:12:45,50.69,54.88,Prendido
14/06/2021_23:12:47,50.69,54.94,Prendido
14/06/2021_23:12:48,50.69,54.94,Prendido
14/06/2021_23:12:50,50.75,55.00,Prendido
14/06/2021_23:12:51,50.69,55.06,Apagado
14/06/2021_23:12:53,50.81,55.19,Apagado
14/06/2021_23:12:55,50.81,55.19,Apagado
14/06/2021_23:12:56,50.88,55.19,Apagado
14/06/2021_23:12:58,50.88,55.19,Apagado
14/06/2021_23:12:59,50.81,55.19,Apagado
14/06/2021_23:13:01,50.81,55.13,Apagado
14/06/2021_23:13:03,50.81,55.13,Apagado
14/06/2021_23:13:04,50.88,55.06,Apagado
14/06/2021_23:13:06,50.88,55.00,Prendido
14/06/2021_23:13:08,50.75,54.81,Prendido
14/06/2021_23:13:09,50.69,54.75,Prendido
14/06/2021_23:13:11,50.69,54.69,Prendido
14/06/2021_23:13:12,50.69,54.63,Prendido
14/06/2021_23:13:14,50.69,54.56,Prendido
14/06/2021_23:13:16,50.69,54.56,Prendido
14/06/2021_23:13:17,50.75,54.56,Prendido
14/06/2021_23:13:19,50.69,54.50,Prendido
14/06/2021_23:13:20,50.69,54.50,Prendido
14/06/2021_23:13:22,50.69,54.50,Prendido
14/06/2021_23:13:24,50.69,54.56,Prendido
14/06/2021_23:13:25,50.69,54.50,Prendido
14/06/2021_23:13:27,50.69,54.56,Prendido
14/06/2021_23:13:28,50.69,54.56,Prendido
14/06/2021_23:13:30,50.75,54.63,Prendido
14/06/2021_23:13:32,50.69,54.63,Prendido
14/06/2021_23:13:33,50.69,54.69,Prendido
14/06/2021_23:13:35,50.69,54.63,Prendido
14/06/2021_23:13:36,50.69,54.63,Prendido
14/06/2021_23:13:38,50.69,54.69,Prendido
14/06/2021_23:13:40,50.69,54.75,Prendido
14/06/2021_23:13:41,50.69,54.75,Prendido
14/06/2021_23:13:43,50.69,54.81,Prendido
14/06/2021_23:13:45,50.69,54.81,Prendido
14/06/2021_23:13:46,50.69,54.88,Prendido
14/06/2021_23:13:48,50.69,54.88,Prendido
14/06/2021_23:13:49,50.75,54.94,Prendido
14/06/2021_23:13:51,50.69,55.00,Prendido
14/06/2021_23:13:53,50.75,55.00,Prendido
14/06/2021_23:13:54,50.75,55.06,Apagado
14/06/2021_23:13:56,50.88,55.25,Apagado
14/06/2021_23:13:57,50.88,55.25,Apagado
14/06/2021_23:13:59,50.88,55.31,Apagado
14/06/2021_23:14:01,50.88,55.25,Apagado
14/06/2021_23:14:02,50.88,55.19,Apagado
14/06/2021_23:14:04,50.88,55.13,Apagado
14/06/2021_23:14:05,50.88,55.06,Apagado
14/06/2021_23:14:07,50.88,55.06,Apagado
14/06/2021_23:14:09,50.88,55.00,Prendido
14/06/2021_23:14:10,50.69,54.75,Prendido
14/06/2021_23:14:12,50.75,54.69,Prendido
14/06/2021_23:14:13,50.75,54.63,Prendido
14/06/2021_23:14:15,50.75,54.56,Prendido
14/06/2021_23:14:17,50.69,54.50,Prendido
14/06/2021_23:14:18,50.69,54.44,Prendido
14/06/2021_23:14:20,50.75,54.44,Prendido
14/06/2021_23:14:22,50.69,54.44,Prendido
14/06/2021_23:14:23,50.75,54.44,Prendido
14/06/2021_23:14:25,50.75,54.50,Prendido
14/06/2021_23:14:26,50.75,54.50,Prendido
14/06/2021_23:14:28,50.75,54.56,Prendido
14/06/2021_23:14:30,50.69,54.56,Prendido
14/06/2021_23:14:31,50.75,54.56,Prendido
14/06/2021_23:14:33,50.75,54.63,Prendido
14/06/2021_23:14:34,50.75,54.63,Prendido
14/06/2021_23:14:36,50.75,54.69,Prendido
14/06/2021_23:14:38,50.75,54.75,Prendido
14/06/2021_23:14:39,50.69,54.75,Prendido
14/06/2021_23:14:41,50.75,54.81,Prendido
14/06/2021_23:14:42,50.75,54.88,Prendido
14/06/2021_23:14:44,50.69,54.94,Prendido
14/06/2021_23:14:46,50.69,55.00,Prendido
14/06/2021_23:14:47,50.75,55.13,Apagado
14/06/2021_23:14:49,50.88,55.31,Apagado
14/06/2021_23:14:50,50.88,55.38,Apagado
14/06/2021_23:14:52,50.88,55.31,Apagado
14/06/2021_23:14:54,50.88,55.31,Apagado
14/06/2021_23:14:55,50.88,55.31,Apagado
14/06/2021_23:14:57,50.88,55.31,Apagado
14/06/2021_23:14:59,50.88,55.25,Apagado
14/06/2021_23:15:00,50.88,55.19,Apagado
14/06/2021_23:15:02,50.88,55.13,Apagado
14/06/2021_23:15:03,50.88,55.06,Apagado
14/06/2021_23:15:05,50.88,54.94,Prendido
14/06/2021_23:15:07,50.75,54.75,Prendido
14/06/2021_23:15:08,50.75,54.69,Prendido
14/06/2021_23:15:10,50.69,54.56,Prendido
14/06/2021_23:15:11,50.69,54.50,Prendido
14/06/2021_23:15:13,50.75,54.50,Prendido
