Date_Time,Temp_Compost,Temp_Suncho,Estado
14/06/2021_23:44:44,51.19,55.19,Apagado
14/06/2021_23:44:46,51.13,55.25,Apagado
14/06/2021_23:44:47,51.19,55.25,Apagado
14/06/2021_23:44:49,51.19,55.19,Apagado
14/06/2021_23:44:50,51.13,55.25,Apagado
14/06/2021_23:44:52,51.13,55.19,Apagado
14/06/2021_23:44:54,51.19,55.19,Apagado
14/06/2021_23:44:55,51.19,55.13,Apagado
14/06/2021_23:44:57,51.19,55.06,Apagado
14/06/2021_23:44:59,51.19,55.00,Prendido
14/06/2021_23:45:00,51.06,54.81,Prendido
14/06/2021_23:45:02,51.00,54.75,Prendido
14/06/2021_23:45:03,51.00,54.69,Prendido
14/06/2021_23:45:05,51.00,54.63,Prendido
14/06/2021_23:45:07,51.00,54.56,Prendido
14/06/2021_23:45:08,51.00,54.56,Prendido
14/06/2021_23:45:10,51.06,54.56,Prendido
14/06/2021_23:45:11,51.00,54.56,Prendido
14/06/2021_23:45:13,51.00,54.56,Prendido
14/06/2021_23:45:15,51.06,54.56,Prendido
14/06/2021_23:45:16,51.00,54.56,Prendido
14/06/2021_23:45:18,51.00,54.56,Prendido
14/06/2021_23:45:19,51.06,54.63,Prendido
14/06/2021_23:45:21,51.00,54.63,Prendido
14/06/2021_23:45:23,51.00,54.63,Prendido
14/06/2021_23:45:24,51.00,54.63,Prendido
14/06/2021_23:45:26,51.06,54.69,Prendido
14/06/2021_23:45:27,51.06,54.69,Prendido
14/06/2021_23:45:29,51.00,54.69,Prendido
14/06/2021_23:45:31,51.00,54.75,Prendido
14/06/2021_23:45:32,51.00,54.81,Prendido
14/06/2021_23:45:34,51.00,54.81,Prendido
14/06/2021_23:45:36,51.00,54.88,Prendido
14/06/2021_23:45:37,51.00,54.81,Prendido
14/06/2021_23:45:39,51.00,54.88,Prendido
14/06/2021_23:45:40,51.00,54.94,Prendido
14/06/2021_23:45:42,51.00,54.94,Prendido
14/06/2021_23:45:44,51.00,55.00,Prendido
14/06/2021_23:45:45,51.00,55.00,Prendido
14/06/2021_23:45:47,51.00,55.06,Apagado
14/06/2021_23:45:48,51.13,55.19,Apagado
14/06/2021_23:45:50,51.19,55.19,Apagado
14/06/2021_23:45:52,51.13,55.19,Apagado
14/06/2021_23:45:53,51.19,55.19,Apagado
14/06/2021_23:45:55,51.19,55.19,Apagado
14/06/2021_23:45:56,51.19,55.13,Apagado
14/06/2021_23:45:58,51.13,55.13,Apagado
14/06/2021_23:46:00,51.13,55.06,Apagado
14/06/2021_23:46:01,51.19,55.00,Prendido
14/06/2021_23:46:03,51.00,54.81,Prendido
14/06/2021_23:46:04,51.00,54.81,Prendido
14/06/2021_23:46:06,51.00,54.75,Prendido
14/06/2021_23:46:08,51.00,54.75,Prendido
14/06/2021_23:46:09,51.00,54.75,Prendido
14/06/2021_23:46:11,51.00,54.75,Prendido
14/06/2021_23:46:13,51.00,54.75,Prendido
14/06/2021_23:46:14,51.00,54.81,Prendido
14/06/2021_23:46:16,51.00,54.81,Prendido
14/06/2021_23:46:17,51.00,54.88,Prendido
14/06/2021_23:46:19,51.00,54.94,Prendido
14/06/2021_23:46:21,51.00,54.94,Prendido
14/06/2021_23:46:22,51.00,54.94,Prendido
14/06/2021_23:46:24,51.00,54.94,Prendido
14/06/2021_23:46:25,51.00,55.00,Prendido
14/06/2021_23:46:27,51.00,55.00,Prendido
14/06/2021_23:46:29,51.06,55.00,Prendido
14/06/2021_23:46:30,51.00,55.00,Prendido
14/06/2021_23:46:32,51.00,55.00,Prendido
14/06/2021_23:46:33,51.00,55.06,Apagado
14/06/2021_23:46:35,51.19,55.19,Apagado
14/06/2021_23:46:37,51.19,55.25,Apagado
14/06/2021_23:46:38,51.19,55.25,Apagado
14/06/2021_23:46:40,51.19,55.19,Apagado
14/06/2021_23:46:41,51.19,55.19,Apagado
14/06/2021_23:46:43,51.19,55.13,Apagado
14/06/2021_23:46:45,51.19,55.06,Apagado
14/06/2021_23:46:46,51.19,54.94,Prendido
14/06/2021_23:46:48,51.00,54.69,Prendido
14/06/2021_23:46:50,51.00,54.63,Prendido
14/06/2021_23:46:51,51.06,54.56,Prendido
14/06/2021_23:46:53,51.00,54.50,Prendido
14/06/2021_23:46:54,51.00,54.44,Prendido
14/06/2021_23:46:56,51.00,54.44,Prendido
14/06/2021_23:46:58,51.00,54.38,Prendido
14/06/2021_23:46:59,51.06,54.44,Prendido
14/06/2021_23:47:01,51.00,54.44,Prendido
14/06/2021_23:47:02,51.06,54.44,Prendido
14/06/2021_23:47:04,51.00,54.44,Prendido
14/06/2021_23:47:06,51.00,54.50,Prendido
14/06/2021_23:47:07,51.06,54.56,Prendido
14/06/2021_23:47:09,51.00,54.63,Prendido
14/06/2021_23:47:10,51.00,54.63,Prendido
14/06/2021_23:47:12,51.00,54.69,Prendido
14/06/2021_23:47:14,51.06,54.69,Prendido
14/06/2021_23:47:15,51.06,54.75,Prendido
14/06/2021_23:47:17,51.00,54.75,Prendido
14/06/2021_23:47:18,51.00,54.81,Prendido
14/06/2021_23:47:20,51.00,54.81,Prendido
14/06/2021_23:47:22,51.00,54.81,Prendido
14/06/2021_23:47:23,51.06,54.88,Prendido
