Date_Time,Temp_Compost,Temp_Suncho,Estado
15/06/2021_03:05:48,51.38,55.31,Apagado
15/06/2021_03:05:50,51.38,55.31,Apagado
15/06/2021_03:05:51,51.38,55.19,Apagado
15/06/2021_03:05:53,51.38,55.06,Apagado
15/06/2021_03:05:55,51.38,55.00,Prendido
15/06/2021_03:05:56,51.19,54.81,Prendido
15/06/2021_03:05:58,51.19,54.69,Prendido
15/06/2021_03:05:59,51.19,54.63,Prendido
15/06/2021_03:06:01,51.19,54.56,Prendido
15/06/2021_03:06:03,51.19,54.50,Prendido
15/06/2021_03:06:04,51.19,54.50,Prendido
15/06/2021_03:06:06,51.19,54.50,Prendido
15/06/2021_03:06:07,51.19,54.50,Prendido
15/06/2021_03:06:09,51.19,54.44,Prendido
15/06/2021_03:06:11,51.19,54.44,Prendido
15/06/2021_03:06:12,51.19,54.50,Prendido
15/06/2021_03:06:14,51.19,54.44,Prendido
15/06/2021_03:06:15,51.13,54.50,Prendido
15/06/2021_03:06:17,51.19,54.44,Prendido
15/06/2021_03:06:19,51.19,54.50,Prendido
15/06/2021_03:06:20,51.19,54.56,Prendido
15/06/2021_03:06:22,51.19,54.56,Prendido
15/06/2021_03:06:23,51.19,54.56,Prendido
15/06/2021_03:06:25,51.19,54.56,Prendido
15/06/2021_03:06:27,51.19,54.63,Prendido
15/06/2021_03:06:28,51.19,54.69,Prendido
15/06/2021_03:06:30,51.19,54.69,Prendido
15/06/2021_03:06:32,51.19,54.75,Prendido
15/06/2021_03:06:33,51.19,54.75,Prendido
15/06/2021_03:06:35,51.19,54.81,Prendido
15/06/2021_03:06:36,51.19,54.81,Prendido
15/06/2021_03:06:38,51.19,54.88,Prendido
15/06/2021_03:06:40,51.19,54.94,Prendido
15/06/2021_03:06:41,51.19,55.00,Prendido
15/06/2021_03:06:43,51.25,55.00,Prendido
15/06/2021_03:06:44,51.19,55.00,Prendido
15/06/2021_03:06:46,51.25,55.06,Apagado
15/06/2021_03:06:48,51.38,55.19,Apagado
15/06/2021_03:06:49,51.38,55.19,Apagado
15/06/2021_03:06:51,51.38,55.25,Apagado
15/06/2021_03:06:52,51.38,55.25,Apagado
15/06/2021_03:06:54,51.38,55.19,Apagado
15/06/2021_03:06:56,51.38,55.19,Apagado
15/06/2021_03:06:57,51.38,55.13,Apagado
15/06/2021_03:06:59,51.38,55.06,Apagado
15/06/2021_03:07:00,51.38,55.00,Prendido
15/06/2021_03:07:02,51.19,54.81,Prendido
15/06/2021_03:07:04,51.19,54.69,Prendido
15/06/2021_03:07:05,51.19,54.69,Prendido
15/06/2021_03:07:07,51.19,54.63,Prendido
15/06/2021_03:07:09,51.19,54.63,Prendido
15/06/2021_03:07:10,51.19,54.56,Prendido
15/06/2021_03:07:12,51.25,54.63,Prendido
15/06/2021_03:07:13,51.25,54.63,Prendido
15/06/2021_03:07:15,51.19,54.63,Prendido
15/06/2021_03:07:17,51.19,54.63,Prendido
15/06/2021_03:07:18,51.19,54.63,Prendido
15/06/2021_03:07:20,51.19,54.69,Prendido
15/06/2021_03:07:21,51.25,54.69,Prendido
15/06/2021_03:07:23,51.19,54.75,Prendido
15/06/2021_03:07:25,51.25,54.75,Prendido
15/06/2021_03:07:26,51.25,54.75,Prendido
15/06/2021_03:07:28,51.19,54.81,Prendido
15/06/2021_03:07:29,51.19,54.81,Prendido
15/06/2021_03:07:31,51.19,54.81,Prendido
15/06/2021_03:07:33,51.25,54.88,Prendido
15/06/2021_03:07:34,51.25,54.88,Prendido
15/06/2021_03:07:36,51.19,54.88,Prendido
15/06/2021_03:07:37,51.19,54.88,Prendido
15/06/2021_03:07:39,51.25,54.94,Prendido
15/06/2021_03:07:41,51.25,55.00,Prendido
15/06/2021_03:07:42,51.19,55.00,Prendido
15/06/2021_03:07:44,51.19,55.06,Apagado
15/06/2021_03:07:45,51.38,55.25,Apagado
15/06/2021_03:07:47,51.38,55.31,Apagado
15/06/2021_03:07:49,51.38,55.31,Apagado
15/06/2021_03:07:50,51.38,55.31,Apagado
15/06/2021_03:07:52,51.38,55.31,Apagado
15/06/2021_03:07:54,51.38,55.31,Apagado
15/06/2021_03:07:55,51.38,55.25,Apagado
15/06/2021_03:07:57,51.38,55.19,Apagado
15/06/2021_03:07:58,51.38,55.13,Apagado
15/06/2021_03:08:00,51.38,55.06,Apagado
15/06/2021_03:08:02,51.38,54.94,Prendido
15/06/2021_03:08:03,51.19,54.75,Prendido
15/06/2021_03:08:05,51.19,54.69,Prendido
15/06/2021_03:08:06,51.19,54.63,Prendido
15/06/2021_03:08:08,51.19,54.56,Prendido
15/06/2021_03:08:10,51.19,54.56,Prendido
15/06/2021_03:08:11,51.19,54.56,Prendido
15/06/2021_03:08:13,51.19,54.56,Prendido
15/06/2021_03:08:14,51.19,54.50,Prendido
15/06/2021_03:08:16,51.19,54.56,Prendido
15/06/2021_03:08:18,51.19,54.56,Prendido
15/06/2021_03:08:19,51.19,54.63,Prendido
15/06/2021_03:08:21,51.19,54.56,Prendido
15/06/2021_03:08:22,51.19,54.63,Prendido
15/06/2021_03:08:24,51.25,54.63,Prendido
15/06/2021_03:08:26,51.19,54.63,Prendido
15/06/2021_03:08:27,51.19,54.63,Prendido
