Date_Time,Temp_Compost,Temp_Suncho,Estado
15/06/2021_03:24:34,51.19,54.69,Prendido
15/06/2021_03:24:36,51.19,54.69,Prendido
15/06/2021_03:24:37,51.19,54.69,Prendido
15/06/2021_03:24:39,51.19,54.75,Prendido
15/06/2021_03:24:40,51.19,54.75,Prendido
15/06/2021_03:24:42,51.19,54.75,Prendido
15/06/2021_03:24:44,51.19,54.81,Prendido
15/06/2021_03:24:45,51.19,54.88,Prendido
15/06/2021_03:24:47,51.19,54.94,Prendido
15/06/2021_03:24:49,51.19,54.94,Prendido
15/06/2021_03:24:50,51.19,54.94,Prendido
15/06/2021_03:24:52,51.19,55.00,Prendido
15/06/2021_03:24:53,51.13,54.94,Prendido
15/06/2021_03:24:55,51.19,55.00,Prendido
15/06/2021_03:24:57,51.19,55.00,Prendido
15/06/2021_03:24:58,51.19,55.00,Prendido
15/06/2021_03:25:00,51.19,55.06,Apagado
15/06/2021_03:25:01,51.31,55.19,Apagado
15/06/2021_03:25:03,51.31,55.19,Apagado
15/06/2021_03:25:05,51.38,55.19,Apagado
15/06/2021_03:25:06,51.31,55.19,Apagado
15/06/2021_03:25:08,51.38,55.13,Apagado
15/06/2021_03:25:09,51.31,55.06,Apagado
15/06/2021_03:25:11,51.31,55.06,Apagado
15/06/2021_03:25:13,51.31,55.06,Apagado
15/06/2021_03:25:14,51.31,55.00,Prendido
15/06/2021_03:25:16,51.19,54.81,Prendido
15/06/2021_03:25:17,51.19,54.75,Prendido
15/06/2021_03:25:19,51.19,54.75,Prendido
15/06/2021_03:25:21,51.19,54.69,Prendido
15/06/2021_03:25:22,51.19,54.69,Prendido
15/06/2021_03:25:24,51.19,54.69,Prendido
15/06/2021_03:25:26,51.19,54.63,Prendido
15/06/2021_03:25:27,51.19,54.63,Prendido
15/06/2021_03:25:29,51.19,54.63,Prendido
15/06/2021_03:25:30,51.19,54.63,Prendido
15/06/2021_03:25:32,51.19,54.63,Prendido
15/06/2021_03:25:34,51.19,54.63,Prendido
15/06/2021_03:25:35,51.19,54.69,Prendido
15/06/2021_03:25:37,51.19,54.75,Prendido
15/06/2021_03:25:38,51.19,54.75,Prendido
15/06/2021_03:25:40,51.19,54.81,Prendido
15/06/2021_03:25:42,51.19,54.88,Prendido
15/06/2021_03:25:43,51.19,54.88,Prendido
15/06/2021_03:25:45,51.19,54.88,Prendido
15/06/2021_03:25:46,51.19,54.88,Prendido
15/06/2021_03:25:48,51.19,54.94,Prendido
15/06/2021_03:25:50,51.19,55.00,Prendido
15/06/2021_03:25:51,51.19,55.00,Prendido
15/06/2021_03:25:53,51.19,55.00,Prendido
15/06/2021_03:25:54,51.19,55.00,Prendido
15/06/2021_03:25:56,51.19,55.06,Apagado
15/06/2021_03:25:58,51.31,55.19,Apagado
15/06/2021_03:25:59,51.31,55.19,Apagado
15/06/2021_03:26:01,51.31,55.13,Apagado
15/06/2021_03:26:03,51.38,55.06,Apagado
15/06/2021_03:26:04,51.31,55.06,Apagado
15/06/2021_03:26:06,51.38,55.00,Prendido
15/06/2021_03:26:07,51.19,54.88,Prendido
15/06/2021_03:26:09,51.19,54.88,Prendido
15/06/2021_03:26:11,51.19,54.75,Prendido
15/06/2021_03:26:12,51.19,54.81,Prendido
15/06/2021_03:26:14,51.19,54.75,Prendido
15/06/2021_03:26:15,51.19,54.75,Prendido
15/06/2021_03:26:17,51.19,54.75,Prendido
15/06/2021_03:26:19,51.19,54.75,Prendido
15/06/2021_03:26:20,51.19,54.75,Prendido
15/06/2021_03:26:22,51.19,54.81,Prendido
15/06/2021_03:26:23,51.19,54.81,Prendido
15/06/2021_03:26:25,51.19,54.81,Prendido
15/06/2021_03:26:27,51.19,54.81,Prendido
15/06/2021_03:26:28,51.19,54.81,Prendido
15/06/2021_03:26:30,51.19,54.81,Prendido
15/06/2021_03:26:31,51.19,54.81,Prendido
15/06/2021_03:26:33,51.19,54.88,Prendido
15/06/2021_03:26:35,51.19,54.94,Prendido
15/06/2021_03:26:36,51.19,54.94,Prendido
15/06/2021_03:26:38,51.19,54.94,Prendido
15/06/2021_03:26:40,51.19,55.00,Prendido
15/06/2021_03:26:41,51.19,55.00,Prendido
15/06/2021_03:26:43,51.19,55.06,Apagado
15/06/2021_03:26:44,51.38,55.25,Apagado
15/06/2021_03:26:46,51.38,55.31,Apagado
15/06/2021_03:26:48,51.38,55.31,Apagado
15/06/2021_03:26:49,51.38,55.31,Apagado
15/06/2021_03:26:51,51.38,55.25,Apagado
15/06/2021_03:26:52,51.38,55.19,Apagado
15/06/2021_03:26:54,51.38,55.13,Apagado
15/06/2021_03:26:56,51.31,55.06,Apagado
15/06/2021_03:26:57,51.38,54.94,Prendido
15/06/2021_03:26:59,51.19,54.81,Prendido
15/06/2021_03:27:00,51.19,54.75,Prendido
15/06/2021_03:27:02,51.19,54.69,Prendido
15/06/2021_03:27:04,51.19,54.63,Prendido
15/06/2021_03:27:05,51.19,54.63,Prendido
15/06/2021_03:27:07,51.19,54.63,Prendido
15/06/2021_03:27:08,51.19,54.63,Prendido
15/06/2021_03:27:10,51.19,54.56,Prendido
15/06/2021_03:27:12,51.19,54.63,Prendido
15/06/2021_03:27:13,51.19,54.63,Prendido
