Date_Time,Temp_Compost,Temp_Suncho,Estado
15/06/2021_00:14:13,51.25,55.25,Apagado
15/06/2021_00:14:15,51.25,55.25,Apagado
15/06/2021_00:14:17,51.25,55.19,Apagado
15/06/2021_00:14:18,51.25,55.19,Apagado
15/06/2021_00:14:20,51.25,55.13,Apagado
15/06/2021_00:14:22,51.25,55.06,Apagado
15/06/2021_00:14:23,51.31,55.00,Prendido
15/06/2021_00:14:25,51.13,54.81,Prendido
15/06/2021_00:14:26,51.06,54.75,Prendido
15/06/2021_00:14:28,51.13,54.69,Prendido
15/06/2021_00:14:30,51.13,54.63,Prendido
15/06/2021_00:14:31,51.13,54.63,Prendido
15/06/2021_00:14:33,51.13,54.56,Prendido
15/06/2021_00:14:34,51.13,54.50,Prendido
15/06/2021_00:14:36,51.13,54.50,Prendido
15/06/2021_00:14:38,51.13,54.44,Prendido
15/06/2021_00:14:39,51.13,54.50,Prendido
15/06/2021_00:14:41,51.13,54.50,Prendido
15/06/2021_00:14:42,51.13,54.50,Prendido
15/06/2021_00:14:44,51.13,54.56,Prendido
15/06/2021_00:14:46,51.13,54.56,Prendido
15/06/2021_00:14:47,51.13,54.56,Prendido
15/06/2021_00:14:49,51.13,54.63,Prendido
15/06/2021_00:14:50,51.13,54.63,Prendido
15/06/2021_00:14:52,51.13,54.69,Prendido
15/06/2021_00:14:54,51.13,54.75,Prendido
15/06/2021_00:14:55,51.13,54.75,Prendido
15/06/2021_00:14:57,51.13,54.81,Prendido
15/06/2021_00:14:59,51.13,54.81,Prendido
15/06/2021_00:15:00,51.13,54.88,Prendido
15/06/2021_00:15:02,51.13,54.88,Prendido
15/06/2021_00:15:03,51.13,54.94,Prendido
15/06/2021_00:15:05,51.13,55.06,Apagado
15/06/2021_00:15:07,51.31,55.25,Apagado
15/06/2021_00:15:08,51.31,55.25,Apagado
15/06/2021_00:15:10,51.31,55.31,Apagado
15/06/2021_00:15:11,51.25,55.31,Apagado
15/06/2021_00:15:13,51.31,55.31,Apagado
15/06/2021_00:15:15,51.31,55.31,Apagado
15/06/2021_00:15:16,51.25,55.25,Apagado
15/06/2021_00:15:18,51.31,55.19,Apagado
15/06/2021_00:15:19,51.31,55.06,Apagado
15/06/2021_00:15:21,51.31,55.00,Prendido
15/06/2021_00:15:23,51.13,54.81,Prendido
15/06/2021_00:15:24,51.13,54.75,Prendido
15/06/2021_00:15:26,51.13,54.63,Prendido
15/06/2021_00:15:27,51.13,54.56,Prendido
15/06/2021_00:15:29,51.13,54.56,Prendido
15/06/2021_00:15:31,51.13,54.50,Prendido
15/06/2021_00:15:32,51.13,54.50,Prendido
15/06/2021_00:15:34,51.13,54.50,Prendido
15/06/2021_00:15:36,51.13,54.63,Prendido
15/06/2021_00:15:37,51.13,54.63,Prendido
15/06/2021_00:15:39,51.13,54.63,Prendido
15/06/2021_00:15:40,51.13,54.69,Prendido
15/06/2021_00:15:42,51.13,54.75,Prendido
15/06/2021_00:15:44,51.19,54.75,Prendido
15/06/2021_00:15:45,51.13,54.81,Prendido
15/06/2021_00:15:47,51.13,54.88,Prendido
15/06/2021_00:15:48,51.13,54.88,Prendido
15/06/2021_00:15:50,51.13,54.94,Prendido
15/06/2021_00:15:52,51.13,54.94,Prendido
15/06/2021_00:15:53,51.13,55.00,Prendido
15/06/2021_00:15:55,51.13,55.00,Prendido
15/06/2021_00:15:56,51.13,55.00,Prendido
15/06/2021_00:15:58,51.13,55.00,Prendido
15/06/2021_00:16:00,51.13,55.06,Apagado
15/06/2021_00:16:01,51.25,55.13,Apagado
15/06/2021_00:16:03,51.25,55.19,Apagado
15/06/2021_00:16:04,51.25,55.13,Apagado
15/06/2021_00:16:06,51.25,55.13,Apagado
15/06/2021_00:16:08,51.31,55.13,Apagado
15/06/2021_00:16:09,51.25,55.06,Apagado
15/06/2021_00:16:11,51.25,54.94,Prendido
15/06/2021_00:16:13,51.13,54.75,Prendido
15/06/2021_00:16:14,51.13,54.69,Prendido
15/06/2021_00:16:16,51.13,54.63,Prendido
15/06/2021_00:16:17,51.13,54.63,Prendido
15/06/2021_00:16:19,51.13,54.63,Prendido
15/06/2021_00:16:21,51.13,54.50,Prendido
15/06/2021_00:16:22,51.13,54.50,Prendido
15/06/2021_00:16:24,51.13,54.56,Prendido
15/06/2021_00:16:25,51.13,54.56,Prendido
15/06/2021_00:16:27,51.13,54.56,Prendido
15/06/2021_00:16:29,51.13,54.56,Prendido
15/06/2021_00:16:30,51.19,54.63,Prendido
15/06/2021_00:16:32,51.13,54.63,Prendido
15/06/2021_00:16:33,51.13,54.63,Prendido
15/06/2021_00:16:35,51.13,54.69,Prendido
15/06/2021_00:16:37,51.13,54.69,Prendido
15/06/2021_00:16:38,51.13,54.69,Prendido
15/06/2021_00:16:40,51.13,54.75,Prendido
15/06/2021_00:16:41,51.13,54.81,Prendido
15/06/2021_00:16:43,51.13,54.81,Prendido
15/06/2021_00:16:45,51.13,54.88,Prendido
15/06/2021_00:16:46,51.13,54.88,Prendido
15/06/2021_00:16:48,51.13,54.94,Prendido
15/06/2021_00:16:50,51.13,55.00,Prendido
15/06/2021_00:16:51,51.13,55.00,Prendido
15/06/2021_00:16:53,51.13,55.06,Apagado
