Date_Time,CO2,Estado_Valvula_1,Estado_Valvula_2,Estado_Valvula_3,Estado_Valvula_4,Temp_Compost_1,Temp_Compost_2,Temp_Compost_3,Temp_Compost_4,Temp_Suncho,Estado_Suncho
22/03/2022_19:42:32,403,Apagado,Prendido,Apagado,Apagado,41.63,47.44,50.81,53.44,49.06,Prendido
22/03/2022_19:42:38,403,Apagado,Prendido,Apagado,Apagado,41.63,47.44,50.88,53.44,49.06,Prendido
22/03/2022_19:42:44,403,Apagado,Prendido,Apagado,Apagado,41.63,47.44,51.00,53.50,49.06,Prendido
22/03/2022_19:42:49,403,Apagado,Prendido,Apagado,Apagado,41.63,47.44,51.00,53.56,49.06,Prendido
22/03/2022_19:42:55,403,Apagado,Apagado,Prendido,Apagado,41.63,47.44,51.06,53.56,49.13,Prendido
22/03/2022_19:43:01,403,Apagado,Apagado,Prendido,Apagado,41.63,47.50,51.06,53.63,49.19,Prendido
22/03/2022_19:43:07,404,Apagado,Apagado,Prendido,Apagado,41.63,47.50,51.13,53.69,49.13,Prendido
22/03/2022_19:43:13,408,Apagado,Apagado,Prendido,Apagado,41.63,47.56,51.13,53.69,49.19,Prendido
22/03/2022_19:43:19,422,Apagado,Apagado,Apagado,Prendido,41.69,47.56,51.13,53.75,49.19,Prendido
22/03/2022_19:43:25,433,Apagado,Apagado,Apagado,Prendido,41.69,47.56,51.13,53.75,49.19,Prendido
22/03/2022_19:43:30,439,Apagado,Apagado,Apagado,Prendido,41.63,47.63,51.19,53.75,49.19,Prendido
22/03/2022_19:43:36,457,Apagado,Apagado,Apagado,Prendido,41.69,47.63,51.13,53.69,49.19,Prendido
22/03/2022_19:43:42,460,Apagado,Apagado,Apagado,Apagado,41.63,47.63,51.19,53.75,49.25,Prendido
22/03/2022_19:43:48,462,Apagado,Apagado,Apagado,Apagado,41.69,47.63,51.19,53.69,49.25,Prendido
22/03/2022_19:43:54,464,Apagado,Apagado,Apagado,Apagado,41.69,47.63,51.19,53.75,49.25,Prendido
22/03/2022_19:44:00,466,Apagado,Apagado,Apagado,Apagado,41.63,47.63,51.19,53.69,49.31,Prendido
22/03/2022_19:44:06,470,Apagado,Apagado,Apagado,Apagado,41.69,47.69,51.25,53.69,49.31,Prendido
22/03/2022_19:44:11,474,Apagado,Apagado,Apagado,Apagado,41.69,47.69,51.31,53.56,49.31,Prendido
22/03/2022_19:44:17,475,Prendido,Apagado,Apagado,Apagado,41.69,47.63,51.31,53.63,49.38,Prendido
22/03/2022_19:44:23,476,Prendido,Apagado,Apagado,Apagado,41.75,47.69,51.38,53.69,49.44,Prendido
22/03/2022_19:44:29,478,Prendido,Apagado,Apagado,Apagado,41.75,47.69,51.44,53.63,49.50,Prendido
22/03/2022_19:44:35,480,Prendido,Apagado,Apagado,Apagado,41.75,47.69,51.44,53.69,49.63,Prendido
22/03/2022_19:44:41,481,Apagado,Prendido,Apagado,Apagado,41.75,47.75,51.50,53.69,49.63,Prendido
22/03/2022_19:44:47,485,Apagado,Prendido,Apagado,Apagado,41.75,47.75,51.56,53.75,49.63,Prendido
