Date_Time,CO2,Estado_Valvula_1,Estado_Valvula_2,Estado_Valvula_3,Estado_Valvula_4,Temp_Compost_1,Temp_Compost_2,Temp_Compost_3,Temp_Compost_4,Temp_Suncho,Estado_Suncho
22/03/2022_19:32:50,\x
22/03/2022_19:32:53,3396,Apagado,Apagado,Apagado,Apagado,41.75,47.06,49.00,50.75,48.06,Prendido
22/03/2022_19:32:59,3354,Apagado,Apagado,Apagado,Apagado,41.69,47.06,48.94,50.63,48.00,Prendido
22/03/2022_19:33:05,3333,Apagado,Apagado,Apagado,Apagado,41.69,47.06,49.00,50.81,48.00,Prendido
22/03/2022_19:33:10,3315,Apagado,Apagado,Apagado,Apagado,41.69,47.06,49.00,50.81,48.00,Prendido
22/03/2022_19:33:16,3300,Apagado,Apagado,Apagado,Apagado,41.69,47.06,49.00,50.88,48.00,Prendido
22/03/2022_19:33:22,3289,Apagado,Apagado,Apagado,Apagado,41.69,47.06,49.00,50.88,47.94,Prendido
22/03/2022_19:33:28,3256,Apagado,Apagado,Apagado,Apagado,41.75,47.06,49.13,50.94,48.06,Prendido
22/03/2022_19:33:34,3241,Prendido,Apagado,Apagado,Apagado,41.69,47.00,49.06,50.94,48.00,Prendido
22/03/2022_19:33:40,3225,Prendido,Apagado,Apagado,Apagado,41.69,47.00,49.06,51.00,48.06,Prendido
22/03/2022_19:33:46,3201,Prendido,Apagado,Apagado,Apagado,41.69,47.06,49.06,50.94,48.06,Prendido
22/03/2022_19:33:51,3184,Prendido,Apagado,Apagado,Apagado,41.69,47.00,49.06,50.94,48.06,Prendido
22/03/2022_19:33:57,3166,Apagado,Prendido,Apagado,Apagado,41.69,47.00,49.06,51.00,48.06,Prendido
22/03/2022_19:34:03,3129,Apagado,Prendido,Apagado,Apagado,41.63,47.00,49.13,51.00,48.06,Prendido
22/03/2022_19:34:09,3105,Apagado,Prendido,Apagado,Apagado,41.69,47.00,49.19,51.00,48.13,Prendido
22/03/2022_19:34:15,3078,Apagado,Prendido,Apagado,Apagado,41.63,47.00,49.19,51.00,48.13,Prendido
22/03/2022_19:34:21,3073,Apagado,Apagado,Prendido,Apagado,41.63,47.00,49.19,51.00,48.06,Prendido
22/03/2022_19:34:27,3069,Apagado,Apagado,Prendido,Apagado,41.63,47.00,49.25,51.06,48.06,Prendido
22/03/2022_19:34:32,3059,Apagado,Apagado,Prendido,Apagado,41.63,47.06,49.25,51.13,48.13,Prendido
22/03/2022_19:34:38,3052,Apagado,Apagado,Prendido,Apagado,41.63,47.06,49.25,51.19,48.06,Prendido
22/03/2022_19:34:44,5000,Apagado,Apagado,Apagado,Prendido,41.63,47.06,49.25,51.19,48.06,Prendido
22/03/2022_19:34:50,5000,Apagado,Apagado,Apagado,Prendido,41.63,47.06,49.25,51.31,48.06,Prendido
22/03/2022_19:34:56,5000,Apagado,Apagado,Apagado,Prendido,41.63,47.06,49.25,51.38,48.06,Prendido
22/03/2022_19:35:02,5000,Apagado,Apagado,Apagado,Prendido,41.56,47.00,49.19,51.44,48.06,Prendido
22/03/2022_19:35:08,2209,Apagado,Apagado,Apagado,Apagado,41.56,47.06,49.25,51.44,48.06,Prendido
22/03/2022_19:35:13,1896,Apagado,Apagado,Apagado,Apagado,41.63,47.06,49.25,51.38,48.06,Prendido
22/03/2022_19:35:19,1779,Apagado,Apagado,Apagado,Apagado,41.63,47.00,49.25,51.50,48.06,Prendido
22/03/2022_19:35:25,1635,Apagado,Apagado,Apagado,Apagado,41.56,47.06,49.31,51.44,48.06,Prendido
22/03/2022_19:35:31,1509,Apagado,Apagado,Apagado,Apagado,41.56,47.00,49.25,51.44,48.06,Prendido
22/03/2022_19:35:36,1372,Apagado,Apagado,Apagado,Apagado,41.56,47.00,49.25,51.44,48.06,Prendido
22/03/2022_19:35:42,1207,Prendido,Apagado,Apagado,Apagado,41.63,47.00,49.38,51.31,48.06,Prendido
22/03/2022_19:35:48,1156,Prendido,Apagado,Apagado,Apagado,41.63,47.00,49.38,51.50,48.06,Prendido
22/03/2022_19:35:54,1112,Prendido,Apagado,Apagado,Apagado,41.56,47.06,49.31,51.44,48.06,Prendido
22/03/2022_19:36:00,1073,Prendido,Apagado,Apagado,Apagado,41.56,46.94,49.38,51.44,48.13,Prendido
22/03/2022_19:36:06,1042,Apagado,Prendido,Apagado,Apagado,41.56,47.00,49.38,51.44,48.06,Prendido
22/03/2022_19:36:12,1017,Apagado,Prendido,Apagado,Apagado,41.56,47.00,49.44,51.50,48.13,Prendido
22/03/2022_19:36:17,991,Apagado,Prendido,Apagado,Apagado,41.56,46.94,49.50,51.50,48.06,Prendido
22/03/2022_19:36:23,976,Apagado,Prendido,Apagado,Apagado,41.50,47.00,49.50,51.56,48.13,Prendido
22/03/2022_19:36:29,971,Apagado,Apagado,Prendido,Apagado,41.56,47.00,49.56,51.63,48.06,Prendido
22/03/2022_19:36:35,964,Apagado,Apagado,Prendido,Apagado,41.56,47.00,49.56,51.63,48.13,Prendido
22/03/2022_19:36:41,960,Apagado,Apagado,Prendido,Apagado,41.56,47.06,49.56,51.81,48.13,Prendido
22/03/2022_19:36:47,955,Apagado,Apagado,Prendido,Apagado,41.56,47.06,49.56,51.88,48.13,Prendido
22/03/2022_19:36:53,949,Apagado,Apagado,Apagado,Prendido,41.56,47.06,49.56,51.94,48.13,Prendido
22/03/2022_19:36:58,949,Apagado,Apagado,Apagado,Prendido,41.56,47.06,49.63,51.88,48.13,Prendido
22/03/2022_19:37:04,949,Apagado,Apagado,Apagado,Prendido,41.56,47.06,49.63,51.94,48.13,Prendido
22/03/2022_19:37:10,947,Apagado,Apagado,Apagado,Prendido,41.56,47.06,49.56,52.00,48.06,Prendido
22/03/2022_19:37:16,944,Apagado,Apagado,Apagado,Apagado,41.50,47.06,49.56,51.94,48.13,Prendido
22/03/2022_19:37:22,933,Apagado,Apagado,Apagado,Apagado,41.56,47.06,49.56,51.94,48.19,Prendido
22/03/2022_19:37:28,918,Apagado,Apagado,Apagado,Apagado,41.50,47.06,49.63,51.94,48.19,Prendido
22/03/2022_19:37:34,907,Apagado,Apagado,Apagado,Apagado,41.50,47.06,49.63,52.00,48.19,Prendido
22/03/2022_19:37:39,896,Apagado,Apagado,Apagado,Apagado,41.50,47.06,49.63,52.00,48.13,Prendido
22/03/2022_19:37:45,894,Apagado,Apagado,Apagado,Apagado,41.56,47.06,49.69,52.00,48.19,Prendido
22/03/2022_19:37:51,889,Prendido,Apagado,Apagado,Apagado,41.50,47.06,49.75,52.06,48.19,Prendido
22/03/2022_19:37:57,886,Prendido,Apagado,Apagado,Apagado,41.56,47.06,49.75,52.00,48.19,Prendido
22/03/2022_19:38:03,884,Prendido,Apagado,Apagado,Apagado,41.56,47.06,49.75,52.00,48.19,Prendido
22/03/2022_19:38:09,883,Prendido,Apagado,Apagado,Apagado,41.50,47.06,49.81,52.00,48.25,Prendido
22/03/2022_19:38:15,881,Apagado,Prendido,Apagado,Apagado,41.50,47.06,49.75,51.94,48.25,Prendido
22/03/2022_19:38:20,879,Apagado,Prendido,Apagado,Apagado,41.50,47.06,49.88,52.00,48.25,Prendido
22/03/2022_19:38:26,879,Apagado,Prendido,Apagado,Apagado,41.50,47.06,49.88,52.06,48.25,Prendido
22/03/2022_19:38:32,849,Apagado,Prendido,Apagado,Apagado,41.56,47.06,49.94,52.00,48.25,Prendido
22/03/2022_19:38:38,833,Apagado,Apagado,Prendido,Apagado,41.50,47.06,50.00,52.06,48.25,Prendido
22/03/2022_19:38:44,835,Apagado,Apagado,Prendido,Apagado,41.56,47.13,50.00,52.19,48.25,Prendido
22/03/2022_19:38:50,836,Apagado,Apagado,Prendido,Apagado,41.50,47.13,50.00,52.19,48.31,Prendido
22/03/2022_19:38:56,836,Apagado,Apagado,Prendido,Apagado,41.56,47.13,50.06,52.38,48.31,Prendido
22/03/2022_19:39:01,836,Apagado,Apagado,Apagado,Prendido,41.56,47.13,50.06,52.31,48.31,Prendido
22/03/2022_19:39:07,821,Apagado,Apagado,Apagado,Prendido,41.50,47.13,50.00,52.44,48.31,Prendido
22/03/2022_19:39:13,794,Apagado,Apagado,Apagado,Prendido,41.56,47.19,50.06,52.50,48.31,Prendido
22/03/2022_19:39:19,751,Apagado,Apagado,Apagado,Prendido,41.44,47.13,50.00,52.50,48.31,Prendido
22/03/2022_19:39:25,695,Apagado,Apagado,Apagado,Apagado,41.50,47.19,50.06,52.63,48.31,Prendido
22/03/2022_19:39:31,631,Apagado,Apagado,Apagado,Apagado,41.50,47.19,50.06,52.63,48.38,Prendido
22/03/2022_19:39:37,576,Apagado,Apagado,Apagado,Apagado,41.50,47.19,50.06,52.69,48.38,Prendido
22/03/2022_19:39:42,530,Apagado,Apagado,Apagado,Apagado,41.50,47.19,50.06,52.63,48.44,Prendido
22/03/2022_19:39:48,516,Apagado,Apagado,Apagado,Apagado,41.50,47.25,50.13,52.56,48.44,Prendido
22/03/2022_19:39:54,495,Apagado,Apagado,Apagado,Apagado,41.56,47.19,50.19,52.63,48.44,Prendido
