Date_Time, CO2
20/09/2021_16:14:45,91
20/09/2021_16:14:47,91
20/09/2021_16:14:49,91
20/09/2021_16:14:51,93
20/09/2021_16:14:53,93
20/09/2021_16:14:55,92
20/09/2021_16:14:57,92
20/09/2021_16:14:59,92
20/09/2021_16:15:01,91
20/09/2021_16:15:03,91
20/09/2021_16:15:05,90
20/09/2021_16:15:07,90
20/09/2021_16:15:09,90
20/09/2021_16:15:11,91
20/09/2021_16:15:14,91
20/09/2021_16:15:16,91
20/09/2021_16:15:18,91
20/09/2021_16:15:20,91
20/09/2021_16:15:22,91
20/09/2021_16:15:24,91
20/09/2021_16:15:26,93
20/09/2021_16:15:28,93
20/09/2021_16:15:30,93
20/09/2021_16:15:32,95
20/09/2021_16:15:34,95
20/09/2021_16:15:36,95
20/09/2021_16:15:38,95
20/09/2021_16:15:40,95
20/09/2021_16:15:42,94
20/09/2021_16:15:44,94
20/09/2021_16:15:46,97
20/09/2021_16:15:48,97
20/09/2021_16:15:50,97
20/09/2021_16:15:52,97
20/09/2021_16:15:54,97
20/09/2021_16:15:56,98
20/09/2021_16:15:58,98
20/09/2021_16:16:00,102
20/09/2021_16:16:02,102
20/09/2021_16:16:04,102
20/09/2021_16:16:06,102
20/09/2021_16:16:08,102
20/09/2021_16:16:10,103
20/09/2021_16:16:12,103
20/09/2021_16:16:14,103
20/09/2021_16:16:16,104
20/09/2021_16:16:18,104
20/09/2021_16:16:20,106
20/09/2021_16:16:22,106
20/09/2021_16:16:24,106
20/09/2021_16:16:26,107
20/09/2021_16:16:28,107
20/09/2021_16:16:30,110
20/09/2021_16:16:32,110
20/09/2021_16:16:34,110
20/09/2021_16:16:36,110
20/09/2021_16:16:38,110
20/09/2021_16:16:40,111
20/09/2021_16:16:43,111
20/09/2021_16:16:45,111
20/09/2021_16:16:47,112
20/09/2021_16:16:49,112
20/09/2021_16:16:51,113
20/09/2021_16:16:53,113
20/09/2021_16:16:55,113
20/09/2021_16:16:57,115
20/09/2021_16:16:59,115
20/09/2021_16:17:01,117
20/09/2021_16:17:03,117
20/09/2021_16:17:05,117
20/09/2021_16:17:07,120
20/09/2021_16:17:09,120
20/09/2021_16:17:11,122
20/09/2021_16:17:13,122
20/09/2021_16:17:15,122
20/09/2021_16:17:17,122
20/09/2021_16:17:19,122
20/09/2021_16:17:21,122
20/09/2021_16:17:23,122
20/09/2021_16:17:25,124
20/09/2021_16:17:27,124
20/09/2021_16:17:29,124
20/09/2021_16:17:31,124
20/09/2021_16:17:33,124
20/09/2021_16:17:35,124
20/09/2021_16:17:37,124
20/09/2021_16:17:39,124
20/09/2021_16:17:41,126
20/09/2021_16:17:43,126
20/09/2021_16:17:45,127
20/09/2021_16:17:47,127
20/09/2021_16:17:49,127
20/09/2021_16:17:51,128
20/09/2021_16:17:53,128
20/09/2021_16:17:55,127
20/09/2021_16:17:57,127
20/09/2021_16:17:59,127
20/09/2021_16:18:01,126
20/09/2021_16:18:03,126
20/09/2021_16:18:05,127
