Date_Time, CO2
20/09/2021_16:11:23,97
20/09/2021_16:11:25,97
20/09/2021_16:11:27,100
20/09/2021_16:11:29,100
20/09/2021_16:11:31,101
20/09/2021_16:11:33,101
20/09/2021_16:11:35,101
20/09/2021_16:11:37,100
20/09/2021_16:11:39,100
20/09/2021_16:11:41,100
20/09/2021_16:11:43,100
20/09/2021_16:11:45,100
20/09/2021_16:11:47,97
20/09/2021_16:11:49,97
20/09/2021_16:11:51,96
20/09/2021_16:11:53,96
20/09/2021_16:11:55,96
20/09/2021_16:11:57,96
20/09/2021_16:11:59,96
20/09/2021_16:12:01,94
20/09/2021_16:12:03,94
20/09/2021_16:12:05,94
20/09/2021_16:12:07,94
20/09/2021_16:12:09,94
20/09/2021_16:12:11,93
20/09/2021_16:12:14,93
20/09/2021_16:12:16,92
20/09/2021_16:12:18,92
20/09/2021_16:12:20,92
20/09/2021_16:12:22,91
20/09/2021_16:12:24,91
20/09/2021_16:12:26,91
20/09/2021_16:12:28,91
20/09/2021_16:12:30,91
20/09/2021_16:12:32,91
20/09/2021_16:12:34,91
20/09/2021_16:12:36,91
20/09/2021_16:12:38,91
20/09/2021_16:12:40,91
20/09/2021_16:12:42,90
20/09/2021_16:12:44,90
20/09/2021_16:12:46,88
20/09/2021_16:12:48,88
20/09/2021_16:12:50,88
20/09/2021_16:12:52,88
20/09/2021_16:12:54,88
20/09/2021_16:12:56,87
20/09/2021_16:12:58,87
20/09/2021_16:13:00,87
20/09/2021_16:13:02,86
20/09/2021_16:13:04,86
20/09/2021_16:13:06,86
20/09/2021_16:13:08,86
20/09/2021_16:13:10,86
20/09/2021_16:13:12,86
20/09/2021_16:13:14,86
20/09/2021_16:13:16,86
20/09/2021_16:13:18,86
20/09/2021_16:13:20,87
20/09/2021_16:13:22,87
20/09/2021_16:13:24,87
20/09/2021_16:13:26,86
20/09/2021_16:13:28,86
20/09/2021_16:13:30,86
20/09/2021_16:13:32,86
20/09/2021_16:13:34,86
20/09/2021_16:13:36,85
20/09/2021_16:13:38,85
20/09/2021_16:13:40,87
20/09/2021_16:13:43,87
20/09/2021_16:13:45,87
20/09/2021_16:13:47,87
20/09/2021_16:13:49,87
20/09/2021_16:13:51,87
20/09/2021_16:13:53,87
20/09/2021_16:13:55,87
20/09/2021_16:13:57,87
20/09/2021_16:13:59,87
20/09/2021_16:14:01,86
20/09/2021_16:14:03,86
20/09/2021_16:14:05,86
20/09/2021_16:14:07,86
20/09/2021_16:14:09,86
20/09/2021_16:14:11,86
20/09/2021_16:14:13,86
20/09/2021_16:14:15,86
20/09/2021_16:14:17,86
20/09/2021_16:14:19,86
20/09/2021_16:14:21,86
20/09/2021_16:14:23,86
20/09/2021_16:14:25,86
20/09/2021_16:14:27,87
20/09/2021_16:14:29,87
20/09/2021_16:14:31,87
20/09/2021_16:14:33,87
20/09/2021_16:14:35,87
20/09/2021_16:14:37,87
20/09/2021_16:14:39,87
20/09/2021_16:14:41,88
20/09/2021_16:14:43,88
