Date_Time,CO2,Estado_Valvula_CO2_1,Estado_Valvula_Compost_1,Estado_Valvula_CO2_2,Estado_Valvula_Compost_2,Estado_Valvula_CO2_3,Estado_Valvula_Compost_3,Estado_Valvula_CO2_4,Estado_Valvula_Compost_4,Temp_Compost_1,Temp_Compost_2,Temp_Compost_3,Temp_Compost_4,Temp_Suncho,Estado_Suncho
03/04/2022_16:49:28,409,63.31,47.75,54.81,54.94,43.56,Prendido
03/04/2022_16:49:34,413,63.38,47.69,54.75,54.88,43.50,Prendido
03/04/2022_16:49:40,446,63.38,47.69,54.75,54.81,43.50,Prendido
03/04/2022_16:49:46,534,63.44,47.75,54.75,54.88,43.50,Prendido
03/04/2022_16:49:51,594,63.44,47.75,54.75,54.88,43.50,Prendido
03/04/2022_16:49:57,640,63.44,47.69,54.75,54.81,43.50,Prendido
03/04/2022_16:50:03,668,63.50,47.75,54.81,54.81,43.50,Prendido
03/04/2022_16:50:09,697,63.50,47.69,54.75,54.88,43.50,Prendido
03/04/2022_16:50:15,711,63.56,47.69,54.81,54.94,43.50,Prendido
03/04/2022_16:50:21,743,63.56,47.75,54.81,54.88,43.50,Prendido
03/04/2022_16:50:27,764,63.56,47.75,54.81,54.94,43.50,Prendido
03/04/2022_16:50:33,774,63.63,47.75,54.81,55.00,43.50,Prendido
03/04/2022_16:50:38,778,63.63,47.69,54.75,55.00,43.50,Prendido
03/04/2022_16:50:44,782,63.63,47.69,54.75,55.06,43.50,Prendido
03/04/2022_16:50:50,786,63.69,47.69,54.81,55.06,43.50,Prendido
03/04/2022_16:50:56,794,63.75,47.63,54.81,55.00,43.50,Prendido
03/04/2022_16:51:02,795,63.75,47.69,54.81,55.06,43.50,Prendido
03/04/2022_16:51:08,795,63.75,47.69,54.81,55.06,43.50,Prendido
03/04/2022_16:51:14,795,63.81,47.69,54.81,55.13,43.50,Prendido
03/04/2022_16:51:19,795,63.75,47.69,54.81,55.13,43.50,Prendido
03/04/2022_16:51:25,795,63.81,47.69,54.75,55.13,43.50,Prendido
03/04/2022_16:51:31,792,63.81,47.69,54.81,55.06,43.50,Prendido
03/04/2022_16:51:37,791,63.81,47.69,54.81,55.00,43.50,Prendido
03/04/2022_16:51:43,791,63.88,47.69,54.81,55.13,43.50,Prendido
03/04/2022_16:51:49,790,63.88,47.69,54.81,55.06,43.50,Prendido
03/04/2022_16:51:55,788,63.88,47.69,54.81,55.19,43.56,Prendido
03/04/2022_16:52:00,788,63.94,47.69,54.81,55.19,43.50,Prendido
03/04/2022_16:52:06,795,63.94,47.69,54.81,55.19,43.50,Prendido
03/04/2022_16:52:12,799,63.94,47.69,54.81,55.19,43.50,Prendido
03/04/2022_16:52:18,802,64.00,47.69,54.81,55.13,43.50,Prendido
03/04/2022_16:52:24,804,63.94,47.69,54.81,55.13,43.50,Prendido
03/04/2022_16:52:30,806,64.00,47.69,54.81,55.06,43.50,Prendido
03/04/2022_16:52:36,808,64.00,47.69,54.88,55.13,43.50,Prendido
03/04/2022_16:52:41,808,64.00,47.69,54.81,55.19,43.50,Prendido
03/04/2022_16:52:47,808,64.00,47.69,54.81,55.19,43.50,Prendido
03/04/2022_16:52:53,809,64.00,47.69,54.88,55.19,43.50,Prendido
03/04/2022_16:52:59,809,64.00,47.69,54.81,55.31,43.50,Prendido
03/04/2022_16:53:05,809,64.06,47.69,54.88,55.25,43.50,Prendido
03/04/2022_16:53:11,810,64.06,47.69,54.81,55.25,43.50,Prendido
03/04/2022_16:53:17,812,64.06,47.69,54.81,55.25,43.44,Prendido
03/04/2022_16:53:22,812,64.06,47.69,54.88,55.19,43.50,Prendido
03/04/2022_16:53:28,812,64.06,47.69,54.81,55.31,43.50,Prendido
03/04/2022_16:53:34,812,64.06,47.69,54.88,55.25,43.44,Prendido
03/04/2022_16:53:40,812,64.12,47.63,54.88,55.25,43.50,Prendido
03/04/2022_16:53:46,812,64.12,47.69,54.81,55.25,43.50,Prendido
03/04/2022_16:53:52,812,64.12,47.69,54.81,55.25,43.50,Prendido
03/04/2022_16:53:58,812,64.12,47.63,54.81,55.25,43.50,Prendido
03/04/2022_16:54:03,812,64.12,47.63,54.88,55.31,43.50,Prendido
03/04/2022_16:54:09,812,64.12,47.69,54.88,55.25,43.50,Prendido
03/04/2022_16:54:15,812,64.12,47.63,54.88,55.38,43.50,Prendido
03/04/2022_16:54:21,813,64.12,47.63,54.88,55.38,43.44,Prendido
03/04/2022_16:54:27,813,64.12,47.69,54.88,-15.31,43.44,Prendido
03/04/2022_16:54:33,813,64.12,47.63,54.88,55.38,43.50,Prendido
03/04/2022_16:54:39,813,64.19,47.69,54.88,55.44,43.50,Prendido
03/04/2022_16:54:44,813,64.19,47.69,54.88,55.50,43.44,Prendido
03/04/2022_16:54:50,813,64.19,47.63,54.88,55.44,43.44,Prendido
03/04/2022_16:54:56,813,64.19,47.63,54.88,55.56,43.44,Prendido
03/04/2022_16:55:02,814,64.19,47.69,54.88,55.56,43.44,Prendido
03/04/2022_16:55:08,814,64.19,47.69,54.94,55.56,43.44,Prendido
03/04/2022_16:55:14,814,64.19,47.63,54.88,55.56,43.50,Prendido
03/04/2022_16:55:20,814,64.19,47.69,54.94,55.56,43.44,Prendido
03/04/2022_16:55:25,813,64.19,47.63,54.94,55.50,43.44,Prendido
03/04/2022_16:55:31,812,64.19,47.63,54.94,55.56,43.44,Prendido
03/04/2022_16:55:37,812,64.19,47.69,54.94,55.56,43.44,Prendido
03/04/2022_16:55:43,810,64.19,47.69,54.94,55.56,43.44,Prendido
03/04/2022_16:55:49,810,64.19,47.63,54.94,55.50,43.44,Prendido
03/04/2022_16:55:55,806,64.19,47.63,54.94,55.44,43.50,Prendido
03/04/2022_16:56:01,805,64.19,47.63,54.88,55.44,43.50,Prendido
03/04/2022_16:56:06,804,64.19,47.63,54.94,55.44,43.44,Prendido
03/04/2022_16:56:12,802,64.25,47.63,54.94,55.50,43.44,Prendido
03/04/2022_16:56:18,798,64.19,47.63,54.94,55.50,43.44,Prendido
03/04/2022_16:56:24,793,64.19,47.63,54.94,55.56,43.44,Prendido
03/04/2022_16:56:30,788,64.19,47.56,54.94,55.44,43.44,Prendido
03/04/2022_16:56:36,786,64.19,47.63,54.94,55.50,43.44,Prendido
03/04/2022_16:56:42,785,64.19,47.63,54.94,55.50,43.44,Prendido
03/04/2022_16:56:47,781,64.19,47.63,54.94,55.44,43.44,Prendido
03/04/2022_16:56:53,780,64.19,47.63,54.94,55.50,43.44,Prendido
03/04/2022_16:56:59,778,64.19,47.63,55.00,55.50,43.44,Prendido
03/04/2022_16:57:05,776,64.19,47.63,55.00,55.50,43.44,Prendido
03/04/2022_16:57:11,774,64.19,47.63,55.00,55.50,43.44,Prendido
03/04/2022_16:57:17,773,64.19,47.63,55.00,55.56,43.44,Prendido
03/04/2022_16:57:23,772,64.19,47.63,55.00,55.56,43.44,Prendido
03/04/2022_16:57:28,772,64.19,47.63,55.00,55.50,43.44,Prendido
03/04/2022_16:57:34,770,64.19,47.63,55.00,55.44,43.44,Prendido
03/04/2022_16:57:40,769,64.19,47.56,55.00,55.50,43.44,Prendido
03/04/2022_16:57:46,768,64.19,47.63,55.00,55.56,43.44,Prendido
03/04/2022_16:57:52,767,64.12,47.63,55.00,55.56,43.44,Prendido
03/04/2022_16:57:58,766,64.12,47.63,55.00,55.56,43.44,Prendido
03/04/2022_16:58:04,765,64.12,47.63,55.06,55.63,43.44,Prendido
03/04/2022_16:58:09,763,64.19,47.63,55.00,55.63,43.44,Prendido
03/04/2022_16:58:15,762,64.12,47.56,55.06,55.63,43.44,Prendido
03/04/2022_16:58:21,761,64.12,47.63,55.06,55.63,43.44,Prendido
03/04/2022_16:58:27,761,64.12,47.63,55.06,55.63,43.44,Prendido
03/04/2022_16:58:33,759,64.12,47.63,55.06,55.63,43.44,Prendido
03/04/2022_16:58:39,758,64.12,47.63,55.06,55.63,43.44,Prendido
03/04/2022_16:58:45,757,64.12,47.56,55.06,55.69,43.44,Prendido
03/04/2022_16:58:51,756,64.12,47.69,55.13,55.75,43.44,Prendido
03/04/2022_16:58:56,755,64.12,47.63,55.06,55.75,43.44,Prendido
03/04/2022_16:59:02,752,64.06,47.63,55.13,55.69,43.44,Prendido
03/04/2022_16:59:08,752,64.12,47.63,55.06,55.75,43.44,Prendido
