Date_Time,CO2,Estado_Valvula_1,Estado_Valvula_2,Estado_Valvula_3,Estado_Valvula_4,Temp_Compost_1,Temp_Compost_2,Temp_Compost_3,Temp_Compost_4,Temp_Suncho,Estado_Suncho
21/03/2022_15:02:39,0,Prendido,Apagado,Apagado,Apagado,25.75,25.37,25.06,24.94,25.31,Prendido
21/03/2022_15:02:45,0,Prendido,Apagado,Apagado,Apagado,25.75,25.37,25.06,24.94,25.31,Prendido
21/03/2022_15:02:51,0,Prendido,Apagado,Apagado,Apagado,25.75,25.37,25.06,24.87,25.31,Prendido
21/03/2022_15:02:56,0,Prendido,Apagado,Apagado,Apagado,25.75,25.37,25.12,24.87,25.31,Prendido
21/03/2022_15:03:02,0,Prendido,Apagado,Apagado,Apagado,25.75,25.44,25.06,24.94,25.31,Prendido
21/03/2022_15:03:08,0,Prendido,Apagado,Apagado,Apagado,25.69,25.37,25.06,24.81,25.37,Prendido
21/03/2022_15:03:14,0,Prendido,Apagado,Apagado,Apagado,25.75,25.44,25.12,24.81,25.37,Prendido
21/03/2022_15:03:20,0,Apagado,Prendido,Apagado,Apagado,25.75,25.37,25.12,24.87,25.31,Prendido
21/03/2022_15:03:26,0,Apagado,Prendido,Apagado,Apagado,25.75,25.37,25.06,24.87,25.37,Prendido
21/03/2022_15:03:32,0,Apagado,Prendido,Apagado,Apagado,25.75,25.37,25.12,24.94,25.37,Prendido
21/03/2022_15:03:37,0,Apagado,Prendido,Apagado,Apagado,25.75,25.44,25.12,24.81,25.37,Prendido
21/03/2022_15:03:43,0,Apagado,Prendido,Apagado,Apagado,25.75,25.37,25.12,24.81,25.37,Prendido
21/03/2022_15:03:49,0,Apagado,Prendido,Apagado,Apagado,25.75,25.37,25.12,24.87,25.37,Prendido
21/03/2022_15:03:54,0,Apagado,Apagado,Prendido,Apagado,25.81,25.44,25.06,24.94,25.37,Prendido
21/03/2022_15:04:00,95,Apagado,Apagado,Prendido,Apagado,25.81,25.44,25.12,24.81,25.37,Prendido
21/03/2022_15:04:06,228,Apagado,Apagado,Prendido,Apagado,25.75,25.44,25.12,24.94,25.37,Prendido
21/03/2022_15:04:12,375,Apagado,Apagado,Prendido,Apagado,25.81,25.44,25.12,24.81,25.37,Prendido
21/03/2022_15:04:18,478,Apagado,Apagado,Prendido,Apagado,25.75,25.44,25.12,24.75,25.37,Prendido
21/03/2022_15:04:24,572,Apagado,Apagado,Prendido,Apagado,25.81,25.44,25.12,24.87,25.37,Prendido
21/03/2022_15:04:30,611,Apagado,Apagado,Apagado,Prendido,25.75,25.44,25.12,24.94,25.37,Prendido
21/03/2022_15:04:35,644,Apagado,Apagado,Apagado,Prendido,25.75,25.44,25.12,24.81,25.37,Prendido
21/03/2022_15:04:41,653,Apagado,Apagado,Apagado,Prendido,25.75,25.44,25.12,24.94,25.37,Prendido
21/03/2022_15:04:47,657,Apagado,Apagado,Apagado,Prendido,25.81,25.44,25.12,24.94,25.37,Prendido
21/03/2022_15:04:53,665,Apagado,Apagado,Apagado,Prendido,25.75,25.44,25.12,24.87,25.37,Prendido
21/03/2022_15:04:59,681,Apagado,Apagado,Apagado,Prendido,25.75,25.44,25.12,24.87,25.37,Prendido
21/03/2022_15:05:05,690,Prendido,Apagado,Apagado,Apagado,25.75,25.44,25.12,24.75,25.37,Prendido
21/03/2022_15:05:11,699,Prendido,Apagado,Apagado,Apagado,25.75,25.44,25.19,24.87,25.31,Prendido
21/03/2022_15:05:16,705,Prendido,Apagado,Apagado,Apagado,25.75,25.44,25.12,24.81,25.37,Prendido
21/03/2022_15:05:22,712,Prendido,Apagado,Apagado,Apagado,25.75,25.44,25.12,24.81,25.37,Prendido
21/03/2022_15:05:28,714,Prendido,Apagado,Apagado,Apagado,25.75,25.44,25.12,24.81,25.37,Prendido
21/03/2022_15:05:34,722,Prendido,Apagado,Apagado,Apagado,25.75,25.44,25.19,24.81,25.31,Prendido
21/03/2022_15:05:40,729,Apagado,Prendido,Apagado,Apagado,25.81,25.44,25.19,24.81,25.31,Prendido
21/03/2022_15:05:46,0,Apagado,Prendido,Apagado,Apagado,25.75,25.44,25.12,24.87,25.37,Prendido
21/03/2022_15:05:52,0,Apagado,Prendido,Apagado,Apagado,25.75,25.44,25.12,24.75,25.37,Prendido
21/03/2022_15:05:57,0,Apagado,Prendido,Apagado,Apagado,25.75,25.44,25.12,24.87,25.37,Prendido
21/03/2022_15:06:03,0,Apagado,Prendido,Apagado,Apagado,25.75,25.44,25.12,24.81,25.37,Prendido
