Date_Time,CO2,Estado_Valvula_CO2_1,Estado_Valvula_Compost_1,Estado_Valvula_CO2_2,Estado_Valvula_Compost_2,Estado_Valvula_CO2_3,Estado_Valvula_Compost_3,Estado_Valvula_CO2_4,Estado_Valvula_Compost_4,Temp_Compost_1,Temp_Compost_2,Temp_Compost_3,Temp_Compost_4,Temp_Suncho,Estado_Suncho
28/04/2022_16:16:58,509,50.50,49.25,60.69,54.63,48.31,Prendido
28/04/2022_16:17:04,509,50.44,49.19,60.63,54.63,48.19,Prendido
28/04/2022_16:17:10,509,50.44,49.19,60.63,54.56,48.19,Prendido
28/04/2022_16:17:16,509,50.44,49.19,60.63,54.63,48.25,Prendido
28/04/2022_16:17:22,509,50.44,49.19,60.63,54.56,48.19,Prendido
28/04/2022_16:17:28,509,50.50,49.19,60.63,54.50,48.19,Prendido
28/04/2022_16:17:33,509,50.50,49.19,60.63,54.50,48.25,Prendido
28/04/2022_16:17:39,510,50.50,49.13,60.63,54.56,48.25,Prendido
28/04/2022_16:17:45,510,50.50,49.13,60.63,54.56,48.25,Prendido
28/04/2022_16:17:51,511,50.56,49.19,60.63,54.44,48.19,Prendido
28/04/2022_16:17:57,514,50.50,49.13,60.56,54.44,48.25,Prendido
28/04/2022_16:18:03,515,50.56,49.19,60.63,54.44,48.25,Prendido
28/04/2022_16:18:09,516,50.50,49.13,60.63,54.38,48.25,Prendido
28/04/2022_16:18:14,516,50.56,49.13,60.63,54.38,48.25,Prendido
28/04/2022_16:18:20,516,50.56,49.13,60.63,54.38,48.19,Prendido
28/04/2022_16:18:26,517,50.56,49.13,60.56,54.44,48.19,Prendido
28/04/2022_16:18:32,517,50.63,49.13,60.63,54.56,48.25,Prendido
28/04/2022_16:18:38,517,50.56,49.06,60.63,54.69,48.19,Prendido
28/04/2022_16:18:44,517,50.56,49.06,60.56,54.75,48.19,Prendido
28/04/2022_16:18:50,519,50.63,49.06,60.56,54.88,48.19,Prendido
28/04/2022_16:18:55,519,50.56,49.13,60.56,54.94,48.19,Prendido
28/04/2022_16:19:01,519,50.63,49.06,60.56,54.94,48.19,Prendido
28/04/2022_16:19:07,522,50.63,49.13,60.63,54.94,48.19,Prendido
28/04/2022_16:19:13,525,50.63,49.06,60.56,55.00,48.19,Prendido
28/04/2022_16:19:19,527,50.69,49.06,60.63,55.00,48.19,Prendido
28/04/2022_16:19:25,527,50.69,49.06,60.56,55.13,48.19,Prendido
28/04/2022_16:19:31,531,50.63,49.06,60.56,55.13,48.19,Prendido
28/04/2022_16:19:37,536,50.63,49.06,60.56,55.00,48.19,Prendido
28/04/2022_16:19:42,537,50.63,49.00,60.63,55.06,48.19,Prendido
28/04/2022_16:19:48,539,50.63,49.06,60.63,55.06,48.19,Prendido
28/04/2022_16:19:54,542,50.63,49.06,60.63,55.13,48.19,Prendido
28/04/2022_16:20:00,546,50.63,49.06,60.63,55.13,48.19,Prendido
28/04/2022_16:20:06,547,50.63,49.06,60.63,55.19,48.19,Prendido
28/04/2022_16:20:12,552,50.63,49.00,60.63,55.19,48.19,Prendido
28/04/2022_16:20:18,553,50.63,49.06,60.56,55.25,48.19,Prendido
28/04/2022_16:20:23,555,50.56,49.00,60.56,55.25,48.19,Prendido
28/04/2022_16:20:29,556,50.56,49.00,60.63,55.31,48.19,Prendido
28/04/2022_16:20:35,557,50.56,49.00,60.63,55.31,48.19,Prendido
28/04/2022_16:20:41,556,50.63,49.00,60.63,55.31,48.19,Prendido
28/04/2022_16:20:47,556,50.63,49.00,60.63,55.38,48.19,Prendido
28/04/2022_16:20:53,556,50.63,49.00,60.63,55.31,48.25,Prendido
28/04/2022_16:20:59,556,50.63,49.00,60.63,55.25,48.25,Prendido
28/04/2022_16:21:04,556,50.63,49.00,60.63,55.38,48.25,Prendido
28/04/2022_16:21:10,557,50.63,49.00,60.56,55.38,48.25,Prendido
28/04/2022_16:21:16,557,50.56,49.00,60.63,55.50,48.25,Prendido
28/04/2022_16:21:22,556,50.63,48.94,60.56,55.44,48.25,Prendido
28/04/2022_16:21:28,556,50.63,49.00,60.63,55.50,48.25,Prendido
28/04/2022_16:21:34,556,50.56,49.00,60.63,55.50,48.31,Prendido
28/04/2022_16:21:40,557,50.56,49.00,60.63,-15.25,48.31,Prendido
28/04/2022_16:21:45,559,50.56,49.00,60.63,55.44,48.31,Prendido
28/04/2022_16:21:51,561,50.56,48.94,60.69,55.38,48.31,Prendido
28/04/2022_16:21:57,562,50.56,49.00,60.69,55.44,48.31,Prendido
28/04/2022_16:22:03,564,50.56,49.00,60.69,55.44,48.31,Prendido
28/04/2022_16:22:09,565,50.56,49.00,60.69,55.31,48.31,Prendido
28/04/2022_16:22:15,566,50.56,48.94,60.63,55.38,48.31,Prendido
28/04/2022_16:22:21,567,50.50,49.00,60.69,-15.31,48.31,Prendido
28/04/2022_16:22:26,567,50.50,48.94,60.69,55.38,48.31,Prendido
28/04/2022_16:22:32,567,50.50,49.00,60.69,55.50,48.38,Prendido
28/04/2022_16:22:38,567,50.50,48.94,60.63,55.44,48.31,Prendido
28/04/2022_16:22:44,569,50.44,48.94,60.69,55.44,48.38,Prendido
28/04/2022_16:22:50,569,50.44,48.94,60.69,55.50,48.31,Prendido
28/04/2022_16:22:56,569,50.38,48.94,60.69,55.56,48.38,Prendido
28/04/2022_16:23:02,570,50.44,48.94,60.69,55.56,48.31,Prendido
28/04/2022_16:23:07,571,50.44,48.94,60.69,55.69,48.38,Prendido
28/04/2022_16:23:13,570,50.38,48.94,60.69,55.69,48.38,Prendido
28/04/2022_16:23:19,569,50.38,48.94,60.69,55.69,48.38,Prendido
28/04/2022_16:23:25,569,50.38,48.94,60.69,55.81,48.31,Prendido
28/04/2022_16:23:31,569,50.38,48.94,60.69,55.75,48.38,Prendido
28/04/2022_16:23:37,571,50.38,48.94,60.69,55.75,48.38,Prendido
28/04/2022_16:23:43,572,50.38,48.94,60.75,55.63,48.38,Prendido
28/04/2022_16:23:48,573,50.38,48.94,60.75,55.69,48.38,Prendido
28/04/2022_16:23:54,573,50.38,48.94,60.69,55.75,48.38,Prendido
28/04/2022_16:24:00,573,50.38,48.94,60.75,55.81,48.38,Prendido
28/04/2022_16:24:06,575,50.38,48.94,60.69,55.75,48.38,Prendido
28/04/2022_16:24:12,574,50.31,48.94,60.75,55.88,48.44,Prendido
