Date_Time,CO2,Estado_Valvula_CO2_1,Estado_Valvula_Compost_1,Estado_Valvula_CO2_2,Estado_Valvula_Compost_2,Estado_Valvula_CO2_3,Estado_Valvula_Compost_3,Estado_Valvula_CO2_4,Estado_Valvula_Compost_4,Temp_Compost_1,Temp_Compost_2,Temp_Compost_3,Temp_Compost_4,Temp_Suncho,Estado_Suncho
28/04/2022_16:36:30,551,49.81,49.25,61.50,55.88,48.69,Prendido
28/04/2022_16:36:36,551,49.88,49.25,61.56,55.75,48.69,Prendido
28/04/2022_16:36:42,551,49.81,49.31,61.56,55.75,48.69,Prendido
28/04/2022_16:36:48,551,49.81,49.25,61.56,55.69,48.69,Prendido
28/04/2022_16:36:54,551,49.81,49.25,61.50,55.75,48.69,Prendido
28/04/2022_16:36:59,549,49.81,49.25,61.50,55.81,48.69,Prendido
28/04/2022_16:37:05,548,49.81,49.31,61.50,55.81,48.69,Prendido
28/04/2022_16:37:11,548,49.81,49.25,61.56,55.94,48.69,Prendido
28/04/2022_16:37:17,548,49.81,49.31,61.56,55.94,48.69,Prendido
28/04/2022_16:37:23,548,49.75,49.25,61.56,55.81,48.63,Prendido
28/04/2022_16:37:29,549,49.75,49.31,61.56,55.81,48.69,Prendido
28/04/2022_16:37:35,549,49.75,49.31,61.63,55.81,48.63,Prendido
28/04/2022_16:37:40,549,49.75,49.31,61.56,55.88,48.63,Prendido
28/04/2022_16:37:46,550,49.75,49.31,61.56,55.81,48.69,Prendido
28/04/2022_16:37:52,550,49.75,49.31,61.63,55.75,48.63,Prendido
28/04/2022_16:37:58,550,49.75,49.31,61.63,55.69,48.63,Prendido
28/04/2022_16:38:04,551,49.75,49.25,61.63,55.63,48.69,Prendido
28/04/2022_16:38:10,550,49.75,49.31,61.56,55.63,48.69,Prendido
28/04/2022_16:38:16,551,49.81,49.25,61.63,55.63,48.69,Prendido
28/04/2022_16:38:21,551,49.81,49.31,61.63,55.56,48.63,Prendido
28/04/2022_16:38:27,551,49.81,49.31,61.63,-14.75,48.69,Prendido
28/04/2022_16:38:33,551,49.75,49.31,61.63,-14.69,48.69,Prendido
28/04/2022_16:38:39,550,49.75,49.31,61.63,-14.50,48.69,Prendido
28/04/2022_16:38:45,549,49.81,49.31,61.63,55.94,48.69,Prendido
28/04/2022_16:38:51,548,49.75,49.31,61.63,55.81,48.69,Prendido
28/04/2022_16:38:57,547,49.75,49.31,61.63,55.88,48.75,Prendido
28/04/2022_16:39:02,547,49.81,49.31,61.63,56.00,48.69,Prendido
28/04/2022_16:39:08,547,49.75,49.31,61.63,56.06,48.69,Prendido
28/04/2022_16:39:14,548,49.81,49.31,61.63,56.06,48.69,Prendido
28/04/2022_16:39:20,549,49.81,49.31,61.69,56.06,48.75,Prendido
28/04/2022_16:39:26,550,49.81,49.31,61.69,56.00,48.75,Prendido
28/04/2022_16:39:32,551,49.81,49.31,61.69,56.06,48.75,Prendido
28/04/2022_16:39:38,551,49.81,49.31,61.69,56.06,48.75,Prendido
28/04/2022_16:39:43,551,49.81,49.38,61.75,56.13,48.75,Prendido
28/04/2022_16:39:49,551,49.81,49.31,61.69,56.00,48.75,Prendido
28/04/2022_16:39:55,551,49.81,49.31,61.69,55.81,48.75,Prendido
28/04/2022_16:40:01,551,49.81,49.31,61.75,55.63,48.75,Prendido
28/04/2022_16:40:07,551,49.81,49.31,61.75,55.63,48.75,Prendido
28/04/2022_16:40:13,552,49.81,49.38,61.75,55.63,48.81,Prendido
28/04/2022_16:40:19,552,49.81,49.38,61.75,-14.88,48.75,Prendido
28/04/2022_16:40:24,551,49.81,49.38,61.75,55.75,48.75,Prendido
