Date,Volume,#1,#2,#3,#4
2021-11-03,V1,9.7,7.3,9.1,8.2
2021-11-03,V2,10.3,7.7,9.7,9
2021-11-04,V1,9.7,7.1,9.2,8.1
2021-11-04,V2,10.4,7.7,10,9
2021-11-05,V1,9.7,7.4,9,8
2021-11-05,V2,10.9,8.2,10.3,9.5
2021-11-06,V1,9.3,7.25,8.7,8
2021-11-06,V2,10.7,8.3,10.6,9.6
2021-11-08,V1,8.1,6.8,6.5,6.9
2021-11-08,V2,11.2,8.3,11,9.4
