Date_Time,CO2,Estado_Valvula_1,Estado_Valvula_2,Estado_Valvula_3,Estado_Valvula_4,Temp_Compost_1,Temp_Compost_2,Temp_Compost_3,Temp_Compost_4,Temp_Suncho,Estado_Suncho
23/03/2022_03:48:05,736,Apagado,Apagado,Apagado,Apagado,55.00,63.19,66.50,60.06,65.44,Apagado
23/03/2022_03:48:10,735,Apagado,Apagado,Apagado,Apagado,54.88,63.19,66.31,60.00,65.37,Prendido
23/03/2022_03:48:16,733,Apagado,Apagado,Apagado,Apagado,55.00,63.25,66.44,60.06,65.44,Apagado
23/03/2022_03:48:22,733,Apagado,Apagado,Apagado,Apagado,54.88,63.13,66.31,60.00,65.31,Prendido
23/03/2022_03:48:28,730,Apagado,Apagado,Apagado,Apagado,55.00,63.25,66.44,60.06,65.44,Apagado
23/03/2022_03:48:34,730,Apagado,Apagado,Apagado,Apagado,54.88,63.19,66.31,59.94,65.31,Prendido
23/03/2022_03:48:40,729,Apagado,Apagado,Apagado,Apagado,55.00,63.25,66.50,60.00,65.44,Prendido
23/03/2022_03:48:46,728,Apagado,Apagado,Apagado,Apagado,55.00,63.25,66.50,60.00,65.44,Prendido
23/03/2022_03:48:51,728,Apagado,Apagado,Apagado,Apagado,55.00,63.25,66.44,59.94,65.44,Prendido
23/03/2022_03:48:57,728,Apagado,Apagado,Apagado,Apagado,55.00,63.25,66.44,59.94,65.44,Prendido
23/03/2022_03:49:03,727,Apagado,Apagado,Apagado,Apagado,55.00,63.25,66.44,60.06,65.44,Apagado
23/03/2022_03:49:09,727,Apagado,Apagado,Apagado,Apagado,54.88,63.19,66.31,60.00,65.31,Prendido
23/03/2022_03:49:15,727,Apagado,Apagado,Apagado,Apagado,55.00,63.25,66.50,60.06,65.37,Apagado
23/03/2022_03:49:21,729,Apagado,Apagado,Apagado,Apagado,54.94,63.19,66.31,60.00,65.25,Prendido
23/03/2022_03:49:27,730,Apagado,Apagado,Apagado,Apagado,55.00,63.25,66.50,60.00,65.37,Prendido
23/03/2022_03:49:32,731,Apagado,Apagado,Apagado,Apagado,55.00,63.25,66.50,60.00,65.44,Prendido
23/03/2022_03:49:38,731,Apagado,Apagado,Apagado,Apagado,55.00,63.25,66.44,60.00,65.37,Prendido
23/03/2022_03:49:44,732,Apagado,Apagado,Apagado,Apagado,55.00,63.25,66.44,59.94,65.37,Prendido
23/03/2022_03:49:50,732,Apagado,Apagado,Apagado,Apagado,55.00,63.31,66.44,60.00,65.37,Prendido
23/03/2022_03:49:56,732,Apagado,Apagado,Apagado,Apagado,55.00,63.25,66.50,59.94,65.37,Prendido
23/03/2022_03:50:02,732,Apagado,Apagado,Apagado,Apagado,55.06,63.25,66.44,60.06,65.37,Apagado
23/03/2022_03:50:08,733,Apagado,Apagado,Apagado,Apagado,54.94,63.19,66.31,60.00,65.31,Prendido
23/03/2022_03:50:14,734,Apagado,Apagado,Apagado,Apagado,55.00,63.31,66.44,60.13,65.37,Apagado
23/03/2022_03:50:19,733,Apagado,Apagado,Apagado,Apagado,54.88,63.19,66.31,60.06,65.25,Apagado
23/03/2022_03:50:25,732,Apagado,Apagado,Apagado,Apagado,54.94,63.19,66.31,60.06,65.25,Apagado
23/03/2022_03:50:31,732,Apagado,Apagado,Apagado,Apagado,54.88,63.19,66.31,60.13,65.31,Apagado
23/03/2022_03:50:37,732,Apagado,Apagado,Apagado,Apagado,54.88,63.19,66.31,59.94,65.31,Prendido
23/03/2022_03:50:43,733,Apagado,Apagado,Apagado,Apagado,55.06,63.25,66.50,60.00,65.37,Prendido
