Date_Time,CO2,Estado_Valvula_1,Estado_Valvula_2,Estado_Valvula_3,Estado_Valvula_4,Temp_Compost_1,Temp_Compost_2,Temp_Compost_3,Temp_Compost_4,Temp_Suncho,Estado_Suncho
23/03/2022_04:27:10,727,Apagado,Apagado,Apagado,Apagado,55.38,63.50,66.31,59.88,65.19,Prendido
23/03/2022_04:27:16,726,Apagado,Apagado,Apagado,Apagado,55.44,63.63,66.44,59.94,65.31,Prendido
23/03/2022_04:27:22,726,Apagado,Apagado,Apagado,Apagado,55.44,63.63,66.44,60.06,65.31,Apagado
23/03/2022_04:27:28,725,Apagado,Apagado,Apagado,Apagado,55.38,63.50,66.25,59.88,65.19,Prendido
23/03/2022_04:27:33,725,Apagado,Apagado,Apagado,Apagado,55.50,63.63,66.44,60.00,65.31,Prendido
23/03/2022_04:27:39,725,Apagado,Apagado,Apagado,Apagado,55.50,63.56,66.37,60.00,65.31,Prendido
23/03/2022_04:27:45,724,Apagado,Apagado,Apagado,Apagado,55.44,63.63,66.44,60.00,65.31,Prendido
23/03/2022_04:27:51,725,Apagado,Apagado,Apagado,Apagado,55.44,63.56,66.44,60.00,65.37,Prendido
23/03/2022_04:27:57,725,Apagado,Apagado,Apagado,Apagado,55.44,63.63,66.37,59.94,65.31,Prendido
23/03/2022_04:28:03,725,Apagado,Apagado,Apagado,Apagado,55.50,63.63,66.37,60.00,65.31,Prendido
23/03/2022_04:28:09,725,Apagado,Apagado,Apagado,Apagado,55.44,63.63,66.44,59.94,65.31,Prendido
23/03/2022_04:28:14,726,Apagado,Apagado,Apagado,Apagado,55.44,63.63,66.44,60.13,65.31,Apagado
23/03/2022_04:28:20,726,Apagado,Apagado,Apagado,Apagado,55.38,63.56,66.25,60.13,65.25,Apagado
23/03/2022_04:28:26,727,Apagado,Apagado,Apagado,Apagado,55.38,63.56,66.25,60.06,65.19,Apagado
23/03/2022_04:28:32,727,Apagado,Apagado,Apagado,Apagado,55.38,63.50,66.25,60.00,65.19,Prendido
23/03/2022_04:28:38,727,Apagado,Apagado,Apagado,Apagado,55.56,63.63,66.44,60.13,65.31,Apagado
23/03/2022_04:28:44,727,Apagado,Apagado,Apagado,Apagado,55.38,63.56,66.25,60.00,65.25,Prendido
23/03/2022_04:28:50,727,Apagado,Apagado,Apagado,Apagado,55.50,63.63,66.44,60.06,65.31,Apagado
23/03/2022_04:28:55,726,Apagado,Apagado,Apagado,Apagado,55.38,63.50,66.25,59.94,65.25,Prendido
23/03/2022_04:29:01,726,Apagado,Apagado,Apagado,Apagado,55.50,63.63,66.44,59.94,65.31,Prendido
23/03/2022_04:29:07,726,Apagado,Apagado,Apagado,Apagado,55.50,63.63,66.44,59.88,65.31,Prendido
23/03/2022_04:29:13,727,Apagado,Apagado,Apagado,Apagado,55.56,63.63,66.44,59.88,65.31,Prendido
23/03/2022_04:29:19,727,Apagado,Apagado,Apagado,Apagado,55.50,63.63,66.37,59.88,65.31,Prendido
23/03/2022_04:29:25,727,Apagado,Apagado,Apagado,Apagado,55.50,63.63,66.37,59.88,65.31,Prendido
23/03/2022_04:29:31,727,Apagado,Apagado,Apagado,Apagado,55.50,63.63,66.37,59.88,65.31,Prendido
23/03/2022_04:29:37,726,Apagado,Apagado,Apagado,Apagado,55.50,63.63,66.44,59.88,65.31,Prendido
23/03/2022_04:29:42,726,Apagado,Apagado,Apagado,Apagado,55.50,63.63,66.44,59.94,65.31,Prendido
23/03/2022_04:29:48,727,Apagado,Apagado,Apagado,Apagado,55.50,63.63,66.37,59.94,65.31,Prendido
23/03/2022_04:29:54,726,Apagado,Apagado,Apagado,Apagado,55.50,63.63,66.37,60.06,65.31,Apagado
23/03/2022_04:30:00,725,Apagado,Apagado,Apagado,Apagado,55.38,63.56,66.25,59.94,65.19,Prendido
23/03/2022_04:30:06,725,Apagado,Apagado,Apagado,Apagado,55.50,63.63,66.37,60.06,65.37,Apagado
23/03/2022_04:30:12,725,Apagado,Apagado,Apagado,Apagado,55.44,63.56,66.25,60.13,65.25,Apagado
23/03/2022_04:30:18,725,Apagado,Apagado,Apagado,Apagado,55.44,63.56,66.31,60.00,65.25,Prendido
23/03/2022_04:30:23,725,Apagado,Apagado,Apagado,Apagado,55.50,63.63,66.37,60.06,65.31,Apagado
23/03/2022_04:30:29,725,Apagado,Apagado,Apagado,Apagado,55.38,63.56,66.25,60.06,65.25,Apagado
23/03/2022_04:30:35,724,Apagado,Apagado,Apagado,Apagado,55.44,63.56,66.25,59.94,65.19,Prendido
23/03/2022_04:30:41,723,Apagado,Apagado,Apagado,Apagado,55.50,63.63,66.44,60.00,65.31,Prendido
23/03/2022_04:30:47,722,Apagado,Apagado,Apagado,Apagado,55.50,63.63,66.44,59.94,65.31,Prendido
23/03/2022_04:30:53,722,Apagado,Apagado,Apagado,Apagado,55.50,63.69,66.44,59.88,65.37,Prendido
23/03/2022_04:30:59,722,Apagado,Apagado,Apagado,Apagado,55.50,63.63,66.44,59.75,65.31,Prendido
23/03/2022_04:31:04,722,Apagado,Apagado,Apagado,Apagado,55.50,63.69,66.37,59.88,65.31,Prendido
23/03/2022_04:31:10,722,Apagado,Apagado,Apagado,Apagado,55.50,63.63,66.37,59.94,65.31,Prendido
23/03/2022_04:31:16,722,Apagado,Apagado,Apagado,Apagado,55.50,63.63,66.37,60.00,65.31,Prendido
23/03/2022_04:31:22,722,Apagado,Apagado,Apagado,Apagado,55.50,63.63,66.37,60.00,65.31,Prendido
23/03/2022_04:31:28,723,Apagado,Apagado,Apagado,Apagado,55.50,63.63,66.37,60.00,65.31,Prendido
23/03/2022_04:31:34,723,Apagado,Apagado,Apagado,Apagado,55.56,63.63,66.37,60.06,65.31,Apagado
23/03/2022_04:31:40,724,Apagado,Apagado,Apagado,Apagado,55.38,63.56,66.25,60.00,65.25,Prendido
23/03/2022_04:31:46,724,Apagado,Apagado,Apagado,Apagado,55.56,63.63,66.37,60.13,65.31,Apagado
23/03/2022_04:31:51,724,Apagado,Apagado,Apagado,Apagado,55.38,63.56,66.25,60.06,65.19,Apagado
23/03/2022_04:31:57,724,Apagado,Apagado,Apagado,Apagado,55.44,63.56,66.25,60.06,65.25,Apagado
23/03/2022_04:32:03,726,Apagado,Apagado,Apagado,Apagado,55.44,63.56,66.25,59.94,65.19,Prendido
23/03/2022_04:32:09,725,Apagado,Apagado,Apagado,Apagado,55.56,63.63,66.37,60.00,65.31,Prendido
23/03/2022_04:32:15,725,Apagado,Apagado,Apagado,Apagado,55.56,63.69,66.37,59.88,65.31,Prendido
23/03/2022_04:32:21,725,Apagado,Apagado,Apagado,Apagado,55.50,63.63,66.44,59.81,65.37,Prendido
23/03/2022_04:32:27,726,Apagado,Apagado,Apagado,Apagado,55.50,63.63,66.37,59.88,65.31,Prendido
23/03/2022_04:32:32,725,Apagado,Apagado,Apagado,Apagado,55.56,63.69,66.44,59.88,65.37,Prendido
23/03/2022_04:32:38,725,Apagado,Apagado,Apagado,Apagado,55.56,63.63,66.37,59.94,65.31,Prendido
23/03/2022_04:32:44,725,Apagado,Apagado,Apagado,Apagado,55.56,63.63,66.37,59.94,65.31,Prendido
23/03/2022_04:32:50,724,Apagado,Apagado,Apagado,Apagado,55.56,63.63,66.37,59.94,65.31,Prendido
