Date_Time,CO2,Estado_Valvula_1,Estado_Valvula_2,Estado_Valvula_3,Estado_Valvula_4,Temp_Compost_1,Temp_Compost_2,Temp_Compost_3,Temp_Compost_4,Temp_Suncho,Estado_Suncho
22/03/2022_23:04:39,771,Apagado,Apagado,Apagado,Apagado,54.38,63.56,67.25,60.00,65.50,Prendido
22/03/2022_23:04:45,770,Apagado,Apagado,Apagado,Apagado,54.44,63.56,67.19,59.94,65.50,Prendido
22/03/2022_23:04:51,771,Apagado,Apagado,Apagado,Apagado,54.44,63.63,67.19,59.88,65.50,Prendido
22/03/2022_23:04:57,771,Apagado,Apagado,Apagado,Apagado,54.44,63.56,67.25,59.94,65.50,Prendido
22/03/2022_23:05:03,772,Apagado,Apagado,Apagado,Apagado,54.44,63.56,67.19,59.94,65.50,Prendido
22/03/2022_23:05:09,771,Apagado,Apagado,Apagado,Apagado,54.44,63.56,67.19,59.94,65.50,Prendido
22/03/2022_23:05:14,771,Apagado,Apagado,Apagado,Apagado,54.44,63.56,67.19,60.00,65.50,Prendido
22/03/2022_23:05:20,772,Apagado,Apagado,Apagado,Apagado,54.44,63.63,67.19,60.00,65.50,Prendido
22/03/2022_23:05:26,772,Apagado,Apagado,Apagado,Apagado,54.44,63.56,67.19,60.00,65.50,Prendido
22/03/2022_23:05:32,771,Apagado,Apagado,Apagado,Apagado,54.44,63.56,67.19,60.13,65.50,Apagado
22/03/2022_23:05:38,770,Apagado,Apagado,Apagado,Apagado,54.31,63.44,67.06,60.06,65.37,Apagado
22/03/2022_23:05:44,770,Apagado,Apagado,Apagado,Apagado,54.31,63.50,67.06,60.13,65.37,Apagado
22/03/2022_23:05:50,769,Apagado,Apagado,Apagado,Apagado,54.31,63.50,67.06,60.00,65.37,Prendido
22/03/2022_23:05:55,769,Apagado,Apagado,Apagado,Apagado,54.50,63.63,67.19,60.13,65.50,Apagado
22/03/2022_23:06:01,769,Apagado,Apagado,Apagado,Apagado,54.31,63.50,67.06,60.00,65.37,Prendido
22/03/2022_23:06:07,768,Apagado,Apagado,Apagado,Apagado,54.44,63.56,67.19,59.94,65.50,Prendido
22/03/2022_23:06:13,768,Apagado,Apagado,Apagado,Apagado,54.44,63.56,67.19,59.94,65.50,Prendido
22/03/2022_23:06:19,768,Apagado,Apagado,Apagado,Apagado,54.44,63.56,67.19,60.00,65.50,Prendido
22/03/2022_23:06:25,768,Apagado,Apagado,Apagado,Apagado,54.44,63.56,67.19,59.94,65.50,Prendido
22/03/2022_23:06:31,768,Apagado,Apagado,Apagado,Apagado,54.38,63.56,67.19,60.00,65.50,Prendido
22/03/2022_23:06:37,767,Apagado,Apagado,Apagado,Apagado,54.44,63.56,67.19,59.94,65.50,Prendido
22/03/2022_23:06:42,767,Apagado,Apagado,Apagado,Apagado,54.44,63.56,67.19,60.06,65.50,Apagado
22/03/2022_23:06:48,768,Apagado,Apagado,Apagado,Apagado,54.31,63.50,67.06,60.00,65.37,Prendido
22/03/2022_23:06:54,768,Apagado,Apagado,Apagado,Apagado,54.44,63.56,-127.00,60.00,65.50,Prendido
22/03/2022_23:07:00,768,Apagado,Apagado,Apagado,Apagado,54.44,63.56,67.19,60.06,65.50,Apagado
22/03/2022_23:07:06,769,Apagado,Apagado,Apagado,Apagado,54.38,63.50,67.06,60.00,65.44,Prendido
22/03/2022_23:07:12,769,Apagado,Apagado,Apagado,Apagado,54.44,63.56,67.19,60.13,65.50,Apagado
22/03/2022_23:07:18,770,Apagado,Apagado,Apagado,Apagado,54.31,63.50,67.00,60.06,65.37,Apagado
22/03/2022_23:07:23,769,Apagado,Apagado,Apagado,Apagado,54.31,63.50,67.00,59.94,65.44,Prendido
22/03/2022_23:07:29,768,Apagado,Apagado,Apagado,Apagado,54.44,63.63,67.19,60.00,65.50,Prendido
22/03/2022_23:07:35,769,Apagado,Apagado,Apagado,Apagado,54.50,63.63,67.19,60.00,65.56,Prendido
22/03/2022_23:07:41,769,Apagado,Apagado,Apagado,Apagado,54.44,63.63,67.19,59.94,65.50,Prendido
22/03/2022_23:07:47,768,Apagado,Apagado,Apagado,Apagado,54.44,63.63,67.19,60.00,65.50,Prendido
22/03/2022_23:07:53,768,Apagado,Apagado,Apagado,Apagado,54.44,63.56,67.12,60.00,65.50,Prendido
22/03/2022_23:07:59,769,Apagado,Apagado,Apagado,Apagado,54.44,63.63,67.19,60.06,65.50,Apagado
22/03/2022_23:08:04,769,Apagado,Apagado,Apagado,Apagado,54.31,63.50,67.00,59.94,65.37,Prendido
22/03/2022_23:08:10,766,Apagado,Apagado,Apagado,Apagado,54.44,63.63,67.25,60.00,65.50,Prendido
22/03/2022_23:08:16,765,Apagado,Apagado,Apagado,Apagado,54.44,63.63,67.19,60.13,65.50,Apagado
22/03/2022_23:08:22,765,Apagado,Apagado,Apagado,Apagado,54.31,63.56,67.00,60.00,65.37,Prendido
22/03/2022_23:08:28,765,Apagado,Apagado,Apagado,Apagado,54.44,63.63,67.19,60.06,65.50,Apagado
22/03/2022_23:08:34,764,Apagado,Apagado,Apagado,Apagado,54.38,63.50,67.00,59.94,65.44,Prendido
22/03/2022_23:08:40,763,Apagado,Apagado,Apagado,Apagado,54.50,63.63,67.19,60.00,65.50,Prendido
22/03/2022_23:08:46,761,Apagado,Apagado,Apagado,Apagado,54.50,63.63,67.19,60.00,65.50,Prendido
22/03/2022_23:08:51,760,Apagado,Apagado,Apagado,Apagado,54.44,63.63,67.19,59.88,65.50,Prendido
22/03/2022_23:08:57,760,Apagado,Apagado,Apagado,Apagado,54.44,63.63,67.19,59.94,65.50,Prendido
22/03/2022_23:09:03,760,Apagado,Apagado,Apagado,Apagado,54.44,63.56,67.19,60.00,65.50,Prendido
