Date_Time,CO2,Estado_Valvula_1,Estado_Valvula_2,Estado_Valvula_3,Estado_Valvula_4,Temp_Compost_1,Temp_Compost_2,Temp_Compost_3,Temp_Compost_4,Temp_Suncho,Estado_Suncho
22/03/2022_20:28:18,868,Apagado,Apagado,Apagado,Apagado,47.31,55.13,61.56,59.63,59.00,Prendido
22/03/2022_20:28:24,870,Apagado,Apagado,Apagado,Apagado,47.31,55.19,61.63,59.63,59.06,Prendido
22/03/2022_20:28:30,870,Apagado,Apagado,Apagado,Apagado,47.38,55.19,61.63,59.63,59.06,Prendido
22/03/2022_20:28:36,870,Apagado,Apagado,Apagado,Apagado,47.38,55.19,61.63,59.75,59.13,Prendido
22/03/2022_20:28:42,870,Apagado,Apagado,Apagado,Apagado,47.44,55.25,61.69,59.69,59.06,Prendido
22/03/2022_20:28:48,870,Apagado,Apagado,Apagado,Apagado,47.38,55.25,61.69,59.75,59.13,Prendido
22/03/2022_20:28:53,870,Apagado,Apagado,Apagado,Apagado,47.44,55.25,61.69,59.75,59.19,Prendido
22/03/2022_20:28:59,868,Apagado,Apagado,Apagado,Apagado,47.44,55.31,61.75,59.75,59.19,Prendido
22/03/2022_20:29:05,868,Apagado,Apagado,Apagado,Apagado,47.44,55.31,61.75,59.75,59.25,Prendido
22/03/2022_20:29:11,867,Apagado,Apagado,Apagado,Apagado,47.50,55.31,61.81,59.81,59.25,Prendido
22/03/2022_20:29:17,868,Apagado,Apagado,Apagado,Apagado,47.50,55.31,61.75,59.81,59.25,Prendido
22/03/2022_20:29:23,869,Apagado,Apagado,Apagado,Apagado,47.50,55.38,61.81,59.88,59.25,Prendido
22/03/2022_20:29:29,869,Apagado,Apagado,Apagado,Apagado,47.50,55.38,61.81,59.88,59.31,Prendido
22/03/2022_20:29:34,872,Apagado,Apagado,Apagado,Apagado,47.50,55.38,61.81,60.00,59.31,Prendido
22/03/2022_20:29:40,873,Apagado,Apagado,Apagado,Apagado,47.50,55.44,61.88,59.88,59.38,Prendido
22/03/2022_20:29:46,873,Apagado,Apagado,Apagado,Apagado,47.56,55.44,61.88,60.00,59.38,Prendido
22/03/2022_20:29:52,873,Apagado,Apagado,Apagado,Apagado,47.56,55.44,61.88,59.94,59.44,Prendido
22/03/2022_20:29:58,874,Apagado,Apagado,Apagado,Apagado,47.56,55.44,61.94,60.00,59.44,Prendido
22/03/2022_20:30:04,876,Apagado,Apagado,Apagado,Apagado,47.63,55.50,62.00,60.06,59.50,Apagado
22/03/2022_20:30:10,878,Apagado,Apagado,Apagado,Apagado,47.56,55.44,61.81,59.94,59.38,Prendido
22/03/2022_20:30:15,878,Apagado,Apagado,Apagado,Apagado,47.63,55.50,62.00,60.00,59.50,Prendido
22/03/2022_20:30:21,878,Apagado,Apagado,Apagado,Apagado,47.69,55.56,62.06,60.00,59.50,Prendido
22/03/2022_20:30:27,878,Apagado,Apagado,Apagado,Apagado,47.63,55.56,62.06,60.00,59.50,Prendido
22/03/2022_20:30:33,878,Apagado,Apagado,Apagado,Apagado,47.63,55.56,62.06,59.94,59.56,Prendido
22/03/2022_20:30:39,878,Apagado,Apagado,Apagado,Apagado,47.75,55.63,62.13,59.94,59.63,Prendido
22/03/2022_20:30:45,877,Apagado,Apagado,Apagado,Apagado,47.69,55.63,62.13,60.00,59.63,Prendido
22/03/2022_20:30:51,876,Apagado,Apagado,Apagado,Apagado,47.75,55.69,62.13,59.94,59.63,Prendido
22/03/2022_20:30:56,875,Apagado,Apagado,Apagado,Apagado,47.75,55.63,62.13,60.06,59.63,Apagado
22/03/2022_20:31:02,875,Apagado,Apagado,Apagado,Apagado,47.69,55.63,62.00,59.94,59.63,Prendido
22/03/2022_20:31:08,874,Apagado,Apagado,Apagado,Apagado,47.75,55.69,62.25,59.94,59.69,Prendido
22/03/2022_20:31:14,872,Apagado,Apagado,Apagado,Apagado,47.81,55.75,62.25,59.94,59.75,Prendido
22/03/2022_20:31:20,871,Apagado,Apagado,Apagado,Apagado,47.81,55.75,62.25,59.88,59.69,Prendido
22/03/2022_20:31:26,871,Apagado,Apagado,Apagado,Apagado,47.81,55.75,62.25,59.88,59.75,Prendido
22/03/2022_20:31:32,870,Apagado,Apagado,Apagado,Apagado,47.81,55.81,62.31,59.94,59.81,Prendido
22/03/2022_20:31:38,871,Apagado,Apagado,Apagado,Apagado,47.88,55.81,62.31,59.88,59.81,Prendido
22/03/2022_20:31:43,872,Apagado,Apagado,Apagado,Apagado,47.88,55.81,62.31,59.88,59.81,Prendido
22/03/2022_20:31:49,871,Apagado,Apagado,Apagado,Apagado,47.88,55.81,62.38,59.94,59.88,Prendido
22/03/2022_20:31:55,872,Apagado,Apagado,Apagado,Apagado,47.88,55.88,62.38,59.94,59.88,Prendido
22/03/2022_20:32:01,872,Apagado,Apagado,Apagado,Apagado,47.88,55.88,62.44,59.94,59.88,Prendido
