Date_Time,CO2,Estado_Valvula_1,Estado_Valvula_2,Estado_Valvula_3,Estado_Valvula_4,Temp_Compost_1,Temp_Compost_2,Temp_Compost_3,Temp_Compost_4,Temp_Suncho,Estado_Suncho
22/03/2022_22:35:20,772,Apagado,Apagado,Apagado,Apagado,53.94,63.06,66.94,60.06,65.44,Apagado
22/03/2022_22:35:26,772,Apagado,Apagado,Apagado,Apagado,53.94,63.06,66.94,60.06,65.44,Apagado
22/03/2022_22:35:32,772,Apagado,Apagado,Apagado,Apagado,54.00,63.06,66.94,59.94,65.37,Prendido
22/03/2022_22:35:38,772,Apagado,Apagado,Apagado,Apagado,54.06,63.13,67.06,59.94,65.50,Prendido
22/03/2022_22:35:44,772,Apagado,Apagado,Apagado,Apagado,54.06,63.13,67.06,59.94,65.50,Prendido
22/03/2022_22:35:49,772,Apagado,Apagado,Apagado,Apagado,54.06,63.19,67.06,59.88,65.56,Prendido
22/03/2022_22:35:55,771,Apagado,Apagado,Apagado,Apagado,54.13,63.13,67.06,59.88,65.50,Prendido
22/03/2022_22:36:01,771,Apagado,Apagado,Apagado,Apagado,54.13,63.19,67.06,59.88,65.50,Prendido
22/03/2022_22:36:07,771,Apagado,Apagado,Apagado,Apagado,54.13,63.13,67.06,59.88,65.50,Prendido
22/03/2022_22:36:13,771,Apagado,Apagado,Apagado,Apagado,54.06,63.19,67.06,59.94,65.50,Prendido
22/03/2022_22:36:19,771,Apagado,Apagado,Apagado,Apagado,54.13,63.13,67.06,60.00,65.50,Prendido
22/03/2022_22:36:25,772,Apagado,Apagado,Apagado,Apagado,54.06,63.13,67.06,60.00,65.50,Prendido
22/03/2022_22:36:31,772,Apagado,Apagado,Apagado,Apagado,54.06,63.13,67.06,60.06,65.50,Apagado
22/03/2022_22:36:36,773,Apagado,Apagado,Apagado,Apagado,54.00,63.06,66.94,59.94,65.37,Prendido
22/03/2022_22:36:42,773,Apagado,Apagado,Apagado,Apagado,54.06,63.19,67.06,60.06,65.50,Apagado
22/03/2022_22:36:48,772,Apagado,Apagado,Apagado,Apagado,53.94,63.06,66.94,60.00,65.44,Prendido
22/03/2022_22:36:54,772,Apagado,Apagado,Apagado,Apagado,54.13,63.19,67.06,60.13,65.50,Apagado
22/03/2022_22:37:00,772,Apagado,Apagado,Apagado,Apagado,54.00,63.06,66.94,60.00,65.44,Prendido
22/03/2022_22:37:06,772,Apagado,Apagado,Apagado,Apagado,54.13,63.19,67.06,60.06,65.50,Apagado
22/03/2022_22:37:12,771,Apagado,Apagado,Apagado,Apagado,53.94,63.06,66.94,59.94,65.44,Prendido
22/03/2022_22:37:17,772,Apagado,Apagado,Apagado,Apagado,54.13,63.19,67.12,60.06,65.56,Apagado
22/03/2022_22:37:23,772,Apagado,Apagado,Apagado,Apagado,54.00,63.06,66.94,59.94,65.37,Prendido
22/03/2022_22:37:29,772,Apagado,Apagado,Apagado,Apagado,54.06,63.19,67.06,59.88,65.50,Prendido
22/03/2022_22:37:35,772,Apagado,Apagado,Apagado,Apagado,54.06,63.19,67.06,59.88,65.50,Prendido
22/03/2022_22:37:41,773,Apagado,Apagado,Apagado,Apagado,54.13,63.19,67.06,59.94,65.50,Prendido
22/03/2022_22:37:47,773,Apagado,Apagado,Apagado,Apagado,54.06,63.19,67.06,59.81,65.50,Prendido
22/03/2022_22:37:53,774,Apagado,Apagado,Apagado,Apagado,54.13,63.13,67.06,59.88,65.50,Prendido
22/03/2022_22:37:59,774,Apagado,Apagado,Apagado,Apagado,54.13,63.19,67.06,59.94,65.50,Prendido
22/03/2022_22:38:04,775,Apagado,Apagado,Apagado,Apagado,54.13,63.19,67.06,60.00,65.50,Prendido
22/03/2022_22:38:10,775,Apagado,Apagado,Apagado,Apagado,54.13,63.19,67.12,60.06,65.50,Apagado
22/03/2022_22:38:16,775,Apagado,Apagado,Apagado,Apagado,53.94,63.13,66.94,60.00,65.37,Prendido
22/03/2022_22:38:22,775,Apagado,Apagado,Apagado,Apagado,54.06,63.19,67.12,60.06,65.50,Apagado
22/03/2022_22:38:28,775,Apagado,Apagado,Apagado,Apagado,54.00,63.06,66.94,60.06,65.37,Apagado
22/03/2022_22:38:34,774,Apagado,Apagado,Apagado,Apagado,54.13,63.19,67.06,60.13,65.44,Apagado
22/03/2022_22:38:40,774,Apagado,Apagado,Apagado,Apagado,54.06,63.13,66.94,60.00,65.37,Prendido
22/03/2022_22:38:45,775,Apagado,Apagado,Apagado,Apagado,54.06,63.19,67.12,60.06,65.50,Apagado
22/03/2022_22:38:51,776,Apagado,Apagado,Apagado,Apagado,54.00,63.13,66.94,59.81,65.37,Prendido
22/03/2022_22:38:57,776,Apagado,Apagado,Apagado,Apagado,54.13,63.19,67.06,59.88,65.50,Prendido
22/03/2022_22:39:03,776,Apagado,Apagado,Apagado,Apagado,54.13,63.19,67.06,59.81,65.50,Prendido
22/03/2022_22:39:09,776,Apagado,Apagado,Apagado,Apagado,54.13,63.19,67.12,59.88,65.50,Prendido
22/03/2022_22:39:15,776,Apagado,Apagado,Apagado,Apagado,54.06,63.19,67.12,59.81,65.50,Prendido
22/03/2022_22:39:21,777,Apagado,Apagado,Apagado,Apagado,54.13,63.19,67.06,59.81,65.50,Prendido
22/03/2022_22:39:26,777,Apagado,Apagado,Apagado,Apagado,54.13,63.19,67.12,59.94,65.50,Prendido
22/03/2022_22:39:32,779,Apagado,Apagado,Apagado,Apagado,54.13,63.19,67.12,60.00,65.50,Prendido
22/03/2022_22:39:38,779,Apagado,Apagado,Apagado,Apagado,54.13,63.19,67.06,60.06,65.50,Apagado
22/03/2022_22:39:44,777,Apagado,Apagado,Apagado,Apagado,54.00,63.06,66.94,59.94,65.44,Prendido
22/03/2022_22:39:50,777,Apagado,Apagado,Apagado,Apagado,54.13,63.19,67.12,60.06,65.50,Apagado
22/03/2022_22:39:56,776,Apagado,Apagado,Apagado,Apagado,54.00,63.13,66.94,60.00,65.37,Prendido
22/03/2022_22:40:02,775,Apagado,Apagado,Apagado,Apagado,54.13,63.19,67.06,60.19,65.50,Apagado
22/03/2022_22:40:07,774,Apagado,Apagado,Apagado,Apagado,54.00,63.13,66.94,60.06,65.37,Apagado
22/03/2022_22:40:13,774,Apagado,Apagado,Apagado,Apagado,54.00,63.13,66.94,59.94,65.37,Prendido
22/03/2022_22:40:19,775,Apagado,Apagado,Apagado,Apagado,54.13,63.19,67.06,59.94,65.50,Prendido
22/03/2022_22:40:25,775,Apagado,Apagado,Apagado,Apagado,54.13,63.25,67.12,59.94,65.50,Prendido
22/03/2022_22:40:31,776,Apagado,Apagado,Apagado,Apagado,54.13,63.19,67.12,60.00,65.50,Prendido
22/03/2022_22:40:37,776,Apagado,Apagado,Apagado,Apagado,54.19,63.19,67.06,59.88,65.50,Prendido
22/03/2022_22:40:43,777,Apagado,Apagado,Apagado,Apagado,54.19,63.25,67.12,60.00,65.50,Prendido
22/03/2022_22:40:49,775,Apagado,Apagado,Apagado,Apagado,54.19,63.25,67.12,59.94,65.50,Prendido
22/03/2022_22:40:54,774,Apagado,Apagado,Apagado,Apagado,54.19,63.19,67.06,60.00,65.50,Prendido
22/03/2022_22:41:00,774,Apagado,Apagado,Apagado,Apagado,54.13,63.25,67.06,60.13,65.50,Apagado
22/03/2022_22:41:06,774,Apagado,Apagado,Apagado,Apagado,54.06,63.13,66.94,60.06,65.37,Apagado
22/03/2022_22:41:12,773,Apagado,Apagado,Apagado,Apagado,54.06,63.13,66.94,60.06,65.37,Apagado
22/03/2022_22:41:18,774,Apagado,Apagado,Apagado,Apagado,54.06,63.13,66.94,60.06,65.37,Apagado
22/03/2022_22:41:24,775,Apagado,Apagado,Apagado,Apagado,54.00,63.13,66.94,60.00,65.37,Prendido
22/03/2022_22:41:30,775,Apagado,Apagado,Apagado,Apagado,54.19,63.19,67.06,60.06,65.50,Apagado
22/03/2022_22:41:35,775,Apagado,Apagado,Apagado,Apagado,54.00,63.13,66.94,59.88,65.37,Prendido
22/03/2022_22:41:41,775,Apagado,Apagado,Apagado,Apagado,54.13,63.25,67.06,59.94,65.50,Prendido
22/03/2022_22:41:47,774,Apagado,Apagado,Apagado,Apagado,54.13,63.25,67.06,59.88,65.50,Prendido
22/03/2022_22:41:53,774,Apagado,Apagado,Apagado,Apagado,54.13,63.25,67.06,59.75,65.50,Prendido
22/03/2022_22:41:59,774,Apagado,Apagado,Apagado,Apagado,54.13,63.25,67.06,59.88,65.50,Prendido
22/03/2022_22:42:05,774,Apagado,Apagado,Apagado,Apagado,54.13,63.25,67.06,59.81,65.50,Prendido
22/03/2022_22:42:11,774,Apagado,Apagado,Apagado,Apagado,54.19,63.25,67.12,59.94,65.50,Prendido
22/03/2022_22:42:16,774,Apagado,Apagado,Apagado,Apagado,54.13,63.25,67.06,59.94,65.50,Prendido
22/03/2022_22:42:22,773,Apagado,Apagado,Apagado,Apagado,54.13,63.25,67.06,60.00,65.50,Prendido
22/03/2022_22:42:28,773,Apagado,Apagado,Apagado,Apagado,54.19,63.25,67.06,60.06,65.50,Apagado
22/03/2022_22:42:34,772,Apagado,Apagado,Apagado,Apagado,54.06,63.19,66.87,60.00,65.37,Prendido
22/03/2022_22:42:40,770,Apagado,Apagado,Apagado,Apagado,54.19,63.25,67.06,60.13,65.50,Apagado
22/03/2022_22:42:46,770,Apagado,Apagado,Apagado,Apagado,54.06,63.19,66.94,60.00,65.37,Prendido
22/03/2022_22:42:52,771,Apagado,Apagado,Apagado,Apagado,54.19,63.25,67.06,60.06,65.50,Apagado
22/03/2022_22:42:58,772,Apagado,Apagado,Apagado,Apagado,54.06,63.19,66.94,60.00,65.37,Prendido
22/03/2022_22:43:03,775,Apagado,Apagado,Apagado,Apagado,54.13,63.25,67.12,60.13,65.50,Apagado
22/03/2022_22:43:09,775,Apagado,Apagado,Apagado,Apagado,54.00,63.19,66.94,59.94,65.37,Prendido
22/03/2022_22:43:15,775,Apagado,Apagado,Apagado,Apagado,54.19,63.31,67.06,60.06,65.44,Apagado
22/03/2022_22:43:21,776,Apagado,Apagado,Apagado,Apagado,54.06,63.19,66.94,59.94,65.37,Prendido
22/03/2022_22:43:27,776,Apagado,Apagado,Apagado,Apagado,54.19,63.31,67.06,59.88,65.44,Prendido
22/03/2022_22:43:33,775,Apagado,Apagado,Apagado,Apagado,54.19,63.25,67.06,59.94,65.44,Prendido
22/03/2022_22:43:39,775,Apagado,Apagado,Apagado,Apagado,54.13,63.25,67.12,60.00,65.50,Prendido
22/03/2022_22:43:44,776,Apagado,Apagado,Apagado,Apagado,54.13,63.25,67.06,59.88,65.50,Prendido
22/03/2022_22:43:50,775,Apagado,Apagado,Apagado,Apagado,54.19,63.31,67.06,59.94,65.50,Prendido
22/03/2022_22:43:56,774,Apagado,Apagado,Apagado,Apagado,54.19,63.31,67.06,59.94,65.50,Prendido
