Date_Time,CO2,Estado_Valvula_1,Estado_Valvula_2,Estado_Valvula_3,Estado_Valvula_4,Temp_Compost_1,Temp_Compost_2,Temp_Compost_3,Temp_Compost_4,Temp_Suncho,Estado_Suncho
22/03/2022_22:45:07,776,Apagado,Apagado,Apagado,Apagado,54.19,63.31,67.12,60.00,65.50,Prendido
22/03/2022_22:45:12,776,Apagado,Apagado,Apagado,Apagado,54.19,63.31,67.12,60.00,65.50,Prendido
22/03/2022_22:45:18,775,Apagado,Apagado,Apagado,Apagado,54.19,63.31,67.12,60.00,65.50,Prendido
22/03/2022_22:45:24,775,Apagado,Apagado,Apagado,Apagado,54.13,63.31,67.12,60.06,65.50,Apagado
22/03/2022_22:45:30,775,Apagado,Apagado,Apagado,Apagado,54.06,63.19,66.94,60.06,65.37,Apagado
22/03/2022_22:45:36,775,Apagado,Apagado,Apagado,Apagado,54.06,63.19,66.94,60.06,65.37,Apagado
22/03/2022_22:45:42,775,Apagado,Apagado,Apagado,Apagado,54.06,63.25,66.94,60.06,65.37,Apagado
22/03/2022_22:45:48,777,Apagado,Apagado,Apagado,Apagado,54.06,63.25,67.00,59.94,65.37,Prendido
22/03/2022_22:45:53,778,Apagado,Apagado,Apagado,Apagado,54.19,63.31,67.12,59.94,65.50,Prendido
22/03/2022_22:45:59,779,Apagado,Apagado,Apagado,Apagado,54.19,63.31,67.12,59.94,65.50,Prendido
22/03/2022_22:46:05,779,Apagado,Apagado,Apagado,Apagado,54.19,63.31,67.12,59.88,65.50,Prendido
22/03/2022_22:46:11,778,Apagado,Apagado,Apagado,Apagado,54.19,63.31,67.12,59.88,65.50,Prendido
22/03/2022_22:46:17,775,Apagado,Apagado,Apagado,Apagado,54.19,63.31,67.12,60.00,65.50,Prendido
22/03/2022_22:46:23,772,Apagado,Apagado,Apagado,Apagado,54.19,63.31,67.19,59.94,65.50,Prendido
22/03/2022_22:46:29,772,Apagado,Apagado,Apagado,Apagado,54.19,63.31,67.12,60.00,65.50,Prendido
22/03/2022_22:46:34,771,Apagado,Apagado,Apagado,Apagado,54.19,63.31,67.12,60.00,65.50,Prendido
22/03/2022_22:46:40,770,Apagado,Apagado,Apagado,Apagado,54.19,63.31,67.12,60.06,65.50,Apagado
22/03/2022_22:46:46,769,Apagado,Apagado,Apagado,Apagado,54.06,63.25,66.94,60.00,65.37,Prendido
22/03/2022_22:46:52,768,Apagado,Apagado,Apagado,Apagado,54.19,63.31,67.06,60.06,65.50,Apagado
22/03/2022_22:46:58,768,Apagado,Apagado,Apagado,Apagado,54.13,63.25,67.00,60.00,65.37,Prendido
22/03/2022_22:47:04,768,Apagado,Apagado,Apagado,Apagado,54.25,63.31,67.12,60.06,65.50,Apagado
22/03/2022_22:47:10,770,Apagado,Apagado,Apagado,Apagado,54.13,63.25,66.94,60.00,65.37,Prendido
22/03/2022_22:47:16,771,Apagado,Apagado,Apagado,Apagado,54.19,63.31,67.12,60.06,65.44,Apagado
22/03/2022_22:47:21,771,Apagado,Apagado,Apagado,Apagado,54.06,63.19,67.00,59.94,65.37,Prendido
22/03/2022_22:47:27,772,Apagado,Apagado,Apagado,Apagado,54.19,63.31,67.12,60.06,65.44,Apagado
22/03/2022_22:47:33,773,Apagado,Apagado,Apagado,Apagado,54.13,63.25,67.00,59.94,65.37,Prendido
22/03/2022_22:47:39,774,Apagado,Apagado,Apagado,Apagado,54.25,63.31,67.12,59.94,65.44,Prendido
22/03/2022_22:47:45,775,Apagado,Apagado,Apagado,Apagado,54.19,63.31,67.12,59.94,65.44,Prendido
22/03/2022_22:47:51,775,Apagado,Apagado,Apagado,Apagado,54.25,63.31,67.12,59.94,65.44,Prendido
22/03/2022_22:47:57,775,Apagado,Apagado,Apagado,Apagado,54.19,63.31,67.12,60.00,65.44,Prendido
22/03/2022_22:48:02,775,Apagado,Apagado,Apagado,Apagado,54.25,63.31,67.12,60.00,65.44,Prendido
