Date_Time,CO2,Estado_Valvula_CO2_1,Estado_Valvula_Compost_1,Estado_Valvula_CO2_2,Estado_Valvula_Compost_2,Estado_Valvula_CO2_3,Estado_Valvula_Compost_3,Estado_Valvula_CO2_4,Estado_Valvula_Compost_4,Temp_Compost_1,Temp_Compost_2,Temp_Compost_3,Temp_Compost_4,Temp_Suncho,Estado_Suncho
31/03/2022_12:00:25,0,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,51.88,43.81,46.75,57.19,48.56,Prendido
31/03/2022_12:00:31,0,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,51.88,43.81,46.75,57.13,48.56,Prendido
31/03/2022_12:00:37,0,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,51.88,43.75,46.75,57.13,48.56,Prendido
31/03/2022_12:00:43,0,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,51.88,43.81,46.75,57.25,48.56,Prendido
31/03/2022_12:00:49,0,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,51.88,43.81,46.75,57.13,48.56,Prendido
31/03/2022_12:00:55,0,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,51.88,43.81,46.75,57.25,48.56,Prendido
31/03/2022_12:01:01,0,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,51.88,43.81,46.75,57.25,48.56,Prendido
31/03/2022_12:01:06,0,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,51.88,43.81,46.75,57.31,48.56,Prendido
31/03/2022_12:01:12,0,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,51.88,43.75,46.75,57.25,48.63,Prendido
31/03/2022_12:01:18,0,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,51.88,43.81,46.81,57.31,48.63,Prendido
31/03/2022_12:01:24,0,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,51.94,43.75,46.75,57.38,48.56,Prendido
31/03/2022_12:01:30,0,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,51.88,43.81,46.75,57.25,48.56,Prendido
31/03/2022_12:01:36,0,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,51.88,43.81,46.81,57.31,48.63,Prendido
31/03/2022_12:01:42,0,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,51.88,43.81,46.81,57.19,48.63,Prendido
31/03/2022_12:01:47,0,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,51.88,43.81,46.75,57.13,48.63,Prendido
31/03/2022_12:01:53,0,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,51.88,43.81,46.81,57.13,48.69,Prendido
31/03/2022_12:01:59,0,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,51.88,43.75,46.81,57.25,48.63,Prendido
31/03/2022_12:02:05,0,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,51.94,43.75,46.81,57.19,48.63,Prendido
31/03/2022_12:02:11,0,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,51.94,43.75,46.81,57.19,48.69,Prendido
31/03/2022_12:02:17,0,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,51.88,43.81,46.81,57.19,48.63,Prendido
