[TA Ascii File]
DTG-60

File Name :	C:\TAData\Caro Iacovone\TPS.txt

[File Information]
File Name:	TPS.tad
Sample Name:	TPS
Lot No:	001
Acquire Date:	22/03/22
Acquire Time:	13:07:00(-0300)
Detector Type:	DTG-60
Detector Serial No:	C30564800519TK
Operator:	Carolina Iacovone
Atmosphere:	Nitrogen
Gas Flow:	30[ml/min]
Annotation:	
Pan Name:	Aluminum
Sample Weight:	7.971[mg]
Molecular Weight:	0.00


[Measurements Program]
[Temperature Program]
Start Temp.	
Temp. Rate	Hold Temp.	Hold Time	Gas
[ C/min  ]	[   C  ]	[ min  ]
3.00	30.0	10		
10.00	450.0	0		


[Data]
Time	Temp	DTA	TGA
sec	C	uV	mg
131.000000	29.719265	-2.859874	7.961987
132.000000	29.747437	-2.841249	7.963079
133.000000	29.737083	-2.825921	7.962881
134.000000	29.733101	-2.807069	7.961590
135.000000	29.753510	-2.787433	7.959802
136.000000	29.772720	-2.771648	7.957519
137.000000	29.738575	-2.753589	7.954937
138.000000	29.762268	-2.734571	7.952156
139.000000	29.783472	-2.718387	7.949674
140.000000	29.760975	-2.705250	7.947489
141.000000	29.770330	-2.688119	7.945701
142.000000	29.799198	-2.670594	7.944211
143.000000	29.797308	-2.656724	7.943318
144.000000	29.785065	-2.639940	7.943219
145.000000	29.798403	-2.625808	7.944112
146.000000	29.835535	-2.608833	7.945304
147.000000	29.795218	-2.594232	7.946794
148.000000	29.806866	-2.577834	7.948382
149.000000	29.834539	-2.559745	7.949872
150.000000	29.813435	-2.549440	7.950964
151.000000	29.813335	-2.532632	7.951362
152.000000	29.836231	-2.516262	7.950965
153.000000	29.847281	-2.504404	7.950865
154.000000	29.820803	-2.489596	7.950766
155.000000	29.834438	-2.472108	7.950865
156.000000	29.874954	-2.460273	7.951064
157.000000	29.838619	-2.448933	7.951163
158.000000	29.843298	-2.435101	7.951163
159.000000	29.867689	-2.415407	7.950965
160.000000	29.865599	-2.404828	7.950270
161.000000	29.849272	-2.388542	7.949475
162.000000	29.869579	-2.373193	7.949078
163.000000	29.890184	-2.360758	7.949277
164.000000	29.854748	-2.350299	7.950171
165.000000	29.864801	-2.333205	7.951362
166.000000	29.897751	-2.323674	7.952554
167.000000	29.875551	-2.314226	7.953547
168.000000	29.871073	-2.301358	7.953944
169.000000	29.892275	-2.286120	7.953348
170.000000	29.899940	-2.274972	7.951958
171.000000	29.876846	-2.261686	7.950369
172.000000	29.891380	-2.247002	7.949177
173.000000	29.911589	-2.234158	7.948582
174.000000	29.887896	-2.224228	7.948283
175.000000	29.888691	-2.210966	7.948184
176.000000	29.909498	-2.198473	7.948184
177.000000	29.910294	-2.189431	7.948085
178.000000	29.889887	-2.177096	7.948184
179.000000	29.908401	-2.162882	7.947986
180.000000	29.926519	-2.150882	7.947886
181.000000	29.897551	-2.141685	7.947886
182.000000	29.906013	-2.130407	7.948184
183.000000	29.930403	-2.115906	7.948283
184.000000	29.916664	-2.106228	7.947787
185.000000	29.906410	-2.093847	7.946794
186.000000	29.921343	-2.080561	7.945602
187.000000	29.934483	-2.072210	7.944112
188.000000	29.899742	-2.063365	7.942623
189.000000	29.920048	-2.051883	7.941630
190.000000	29.936674	-2.042568	7.941432
191.000000	29.918953	-2.035108	7.941829
192.000000	29.918257	-2.024312	7.942822
193.000000	29.939461	-2.012002	7.944212
194.000000	29.943842	-2.005937	7.945801
195.000000	29.917759	-1.994710	7.946695
196.000000	29.933786	-1.980991	7.946695
197.000000	29.951107	-1.970068	7.946000
198.000000	29.918556	-1.962688	7.944709
199.000000	29.923632	-1.951318	7.942722
200.000000	29.945631	-1.939462	7.940438
201.000000	29.937967	-1.933364	7.938353
202.000000	29.924629	-1.923568	7.936863
203.000000	29.943443	-1.912246	7.936367
204.000000	29.957180	-1.906133	7.936665
205.000000	29.927515	-1.898145	7.937360
206.000000	29.939262	-1.887122	7.938453
207.000000	29.959867	-1.877461	7.939545
208.000000	29.934383	-1.871906	7.940836
209.000000	29.934383	-1.860859	7.941829
210.000000	29.948420	-1.850104	7.942226
211.000000	29.950113	-1.844146	7.942424
212.000000	29.923931	-1.833704	7.942722
213.000000	29.942247	-1.824813	7.943219
214.000000	29.956682	-1.818604	7.943716
215.000000	29.933487	-1.811413	7.944014
216.000000	29.934185	-1.802775	7.944212
217.000000	29.958076	-1.792354	7.944312
218.000000	29.940058	-1.787870	7.944212
219.000000	29.928610	-1.778747	7.943716
220.000000	29.947224	-1.768015	7.943517
221.000000	29.964943	-1.758354	7.943418
222.000000	29.928011	-1.750657	7.943716
223.000000	29.936176	-1.741622	7.944312
224.000000	29.960365	-1.733574	7.945205
225.000000	29.945433	-1.727413	7.946198
226.000000	29.935280	-1.720716	7.946992
227.000000	29.956581	-1.712837	7.947489
228.000000	29.955488	-1.708449	7.947787
229.000000	29.928709	-1.701847	7.947886
230.000000	29.948023	-1.693222	7.947588
231.000000	29.966438	-1.686198	7.946893
232.000000	29.936573	-1.681038	7.946099
233.000000	29.934881	-1.672449	7.945304
234.000000	29.950510	-1.664753	7.944609
235.000000	29.956980	-1.658955	7.944112
236.000000	29.926519	-1.650474	7.943716
237.000000	29.944935	-1.643033	7.943418
238.000000	29.960365	-1.635802	7.943219
239.000000	29.925026	-1.633277	7.942722
240.000000	29.936373	-1.624620	7.941829
241.000000	29.963549	-1.616824	7.940836
242.000000	29.941153	-1.612181	7.940141
243.000000	29.935877	-1.605616	7.939744
244.000000	29.948420	-1.597812	7.939644
245.000000	29.974600	-1.592003	7.940041
246.000000	29.931696	-1.585294	7.940637
247.000000	29.945433	-1.577128	7.941034
248.000000	29.960762	-1.571332	7.940936
249.000000	29.931198	-1.568270	7.940339
250.000000	29.933985	-1.563222	7.939545
251.000000	29.955885	-1.556860	7.938750
252.000000	29.947922	-1.554341	7.938253
253.000000	29.929506	-1.548775	7.938155
254.000000	29.939062	-1.538093	7.938155
255.000000	29.969723	-1.536186	7.938253
256.000000	29.927814	-1.532543	7.938353
257.000000	29.934782	-1.524799	7.938155
258.000000	29.958174	-1.515390	7.938055
259.000000	29.934782	-1.511461	7.937757
260.000000	29.930302	-1.504657	7.937062
261.000000	29.944538	-1.496921	7.936466
262.000000	29.953495	-1.494305	7.936466
263.000000	29.919750	-1.488931	7.936565
264.000000	29.935081	-1.479467	7.936665
265.000000	29.953695	-1.478234	7.936764
266.000000	29.924828	-1.474615	7.937261
267.000000	29.930004	-1.469217	7.938155
268.000000	29.948023	-1.461122	7.938949
269.000000	29.937571	-1.457830	7.939346
270.000000	29.919252	-1.450210	7.939942
271.000000	29.934881	-1.442330	7.940339
272.000000	29.951704	-1.436330	7.940240
273.000000	29.916067	-1.432716	7.939644
274.000000	29.924131	-1.426728	7.939048
275.000000	29.945534	-1.422545	7.938551
276.000000	29.925325	-1.421782	7.938453
277.000000	29.916664	-1.415906	7.938055
278.000000	29.935877	-1.409234	7.937658
279.000000	29.939857	-1.406663	7.937559
280.000000	29.910393	-1.401531	7.937757
281.000000	29.924828	-1.395365	7.937856
282.000000	29.943939	-1.389329	7.937360
283.000000	29.917360	-1.385895	7.936565
284.000000	29.916365	-1.381186	7.935672
285.000000	29.935778	-1.374956	7.934579
286.000000	29.929405	-1.374882	7.933288
287.000000	29.902529	-1.370675	7.932295
288.000000	29.925125	-1.365871	7.931898
289.000000	29.938963	-1.361895	7.932295
290.000000	29.909595	-1.360602	7.933090
291.000000	29.906511	-1.356459	7.934182
292.000000	29.933985	-1.350412	7.935374
293.000000	29.915569	-1.350721	7.936069
294.000000	29.906809	-1.343989	7.936069
295.000000	29.918358	-1.335246	7.935175
296.000000	29.927416	-1.332496	7.933785
297.000000	29.893270	-1.328157	7.932097
298.000000	29.909100	-1.322377	7.930210
299.000000	29.925524	-1.318472	7.928323
300.000000	29.900438	-1.318096	7.926635
301.000000	29.899343	-1.313626	7.925245
302.000000	29.924328	-1.307436	7.923954
303.000000	29.917360	-1.308334	7.922861
304.000000	29.896059	-1.303853	7.922166
305.000000	29.906908	-1.298830	7.922067
306.000000	29.929008	-1.293978	7.922762
307.000000	29.894365	-1.291941	7.924053
308.000000	29.900537	-1.287651	7.925443
309.000000	29.918556	-1.281294	7.927132
310.000000	29.904919	-1.281276	7.928919
311.000000	29.891279	-1.276747	7.930607
312.000000	29.905514	-1.272181	7.931799
313.000000	29.914474	-1.271757	7.932593
314.000000	29.886202	-1.268637	7.933189
315.000000	29.891279	-1.263132	7.933388
316.000000	29.912882	-1.258870	7.933189
317.000000	29.887497	-1.257983	7.932991
318.000000	29.889389	-1.253514	7.932792
319.000000	29.905016	-1.246675	7.932494
320.000000	29.902529	-1.245566	7.932097
321.000000	29.873562	-1.240543	7.931600
322.000000	29.893471	-1.234919	7.931203
323.000000	29.906410	-1.233870	7.931005
324.000000	29.883118	-1.231977	7.931104
325.000000	29.881027	-1.228383	7.931302
326.000000	29.905912	-1.223288	7.931203
327.000000	29.884014	-1.224453	7.931302
328.000000	29.873859	-1.219155	7.931302
329.000000	29.890982	-1.215144	7.931600
330.000000	29.902628	-1.213673	7.931997
331.000000	29.867588	-1.210490	7.932295
332.000000	29.883018	-1.204240	7.932395
333.000000	29.895760	-1.202889	7.932295
334.000000	29.884312	-1.200407	7.932097
335.000000	29.873163	-1.196084	7.931600
336.000000	29.892971	-1.193002	7.930707
337.000000	29.890383	-1.193625	7.929912
338.000000	29.860321	-1.190119	7.929614
339.000000	29.880032	-1.184817	7.929714
340.000000	29.896854	-1.182168	7.930309
341.000000	29.871073	-1.180660	7.931302
342.000000	29.872665	-1.178708	7.932494
343.000000	29.886105	-1.174466	7.933487
344.000000	29.893370	-1.172262	7.934282
345.000000	29.862612	-1.168120	7.934480
346.000000	29.883415	-1.163810	7.934679
347.000000	29.891777	-1.163376	7.934679
348.000000	29.853750	-1.162590	7.933984
349.000000	29.869181	-1.160311	7.932991
350.000000	29.888393	-1.157263	7.931799
351.000000	29.869877	-1.158138	7.930905
352.000000	29.859922	-1.154191	7.930508
353.000000	29.875154	-1.146906	7.930607
354.000000	29.893471	-1.151524	7.931103
355.000000	29.853651	-1.147297	7.931799
356.000000	29.869877	-1.142370	7.932097
357.000000	29.883217	-1.137085	7.931898
358.000000	29.849371	-1.135083	7.930806
359.000000	29.857832	-1.131144	7.929118
360.000000	29.878736	-1.127687	7.926933
361.000000	29.867489	-1.129417	7.924748
362.000000	29.846584	-1.125477	7.923060
363.000000	29.863506	-1.118978	7.922067
364.000000	29.878937	-1.120477	7.921868
365.000000	29.842403	-1.119739	7.922067
366.000000	29.853453	-1.115680	7.922464
367.000000	29.880529	-1.112103	7.922762
368.000000	29.849770	-1.110982	7.922861
369.000000	29.848078	-1.106031	7.922564
370.000000	29.865696	-1.100347	7.922166
371.000000	29.868484	-1.101334	7.921968
372.000000	29.839914	-1.098418	7.922067
373.000000	29.858929	-1.093734	7.922464
374.000000	29.872066	-1.094394	7.923060
375.000000	29.846981	-1.095221	7.923556
376.000000	29.843298	-1.093994	7.923755
377.000000	29.869280	-1.089780	7.923358
378.000000	29.851362	-1.091679	7.922464
379.000000	29.840710	-1.088269	7.921173
380.000000	29.852755	-1.085923	7.919684
381.000000	29.868982	-1.084501	7.918492
382.000000	29.829960	-1.082923	7.917400
383.000000	29.844095	-1.079275	7.917002
384.000000	29.866295	-1.075865	7.917201
385.000000	29.843697	-1.076536	7.917896
386.000000	29.836630	-1.074054	7.918690
387.000000	29.856140	-1.069660	7.919584
388.000000	29.857634	-1.069874	7.920477
389.000000	29.831753	-1.067209	7.921371
390.000000	29.840212	-1.064030	7.922265
391.000000	29.865200	-1.062102	7.923258
392.000000	29.835135	-1.061029	7.924251
393.000000	29.836231	-1.057221	7.925145
394.000000	29.855942	-1.050977	7.926238
395.000000	29.841408	-1.053691	7.926833
396.000000	29.823887	-1.049828	7.927032
397.000000	29.842302	-1.046983	7.926436
398.000000	29.853153	-1.047138	7.925741
399.000000	29.825180	-1.047392	7.925145
400.000000	29.832050	-1.044524	7.924847
401.000000	29.859127	-1.042345	7.924649
402.000000	29.836430	-1.043929	7.925244
403.000000	29.829361	-1.042196	7.926138
404.000000	29.848774	-1.037369	7.927132
405.000000	29.852556	-1.037463	7.927628
406.000000	29.816818	-1.035524	7.927628
407.000000	29.835135	-1.032031	7.927628
408.000000	29.850266	-1.029601	7.927429
409.000000	29.826773	-1.030030	7.926833
410.000000	29.822792	-1.028006	7.926138
411.000000	29.846085	-1.024899	7.925841
412.000000	29.836630	-1.027940	7.926039
413.000000	29.817816	-1.023125	7.926336
414.000000	29.829861	-1.019715	7.926238
415.000000	29.847878	-1.017763	7.925741
416.000000	29.810049	-1.017040	7.924748
417.000000	29.821997	-1.013870	7.923457
418.000000	29.842602	-1.008297	7.921670
419.000000	29.823488	-1.008256	7.919584
420.000000	29.811443	-1.004911	7.917400
421.000000	29.833843	-1.001167	7.915612
422.000000	29.838820	-1.001822	7.914917
423.000000	29.812540	-0.999750	7.915016
424.000000	29.822096	-0.996524	7.915811
425.000000	29.839914	-0.992815	7.916804
426.000000	29.808456	-0.994279	7.917797
427.000000	29.814032	-0.991423	7.918789
428.000000	29.830755	-0.987232	7.919584
429.000000	29.825779	-0.988458	7.919882
430.000000	29.805868	-0.983392	7.919683
431.000000	29.820204	-0.978369	7.919584
432.000000	29.830158	-0.978381	7.919981
433.000000	29.809553	-0.976858	7.920676
434.000000	29.809652	-0.974269	7.921371
435.000000	29.832150	-0.972656	7.921670
436.000000	29.810049	-0.974375	7.922067
437.000000	29.802584	-0.973017	7.922067
438.000000	29.817019	-0.968970	7.921570
439.000000	29.827969	-0.970582	7.920974
440.000000	29.797907	-0.968446	7.920577
441.000000	29.807562	-0.965029	7.920279
442.000000	29.827173	-0.963232	7.919981
443.000000	29.812140	-0.960077	7.919882
444.000000	29.799500	-0.957042	7.920180
445.000000	29.820105	-0.952827	7.920776
446.000000	29.813335	-0.953750	7.921074
447.000000	29.791336	-0.952148	7.920875
448.000000	29.808558	-0.950137	7.920577
449.000000	29.826675	-0.948280	7.920477
450.000000	29.794222	-0.948845	7.920279
451.000000	29.795118	-0.947207	7.920477
452.000000	29.814430	-0.945351	7.920676
453.000000	29.816721	-0.947505	7.920974
454.000000	29.795118	-0.942677	7.921272
455.000000	29.808758	-0.938257	7.921272
456.000000	29.819210	-0.935667	7.921074
457.000000	29.778793	-0.935196	7.920775
458.000000	29.800396	-0.930839	7.920578
459.000000	29.824984	-0.929173	7.921074
460.000000	29.795914	-0.931494	7.921868
461.000000	29.793823	-0.928953	7.923059
462.000000	29.812140	-0.924186	7.924450
463.000000	29.821499	-0.929636	7.925642
464.000000	29.785763	-0.928207	7.926336
465.000000	29.803082	-0.927124	7.926336
466.000000	29.822693	-0.924029	7.926039
467.000000	29.786459	-0.924423	7.925344
468.000000	29.793823	-0.921244	7.924251
469.000000	29.812340	-0.918173	7.922762
470.000000	29.797806	-0.920773	7.920875
471.000000	29.783371	-0.918005	7.918591
472.000000	29.800592	-0.912370	7.916109
473.000000	29.818712	-0.917375	7.913626
474.000000	29.779190	-0.919119	7.911838
475.000000	29.790340	-0.916677	7.911143
476.000000	29.813335	-0.915399	7.911242
477.000000	29.782974	-0.917915	7.911838
478.000000	29.787354	-0.916095	7.912732
479.000000	29.806667	-0.911340	7.913924
480.000000	29.808060	-0.911845	7.914917
481.000000	29.781181	-0.908475	7.915512
482.000000	29.798603	-0.903250	7.915811
483.000000	29.813036	-0.902922	7.916108
484.000000	29.782078	-0.903821	7.916406
485.000000	29.784666	-0.903183	7.916803
486.000000	29.807262	-0.899714	7.917002
487.000000	29.791534	-0.902178	7.917002
488.000000	29.779589	-0.899832	7.916605
489.000000	29.795715	-0.898171	7.915909
490.000000	29.811245	-0.897541	7.915016
491.000000	29.774313	-0.896772	7.914122
492.000000	29.789545	-0.891411	7.913427
493.000000	29.805868	-0.888304	7.913129
494.000000	29.779888	-0.888542	7.912930
495.000000	29.778294	-0.885929	7.912632
496.000000	29.799398	-0.882077	7.912434
497.000000	29.796015	-0.883708	7.912235
498.000000	29.774414	-0.881047	7.912036
499.000000	29.787155	-0.876916	7.911341
500.000000	29.805670	-0.875701	7.910348
501.000000	29.777000	-0.877237	7.909455
502.000000	29.775906	-0.875767	7.908362
503.000000	29.797108	-0.871060	7.907072
504.000000	29.787155	-0.871517	7.905682
505.000000	29.768639	-0.867964	7.904887
506.000000	29.788349	-0.865053	7.904887
507.000000	29.798105	-0.863786	7.905682
508.000000	29.769735	-0.863577	7.906873
509.000000	29.774910	-0.861606	7.908263
510.000000	29.802883	-0.860725	7.909356
511.000000	29.781382	-0.862142	7.909951
512.000000	29.776505	-0.859541	7.909852
513.000000	29.792927	-0.856060	7.909157
514.000000	29.793823	-0.859540	7.908362
515.000000	29.762268	-0.857189	7.907866
516.000000	29.783371	-0.853506	7.908065
517.000000	29.797707	-0.850475	7.908760
518.000000	29.769735	-0.851315	7.909852
519.000000	29.763962	-0.850083	7.911441
520.000000	29.795816	-0.846101	7.913328
521.000000	29.778494	-0.850309	7.914817
522.000000	29.768839	-0.846493	7.915711
523.000000	29.780685	-0.843107	7.916108
524.000000	29.797806	-0.841665	7.916506
525.000000	29.757889	-0.841950	7.916605
526.000000	29.767145	-0.839624	7.916108
527.000000	29.793726	-0.836143	7.915314
528.000000	29.769337	-0.836779	7.914718
529.000000	29.763660	-0.831291	7.914420
530.000000	29.782177	-0.828523	7.914321
531.000000	29.776901	-0.830202	7.914321
532.000000	29.760975	-0.827928	7.914122
533.000000	29.768938	-0.824773	7.914122
534.000000	29.790937	-0.822582	7.914221
535.000000	29.758186	-0.823082	7.914221
536.000000	29.758984	-0.822142	7.914023
537.000000	29.783571	-0.818482	7.913427
538.000000	29.772123	-0.820296	7.912434
539.000000	29.756496	-0.817636	7.911242
540.000000	29.774313	-0.814167	7.909753
541.000000	29.781281	-0.813290	7.908362
542.000000	29.760975	-0.811207	7.906873
543.000000	29.760576	-0.807654	7.905780
544.000000	29.784765	-0.804809	7.905185
545.000000	29.756794	-0.806374	7.904688
546.000000	29.753708	-0.805226	7.904390
547.000000	29.774214	-0.801964	7.904291
548.000000	29.782576	-0.803831	7.904589
549.000000	29.751219	-0.802576	7.904788
550.000000	29.765354	-0.800445	7.904986
551.000000	29.779091	-0.800903	7.905284
552.000000	29.771227	-0.801416	7.905482
553.000000	29.756693	-0.798385	7.905682
554.000000	29.777897	-0.795351	7.905682
555.000000	29.769835	-0.796637	7.905880
556.000000	29.743652	-0.795517	7.906277
557.000000	29.765354	-0.792375	7.906774
558.000000	29.782377	-0.792410	7.907568
559.000000	29.750622	-0.793529	7.908561
560.000000	29.755997	-0.790724	7.909653
561.000000	29.774811	-0.785411	7.910050
562.000000	29.767645	-0.790368	7.909753
563.000000	29.748531	-0.788177	7.908958
564.000000	29.769735	-0.784791	7.907866
565.000000	29.775110	-0.783165	7.906674
566.000000	29.735689	-0.781035	7.905682
567.000000	29.758884	-0.776000	7.904887
568.000000	29.779789	-0.775088	7.904589
569.000000	29.752613	-0.777266	7.904887
570.000000	29.752712	-0.775684	7.905979
571.000000	29.776106	-0.769197	7.907270
572.000000	29.773716	-0.776201	7.908362
573.000000	29.748831	-0.775707	7.909356
574.000000	29.762667	-0.773719	7.910249
575.000000	29.780287	-0.773624	7.910448
576.000000	29.743155	-0.774814	7.909852
577.000000	29.755299	-0.772309	7.908760
578.000000	29.774910	-0.768219	7.907866
579.000000	29.759182	-0.769974	7.907370
580.000000	29.745346	-0.767095	7.906972
581.000000	29.763660	-0.763196	7.906575
582.000000	29.771326	-0.765011	7.906178
583.000000	29.741663	-0.764998	7.905880
584.000000	29.755299	-0.763361	7.905582
585.000000	29.778793	-0.761035	7.905185
586.000000	29.750025	-0.760898	7.904986
587.000000	29.752014	-0.759249	7.905085
588.000000	29.771925	-0.755505	7.905682
589.000000	29.765354	-0.757200	7.906674
590.000000	29.742260	-0.752457	7.907469
591.000000	29.763065	-0.748654	7.908164
592.000000	29.775707	-0.748566	7.908164
593.000000	29.741762	-0.750011	7.907568
594.000000	29.745943	-0.749772	7.906376
595.000000	29.773716	-0.747904	7.904688
596.000000	29.754305	-0.749914	7.902802
597.000000	29.748135	-0.748755	7.900617
598.000000	29.763660	-0.745724	7.898432
599.000000	29.774113	-0.746779	7.896545
600.000000	29.741463	-0.747475	7.895255
601.000000	29.750422	-0.743587	7.894758
602.000000	29.771626	-0.740724	7.895055
603.000000	29.742060	-0.740635	7.895949
604.000000	29.741264	-0.737058	7.897240
605.000000	29.764160	-0.733124	7.898730
606.000000	29.754704	-0.735034	7.900418
607.000000	29.733799	-0.731361	7.901609
608.000000	29.751318	-0.728772	7.902106
609.000000	29.769436	-0.728672	7.902503
610.000000	29.737282	-0.729587	7.903000
611.000000	29.748135	-0.726962	7.903695
612.000000	29.769535	-0.724361	7.904092
613.000000	29.750322	-0.725634	7.904490
