[TA Ascii File]
DTG-60

File Name :	C:\TAData\Caro Iacovone\TPS-NPTiO2.txt

[File Information]
File Name:	TPS-NPTiO2.tad
Sample Name:	TPS-NPTiO2
Lot No:	001
Acquire Date:	22/03/22
Acquire Time:	15:33:16(-0300)
Detector Type:	DTG-60
Detector Serial No:	C30564800519TK
Operator:	Carolina Iacovone
Atmosphere:	Nitrogen
Gas Flow:	30[ml/min]
Annotation:	
Pan Name:	Aluminum
Sample Weight:	7.620[mg]
Molecular Weight:	0.00


[Measurements Program]
[Temperature Program]
Start Temp.	
Temp. Rate	Hold Temp.	Hold Time	Gas
[ C/min  ]	[   C  ]	[ min  ]
3.00	30.0	10		
10.00	450.0	0		


[Data]
Time	Temp	DTA	TGA
sec	C	uV	mg
129.000000	29.990328	-2.246890	7.607751
130.000000	30.014519	-2.239421	7.608843
131.000000	30.010435	-2.237236	7.609539
132.000000	29.993711	-2.230033	7.610134
133.000000	30.013025	-2.222807	7.610631
134.000000	30.027557	-2.218670	7.611028
135.000000	29.997297	-2.213562	7.611325
136.000000	30.005857	-2.206575	7.611425
137.000000	30.028753	-2.196796	7.611127
138.000000	30.011433	-2.193814	7.610332
139.000000	30.004862	-2.185504	7.609241
140.000000	30.018101	-2.176630	7.607751
141.000000	30.037415	-2.171521	7.605864
142.000000	30.007549	-2.166087	7.603778
143.000000	30.022881	-2.160386	7.602090
144.000000	30.046970	-2.156540	7.600998
145.000000	30.027061	-2.153564	7.600700
146.000000	30.018898	-2.147927	7.600898
147.000000	30.041792	-2.140219	7.601593
148.000000	30.039305	-2.139503	7.602686
149.000000	30.018997	-2.133890	7.604076
150.000000	30.033930	-2.124808	7.605268
151.000000	30.054337	-2.118399	7.606063
152.000000	30.021984	-2.114951	7.606758
153.000000	30.025467	-2.109171	7.607354
154.000000	30.045776	-2.102160	7.607751
155.000000	30.049658	-2.099278	7.607850
156.000000	30.028553	-2.093521	7.607453
157.000000	30.048662	-2.087279	7.606758
158.000000	30.058914	-2.082844	7.606063
159.000000	30.025269	-2.080504	7.604970
160.000000	30.040003	-2.074421	7.604076
161.000000	30.063295	-2.069362	7.603480
162.000000	30.045078	-2.066974	7.602984
163.000000	30.036020	-2.060421	7.602686
164.000000	30.049856	-2.053892	7.602885
165.000000	30.070562	-2.048546	7.603282
166.000000	30.030943	-2.044606	7.603480
167.000000	30.045378	-2.036161	7.603183
168.000000	30.062500	-2.030595	7.602587
169.000000	30.044580	-2.029481	7.601991
170.000000	30.041395	-2.024617	7.601097
171.000000	30.064987	-2.018570	7.600204
172.000000	30.064192	-2.016819	7.599905
173.000000	30.036318	-2.011580	7.600005
174.000000	30.048563	-2.008170	7.600601
175.000000	30.084200	-2.001868	7.601495
176.000000	30.042789	-1.999111	7.602686
177.000000	30.049358	-1.993399	7.603878
178.000000	30.067774	-1.985703	7.604672
179.000000	30.053041	-1.986171	7.604772
180.000000	30.042789	-1.980052	7.604474
181.000000	30.061604	-1.974946	7.603778
182.000000	30.076933	-1.971559	7.602786
183.000000	30.044184	-1.970617	7.601495
184.000000	30.046869	-1.968063	7.600303
185.000000	30.089973	-1.961403	7.599607
186.000000	30.056526	-1.962552	7.599707
187.000000	30.048761	-1.958023	7.600005
188.000000	30.063295	-1.952172	7.600303
189.000000	30.072256	-1.951880	7.601097
190.000000	30.039701	-1.947857	7.602090
191.000000	30.056229	-1.942970	7.602587
192.000000	30.074545	-1.939990	7.602488
193.000000	30.050753	-1.940761	7.602190
194.000000	30.043287	-1.937738	7.602289
195.000000	30.083303	-1.932511	7.602686
196.000000	30.070065	-1.931975	7.602885
197.000000	30.045177	-1.927111	7.603480
198.000000	30.057522	-1.919738	7.604374
199.000000	30.076237	-1.914968	7.605368
200.000000	30.048761	-1.913278	7.606162
201.000000	30.054934	-1.908219	7.606658
202.000000	30.080019	-1.901137	7.607056
203.000000	30.062998	-1.901964	7.607354
204.000000	30.044779	-1.894186	7.607651
205.000000	30.078226	-1.891680	7.607949
206.000000	30.083801	-1.890320	7.608148
207.000000	30.049957	-1.889422	7.608346
208.000000	30.056328	-1.885981	7.608446
209.000000	30.079721	-1.882766	7.608446
210.000000	30.062101	-1.881737	7.608148
211.000000	30.052843	-1.878338	7.607949
212.000000	30.071558	-1.873316	7.607850
213.000000	30.073748	-1.873796	7.607850
214.000000	30.038210	-1.866631	7.607751
215.000000	30.063894	-1.864666	7.607453
216.000000	30.077631	-1.858779	7.606658
217.000000	30.051748	-1.857897	7.605566
218.000000	30.052643	-1.853268	7.603977
219.000000	30.065088	-1.847425	7.602090
220.000000	30.071758	-1.848486	7.600502
221.000000	30.045177	-1.846027	7.599409
222.000000	30.063295	-1.841427	7.599112
223.000000	30.081512	-1.838379	7.599310
224.000000	30.046869	-1.834416	7.600104
225.000000	30.054636	-1.835374	7.601395
226.000000	30.075638	-1.829184	7.602786
227.000000	30.061306	-1.829409	7.603977
228.000000	30.048365	-1.823677	7.604871
229.000000	30.059313	-1.817595	7.605368
230.000000	30.081015	-1.814667	7.605764
231.000000	30.044281	-1.814475	7.606063
232.000000	30.057621	-1.811368	7.606162
233.000000	30.081812	-1.808547	7.606360
234.000000	30.059313	-1.808909	7.606261
235.000000	30.052944	-1.810147	7.606360
236.000000	30.073946	-1.807101	7.606559
237.000000	30.077530	-1.809183	7.606857
238.000000	30.049458	-1.809374	7.607056
239.000000	30.059114	-1.806064	7.607254
240.000000	30.082907	-1.803172	7.607453
241.000000	30.055731	-1.803558	7.607751
242.000000	30.056328	-1.801040	7.607850
243.000000	30.073748	-1.794775	7.607651
244.000000	30.068970	-1.794945	7.607552
245.000000	30.042688	-1.791737	7.607552
246.000000	30.060410	-1.787678	7.607354
247.000000	30.074942	-1.786040	7.607254
248.000000	30.047268	-1.785063	7.607155
249.000000	30.046970	-1.781291	7.607155
250.000000	30.077631	-1.776100	7.607155
251.000000	30.059612	-1.777576	7.607056
252.000000	30.046671	-1.773517	7.606658
253.000000	30.064590	-1.767403	7.606063
254.000000	30.078825	-1.764546	7.605566
255.000000	30.041595	-1.762351	7.605069
256.000000	30.052444	-1.757185	7.604672
257.000000	30.070662	-1.755392	7.604374
258.000000	30.049259	-1.755434	7.604374
259.000000	30.042391	-1.752677	7.604573
260.000000	30.061604	-1.749475	7.604871
261.000000	30.067377	-1.750891	7.605069
262.000000	30.037115	-1.748517	7.605069
263.000000	30.052546	-1.746123	7.605169
264.000000	30.071360	-1.745266	7.605069
265.000000	30.041197	-1.746361	7.604772
266.000000	30.042191	-1.743207	7.604076
267.000000	30.061106	-1.737766	7.603381
268.000000	30.060410	-1.738505	7.602786
269.000000	30.032236	-1.733833	7.602289
270.000000	30.050154	-1.729885	7.601991
271.000000	30.067078	-1.727316	7.601892
272.000000	30.036219	-1.726641	7.602190
273.000000	30.045973	-1.724617	7.602885
274.000000	30.069069	-1.721016	7.603282
275.000000	30.048662	-1.721552	7.603679
276.000000	30.034925	-1.718541	7.603878
277.000000	30.049856	-1.716856	7.603778
278.000000	30.067179	-1.716289	7.603282
279.000000	30.028454	-1.715082	7.602289
280.000000	30.045576	-1.710785	7.600800
281.000000	30.063593	-1.707862	7.598912
282.000000	30.045177	-1.708219	7.596827
283.000000	30.035423	-1.706147	7.594742
284.000000	30.054337	-1.701885	7.593153
285.000000	30.053141	-1.702182	7.592259
286.000000	30.025467	-1.699517	7.591961
287.000000	30.038111	-1.696315	7.592259
288.000000	30.060011	-1.694832	7.592557
289.000000	30.030346	-1.693974	7.592855
290.000000	30.034527	-1.691194	7.592855
291.000000	30.058817	-1.686916	7.592259
292.000000	30.052944	-1.688576	7.591564
293.000000	30.029551	-1.686445	7.591166
294.000000	30.049757	-1.681005	7.591365
295.000000	30.059612	-1.679790	7.592160
296.000000	30.029152	-1.680629	7.593351
297.000000	30.033430	-1.679653	7.594941
298.000000	30.057423	-1.679099	7.596529
299.000000	30.038507	-1.681213	7.597820
300.000000	30.028156	-1.678700	7.598714
301.000000	30.042789	-1.675147	7.599310
302.000000	30.056625	-1.676130	7.599707
303.000000	30.018898	-1.676336	7.600104
304.000000	30.041494	-1.671999	7.600204
305.000000	30.060806	-1.669076	7.600502
306.000000	30.031641	-1.669540	7.600502
307.000000	30.025568	-1.667075	7.600204
308.000000	30.047070	-1.663594	7.599707
309.000000	30.047169	-1.664856	7.599310
310.000000	30.019693	-1.663349	7.598912
311.000000	30.031143	-1.660701	7.598615
312.000000	30.054436	-1.659784	7.598615
313.000000	30.023376	-1.662057	7.598615
314.000000	30.032236	-1.659289	7.598912
315.000000	30.048462	-1.656808	7.599310
316.000000	30.039604	-1.658432	7.599607
317.000000	30.019098	-1.655807	7.599905
318.000000	30.036417	-1.652362	7.600104
319.000000	30.055231	-1.649558	7.600303
320.000000	30.020191	-1.649397	7.600601
321.000000	30.020790	-1.645255	7.600898
322.000000	30.048662	-1.642666	7.601097
323.000000	30.022581	-1.647177	7.601296
324.000000	30.023975	-1.642796	7.601395
325.000000	30.034725	-1.638713	7.601395
326.000000	30.044680	-1.638361	7.601593
327.000000	30.006355	-1.637516	7.601593
328.000000	30.022581	-1.635711	7.601693
329.000000	30.048861	-1.632700	7.601693
330.000000	30.025370	-1.634527	7.601495
331.000000	30.020790	-1.630652	7.600898
332.000000	30.035223	-1.626475	7.599707
333.000000	30.032635	-1.631587	7.598019
334.000000	30.019196	-1.627278	7.595735
335.000000	30.020790	-1.623582	7.593252
336.000000	30.043686	-1.622219	7.590670
337.000000	30.010536	-1.623807	7.588386
338.000000	30.013721	-1.622141	7.587095
339.000000	30.035223	-1.616964	7.586797
340.000000	30.029350	-1.620284	7.587393
341.000000	30.009739	-1.616022	7.588684
342.000000	30.026463	-1.612915	7.590373
343.000000	30.034128	-1.613986	7.592458
344.000000	30.016609	-1.611902	7.594245
345.000000	30.012726	-1.609302	7.595337
346.000000	30.035721	-1.606677	7.596231
347.000000	30.014318	-1.607082	7.596827
348.000000	30.003668	-1.605844	7.597224
349.000000	30.025667	-1.603410	7.597423
350.000000	30.034428	-1.604070	7.597423
351.000000	30.003269	-1.602165	7.597125
352.000000	30.014420	-1.599504	7.596430
353.000000	30.030146	-1.598165	7.595337
354.000000	30.025866	-1.599443	7.593748
355.000000	30.011829	-1.597551	7.592259
356.000000	30.030745	-1.593843	7.590869
357.000000	30.026663	-1.594070	7.589777
358.000000	29.996998	-1.593624	7.589379
359.000000	30.015812	-1.590004	7.589379
360.000000	30.032236	-1.589362	7.589876
361.000000	30.003468	-1.590218	7.590670
362.000000	30.001976	-1.589974	7.591166
363.000000	30.018002	-1.586291	7.591862
364.000000	30.026962	-1.590260	7.592259
365.000000	29.996799	-1.589360	7.592557
366.000000	30.017105	-1.587253	7.592954
367.000000	30.030745	-1.586624	7.593252
368.000000	29.995605	-1.589260	7.593550
369.000000	30.009043	-1.586237	7.593947
370.000000	30.031143	-1.583689	7.594345
371.000000	30.016111	-1.585349	7.594642
372.000000	29.997297	-1.582700	7.594841
373.000000	30.012827	-1.577038	7.594841
374.000000	30.035223	-1.583385	7.594742
375.000000	29.993015	-1.583564	7.594742
376.000000	30.006454	-1.582468	7.594742
377.000000	30.029449	-1.581035	7.594941
378.000000	30.001080	-1.584634	7.594940
379.000000	30.001877	-1.582201	7.594841
380.000000	30.023279	-1.580998	7.594941
381.000000	30.024572	-1.583669	7.594940
382.000000	29.993216	-1.580153	7.594941
383.000000	30.008148	-1.571802	7.594642
384.000000	30.028952	-1.574063	7.594047
385.000000	29.994310	-1.574070	7.593451
386.000000	29.996599	-1.572397	7.592557
387.000000	30.016609	-1.567617	7.591564
388.000000	30.007648	-1.568997	7.590670
389.000000	29.992916	-1.566153	7.589876
390.000000	30.004562	-1.564081	7.589578
391.000000	30.025965	-1.561731	7.589280
392.000000	29.992020	-1.561849	7.588783
393.000000	30.002174	-1.556963	7.588287
394.000000	30.023975	-1.558009	7.587294
395.000000	30.004164	-1.560056	7.585804
396.000000	29.989531	-1.557201	7.584116
397.000000	30.008247	-1.554183	7.582130
398.000000	30.012329	-1.554034	7.580442
399.000000	29.983259	-1.554468	7.579151
400.000000	29.993015	-1.551337	7.578356
401.000000	30.017105	-1.550516	7.578555
402.000000	29.993216	-1.551985	7.579647
403.000000	29.990826	-1.548718	7.581336
404.000000	30.006653	-1.545927	7.583421
405.000000	30.012329	-1.547152	7.585704
406.000000	29.981567	-1.546908	7.587988
407.000000	30.002174	-1.543153	7.589876
408.000000	30.017405	-1.540277	7.591166
409.000000	29.984953	-1.540623	7.591961
410.000000	29.985651	-1.537962	7.592359
411.000000	30.009441	-1.534302	7.592557
412.000000	30.000483	-1.537092	7.592458
413.000000	29.977486	-1.534647	7.591961
414.000000	29.992121	-1.532683	7.590968
415.000000	30.008247	-1.531814	7.589677
416.000000	29.976591	-1.531717	7.588286
417.000000	29.988634	-1.530104	7.586896
418.000000	30.010935	-1.526407	7.585606
419.000000	29.994110	-1.529533	7.585109
420.000000	29.982265	-1.525438	7.585407
421.000000	30.002073	-1.520600	7.585903
422.000000	30.010138	-1.520325	7.586897
423.000000	29.977188	-1.521503	7.588386
424.000000	29.987741	-1.518034	7.590174
425.000000	30.009342	-1.518130	7.591862
426.000000	29.984156	-1.521056	7.592854
427.000000	29.982664	-1.521056	7.593550
428.000000	29.997993	-1.517237	7.594245
429.000000	30.004364	-1.519693	7.594642
430.000000	29.977089	-1.518367	7.594642
431.000000	29.997297	-1.515623	7.594345
432.000000	30.013721	-1.516415	7.594046
433.000000	29.984953	-1.515860	7.593848
434.000000	29.982761	-1.513527	7.593848
435.000000	30.000183	-1.509541	7.593649
436.000000	29.990726	-1.513116	7.593550
437.000000	29.973804	-1.512718	7.593550
438.000000	29.984257	-1.509807	7.593550
439.000000	30.002573	-1.510455	7.593649
440.000000	29.968128	-1.511884	7.593649
441.000000	29.981470	-1.509467	7.593451
442.000000	30.004663	-1.507140	7.593252
443.000000	29.990826	-1.508848	7.592954
444.000000	29.976490	-1.506574	7.592556
445.000000	29.992319	-1.503901	7.592160
446.000000	30.003468	-1.503984	7.592060
447.000000	29.968328	-1.503223	7.592060
448.000000	29.979380	-1.499396	7.592160
449.000000	29.999886	-1.498409	7.592160
450.000000	29.976988	-1.500069	7.591763
451.000000	29.974400	-1.499093	7.590869
452.000000	29.990627	-1.498878	7.589478
453.000000	29.999487	-1.499645	7.587690
454.000000	29.972609	-1.498080	7.585506
455.000000	29.989632	-1.495081	7.583123
456.000000	30.007648	-1.494694	7.580839
457.000000	29.975994	-1.497174	7.578753
458.000000	29.980574	-1.495139	7.577065
459.000000	30.000284	-1.491081	7.575377
460.000000	29.991125	-1.492151	7.573987
461.000000	29.966536	-1.491045	7.572895
462.000000	29.981369	-1.489009	7.572398
463.000000	30.004465	-1.487831	7.572597
464.000000	29.966637	-1.488921	7.573689
465.000000	29.975098	-1.486949	7.575377
466.000000	29.995705	-1.485224	7.577661
467.000000	29.984257	-1.487545	7.580044
468.000000	29.970716	-1.485789	7.582427
469.000000	29.990826	-1.481949	7.584612
470.000000	30.000879	-1.481526	7.586002
471.000000	29.966038	-1.482063	7.587095
472.000000	29.970419	-1.479980	7.587690
473.000000	30.007948	-1.474688	7.588188
474.000000	29.970716	-1.476104	7.588684
475.000000	29.967730	-1.473814	7.589081
476.000000	29.982065	-1.470130	7.589379
477.000000	29.984056	-1.473861	7.589776
478.000000	29.959669	-1.471961	7.589875
479.000000	29.981567	-1.469925	7.590273
480.000000	30.001976	-1.468201	7.590571
481.000000	29.970121	-1.470163	7.590769
482.000000	29.964148	-1.470775	7.590670
483.000000	30.002970	-1.465080	7.590074
484.000000	29.984852	-1.466788	7.589081
485.000000	29.968727	-1.462937	7.587690
486.000000	29.978682	-1.457504	7.586003
487.000000	29.992817	-1.456683	7.584513
488.000000	29.957777	-1.457706	7.583519
489.000000	29.966934	-1.454336	7.583322
490.000000	29.995207	-1.451688	7.583520
491.000000	29.976789	-1.454211	7.584215
492.000000	29.958773	-1.452800	7.585208
493.000000	29.996302	-1.448021	7.586301
494.000000	29.989134	-1.448521	7.586995
495.000000	29.960962	-1.447390	7.587393
496.000000	29.970518	-1.444271	7.587592
497.000000	29.987541	-1.442486	7.587293
498.000000	29.965740	-1.442450	7.586598
499.000000	29.961857	-1.439491	7.585307
500.000000	29.983061	-1.436265	7.583620
501.000000	29.981768	-1.439332	7.581634
502.000000	29.944437	-1.438925	7.579350
503.000000	29.982265	-1.438105	7.577363
504.000000	29.996103	-1.439045	7.576171
505.000000	29.965242	-1.443151	7.576072
506.000000	29.967730	-1.441028	7.576966
507.000000	29.982166	-1.438355	7.578257
508.000000	29.980272	-1.442186	7.579845
509.000000	29.959967	-1.439151	7.581434
510.000000	29.976988	-1.435777	7.582924
511.000000	29.986744	-1.433141	7.583818
512.000000	29.951107	-1.429194	7.584215
513.000000	29.966238	-1.431562	7.584513
514.000000	29.982166	-1.427444	7.585010
515.000000	29.967134	-1.429211	7.585506
516.000000	29.958971	-1.426295	7.586002
517.000000	29.974699	-1.422973	7.586400
518.000000	29.985949	-1.423068	7.586797
519.000000	29.952700	-1.422151	7.586896
520.000000	29.970320	-1.418956	7.586896
521.000000	29.989332	-1.416921	7.586797
522.000000	29.964943	-1.417415	7.586400
523.000000	29.960464	-1.418039	7.585605
524.000000	29.979279	-1.413985	7.584215
525.000000	29.977686	-1.418307	7.582527
526.000000	29.947823	-1.418693	7.580739
527.000000	29.957876	-1.415842	7.579151
528.000000	29.987343	-1.415962	7.578356
529.000000	29.954889	-1.419091	7.578257
530.000000	29.961161	-1.419776	7.578951
531.000000	29.980473	-1.416538	7.580243
532.000000	29.977985	-1.418390	7.582030
533.000000	29.954193	-1.416991	7.583917
534.000000	29.973505	-1.414526	7.585307
535.000000	29.984755	-1.414728	7.586201
536.000000	29.953794	-1.414740	7.586797
537.000000	29.958174	-1.411009	7.587293
538.000000	29.981470	-1.408384	7.587393
539.000000	29.957478	-1.411497	7.587095
540.000000	29.951006	-1.409390	7.586896
541.000000	29.971714	-1.406129	7.586797
542.000000	29.985052	-1.409211	7.586698
543.000000	29.945831	-1.408752	7.586300
544.000000	29.964247	-1.407367	7.585903
545.000000	29.979576	-1.407426	7.585605
546.000000	29.958872	-1.408473	7.585407
547.000000	29.950411	-1.406621	7.585208
548.000000	29.976490	-1.405028	7.585109
549.000000	29.974600	-1.405329	7.585109
550.000000	29.943043	-1.403354	7.585208
551.000000	29.957478	-1.398527	7.585407
552.000000	29.978781	-1.397248	7.585109
553.000000	29.944038	-1.398741	7.584414
554.000000	29.949514	-1.398091	7.583321
555.000000	29.969921	-1.395586	7.581831
556.000000	29.967234	-1.397799	7.580044
557.000000	29.946428	-1.394943	7.578555
558.000000	29.963749	-1.392068	7.577263
559.000000	29.978283	-1.390824	7.576271
560.000000	29.947523	-1.391711	7.575476
561.000000	29.957676	-1.388931	7.574980
562.000000	29.976292	-1.385104	7.574880
563.000000	29.957180	-1.386222	7.575178
564.000000	29.942745	-1.383526	7.576072
565.000000	29.957777	-1.380069	7.577165
566.000000	29.973108	-1.381908	7.578555
567.000000	29.941252	-1.381521	7.580044
568.000000	29.957081	-1.377873	7.581236
569.000000	29.972410	-1.378633	7.581732
570.000000	29.945036	-1.379616	7.581136
571.000000	29.945133	-1.378711	7.579845
572.000000	29.966139	-1.374043	7.578157
573.000000	29.965342	-1.376627	7.576370
574.000000	29.935877	-1.373799	7.575078
575.000000	29.951506	-1.368741	7.574285
576.000000	29.971115	-1.367176	7.573987
577.000000	29.937469	-1.367991	7.574086
578.000000	29.943144	-1.365502	7.574185
579.000000	29.968626	-1.363105	7.574682
580.000000	29.959270	-1.367836	7.575277
581.000000	29.941252	-1.368234	7.575675
582.000000	29.963352	-1.365526	7.576072
583.000000	29.977089	-1.366307	7.576370
584.000000	29.941751	-1.366716	7.576966
585.000000	29.946825	-1.366788	7.577760
586.000000	29.972410	-1.365557	7.578455
587.000000	29.948915	-1.367121	7.579051
588.000000	29.942547	-1.363753	7.579548
589.000000	29.955187	-1.359384	7.580044
590.000000	29.966934	-1.361004	7.580640
591.000000	29.933886	-1.362859	7.581236
592.000000	29.953993	-1.358610	7.581732
593.000000	29.972212	-1.358897	7.581931
594.000000	29.944038	-1.360198	7.582229
595.000000	29.940058	-1.360234	7.582527
596.000000	29.960464	-1.356211	7.582726
597.000000	29.960566	-1.358858	7.582726
598.000000	29.932890	-1.357205	7.582527
599.000000	29.950211	-1.354015	7.582229
600.000000	29.966637	-1.352079	7.581633
601.000000	29.930601	-1.352460	7.580739
602.000000	29.943144	-1.348609	7.579448
603.000000	29.959368	-1.344901	7.578059
604.000000	29.954491	-1.346127	7.576866
605.000000	29.930500	-1.343669	7.576072
606.000000	29.948818	-1.343669	7.575675
607.000000	29.966139	-1.343776	7.575575
608.000000	29.935179	-1.343472	7.575973
609.000000	29.946629	-1.340283	7.576469
610.000000	29.974102	-1.338956	7.577065
