Date_Time,Temp_Compost,Temp_Suncho,Estado
28/06/2021_19:19:41,43.25,49.94,Prendido
28/06/2021_19:19:42,43.25,50.00,Prendido
28/06/2021_19:19:44,43.25,50.00,Prendido
28/06/2021_19:19:46,43.25,50.00,Prendido
28/06/2021_19:19:47,43.25,50.06,Apagado
28/06/2021_19:19:49,43.50,50.25,Apagado
28/06/2021_19:19:50,43.44,50.25,Apagado
28/06/2021_19:19:52,43.44,50.31,Apagado
28/06/2021_19:19:54,43.44,50.31,Apagado
28/06/2021_19:19:55,43.44,50.25,Apagado
28/06/2021_19:19:57,43.44,50.31,Apagado
28/06/2021_19:19:58,43.44,50.25,Apagado
28/06/2021_19:20:00,43.44,50.19,Apagado
28/06/2021_19:20:02,43.44,50.06,Apagado
28/06/2021_19:20:03,43.50,50.00,Prendido
28/06/2021_19:20:05,43.25,49.81,Prendido
28/06/2021_19:20:06,43.25,49.75,Prendido
28/06/2021_19:20:08,43.25,49.75,Prendido
28/06/2021_19:20:10,43.25,49.75,Prendido
28/06/2021_19:20:11,43.31,49.75,Prendido
28/06/2021_19:20:13,43.25,49.63,Prendido
28/06/2021_19:20:14,43.25,49.69,Prendido
28/06/2021_19:20:16,43.25,49.63,Prendido
28/06/2021_19:20:18,43.31,49.63,Prendido
28/06/2021_19:20:19,43.25,49.56,Prendido
28/06/2021_19:20:21,43.25,49.63,Prendido
28/06/2021_19:20:23,43.25,49.56,Prendido
28/06/2021_19:20:24,43.31,49.56,Prendido
28/06/2021_19:20:26,43.25,49.50,Prendido
28/06/2021_19:20:27,43.25,49.50,Prendido
28/06/2021_19:20:29,43.31,49.56,Prendido
28/06/2021_19:20:31,43.25,49.56,Prendido
28/06/2021_19:20:32,43.25,49.56,Prendido
28/06/2021_19:20:34,43.25,49.56,Prendido
28/06/2021_19:20:35,43.25,49.63,Prendido
28/06/2021_19:20:37,43.31,49.63,Prendido
28/06/2021_19:20:39,43.31,49.69,Prendido
28/06/2021_19:20:40,43.31,49.69,Prendido
28/06/2021_19:20:42,43.31,49.75,Prendido
28/06/2021_19:20:43,43.31,49.81,Prendido
28/06/2021_19:20:45,43.31,49.81,Prendido
28/06/2021_19:20:47,43.25,49.88,Prendido
28/06/2021_19:20:48,43.31,49.94,Prendido
28/06/2021_19:20:50,43.31,50.00,Prendido
28/06/2021_19:20:51,43.31,50.00,Prendido
28/06/2021_19:20:53,43.31,50.06,Apagado
28/06/2021_19:20:55,43.50,50.25,Apagado
28/06/2021_19:20:56,43.50,50.25,Apagado
28/06/2021_19:20:58,43.50,50.25,Apagado
28/06/2021_19:20:59,43.50,50.31,Apagado
28/06/2021_19:21:01,43.50,50.25,Apagado
28/06/2021_19:21:03,43.50,50.31,Apagado
28/06/2021_19:21:04,43.50,50.25,Apagado
28/06/2021_19:21:06,43.50,50.25,Apagado
28/06/2021_19:21:07,43.50,50.19,Apagado
28/06/2021_19:21:09,43.50,50.19,Apagado
28/06/2021_19:21:11,43.50,50.19,Apagado
28/06/2021_19:21:12,43.50,50.13,Apagado
28/06/2021_19:21:14,43.50,50.13,Apagado
28/06/2021_19:21:16,43.50,50.06,Apagado
28/06/2021_19:21:17,43.50,50.06,Apagado
28/06/2021_19:21:19,43.50,50.00,Prendido
28/06/2021_19:21:20,43.31,49.81,Prendido
28/06/2021_19:21:22,43.31,49.75,Prendido
28/06/2021_19:21:24,43.31,49.69,Prendido
28/06/2021_19:21:25,43.31,49.69,Prendido
28/06/2021_19:21:27,43.31,49.69,Prendido
28/06/2021_19:21:28,43.31,49.63,Prendido
28/06/2021_19:21:30,43.31,49.63,Prendido
28/06/2021_19:21:32,43.31,49.63,Prendido
28/06/2021_19:21:33,43.31,49.56,Prendido
28/06/2021_19:21:35,43.31,49.56,Prendido
28/06/2021_19:21:36,43.31,49.56,Prendido
28/06/2021_19:21:38,43.38,49.56,Prendido
28/06/2021_19:21:40,43.31,49.56,Prendido
28/06/2021_19:21:41,43.38,49.56,Prendido
28/06/2021_19:21:43,43.38,49.56,Prendido
28/06/2021_19:21:44,43.31,49.63,Prendido
28/06/2021_19:21:46,43.38,49.63,Prendido
28/06/2021_19:21:48,43.38,49.63,Prendido
28/06/2021_19:21:49,43.38,49.56,Prendido
28/06/2021_19:21:51,43.31,49.56,Prendido
28/06/2021_19:21:52,43.38,49.63,Prendido
28/06/2021_19:21:54,43.38,49.56,Prendido
28/06/2021_19:21:56,43.38,49.56,Prendido
28/06/2021_19:21:57,43.38,49.56,Prendido
28/06/2021_19:21:59,43.38,49.63,Prendido
28/06/2021_19:22:01,43.38,49.63,Prendido
28/06/2021_19:22:02,43.38,49.69,Prendido
28/06/2021_19:22:04,43.38,49.69,Prendido
28/06/2021_19:22:05,43.38,49.75,Prendido
28/06/2021_19:22:07,43.38,49.75,Prendido
28/06/2021_19:22:09,43.38,49.81,Prendido
28/06/2021_19:22:10,43.31,49.88,Prendido
28/06/2021_19:22:12,43.38,49.94,Prendido
28/06/2021_19:22:13,43.38,49.94,Prendido
28/06/2021_19:22:15,43.38,50.00,Prendido
28/06/2021_19:22:17,43.38,50.06,Apagado
28/06/2021_19:22:18,43.56,50.19,Apagado
28/06/2021_19:22:20,43.56,50.25,Apagado
