2,4,6,8
171.8288,180.6072,168.1466,172.3274
172.1353,180.87,168.4663,172.6876
172.2913,181.0058,168.6176,172.8799
172.5046,181.2031,168.8356,173.1705
172.7378,181.4076,169.1107,173.4781
172.839,181.5015,169.2211,173.5879
173.0763,181.7232,169.4772,173.8554
173.2805,181.9013,169.4772,174.1115
173.5153,182.121,169.987,174.4623
173.6248,182.2226,170.1125,174.5719

