Date_Time,CO2,Estado_Valvula_CO2_1,Estado_Valvula_Compost_1,Estado_Valvula_CO2_2,Estado_Valvula_Compost_2,Estado_Valvula_CO2_3,Estado_Valvula_Compost_3,Estado_Valvula_CO2_4,Estado_Valvula_Compost_4,Temp_Compost_1,Temp_Compost_2,Temp_Compost_3,Temp_Compost_4,Temp_Suncho,Estado_Suncho
07/11/2021_15:07:04,597,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,43.31,34.94,42.44,60.13,42.94,Apagado
07/11/2021_15:07:10,597,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,43.31,34.94,42.38,60.13,42.94,Apagado
07/11/2021_15:07:15,597,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,43.31,34.94,42.38,60.13,42.94,Apagado
07/11/2021_15:07:21,596,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,43.31,34.94,42.38,60.00,42.94,Prendido
07/11/2021_15:07:27,595,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,43.25,34.88,42.44,59.81,42.94,Prendido
07/11/2021_15:07:33,593,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,43.25,34.94,42.44,59.81,42.94,Prendido
07/11/2021_15:07:39,592,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,43.25,34.94,42.44,59.75,42.94,Prendido
07/11/2021_15:07:45,591,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,43.31,34.94,42.44,59.81,42.94,Prendido
07/11/2021_15:07:51,591,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,43.31,34.88,42.38,60.00,42.88,Prendido
07/11/2021_15:07:56,590,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,43.25,34.94,42.38,60.06,42.94,Apagado
07/11/2021_15:08:02,591,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,43.25,34.94,42.38,60.13,42.94,Apagado
07/11/2021_15:08:08,592,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,43.25,34.94,42.38,60.13,43.00,Apagado
07/11/2021_15:08:14,592,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,43.25,34.94,42.38,59.88,42.94,Prendido
07/11/2021_15:08:20,590,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,43.25,34.94,42.38,59.69,42.94,Prendido
07/11/2021_15:08:26,590,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,43.25,34.94,42.38,59.69,42.94,Prendido
07/11/2021_15:08:32,590,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,43.25,34.94,42.44,59.69,42.94,Prendido
07/11/2021_15:08:37,590,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,43.31,34.88,42.38,59.75,42.94,Prendido
07/11/2021_15:08:43,590,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,43.25,34.88,42.44,59.88,42.94,Prendido
07/11/2021_15:08:49,590,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,43.25,34.88,42.38,59.94,42.94,Prendido
07/11/2021_15:08:55,590,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,43.25,34.88,42.38,60.06,42.94,Apagado
07/11/2021_15:09:01,591,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,43.31,34.94,42.38,60.13,42.94,Apagado
07/11/2021_15:09:07,591,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,43.25,34.88,42.38,60.13,42.94,Apagado
07/11/2021_15:09:13,591,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,43.25,34.94,42.38,59.88,43.00,Prendido
07/11/2021_15:09:19,591,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,43.25,34.88,42.44,59.75,42.94,Prendido
07/11/2021_15:09:24,590,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,43.31,34.88,42.44,59.75,42.94,Prendido
07/11/2021_15:09:30,592,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,43.25,34.88,42.38,59.75,42.94,Prendido
07/11/2021_15:09:36,591,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,43.25,34.88,42.38,59.69,43.00,Prendido
07/11/2021_15:09:42,590,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,43.31,34.94,42.44,59.88,43.00,Prendido
07/11/2021_15:09:48,592,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,43.25,34.94,42.38,59.94,42.94,Prendido
07/11/2021_15:09:54,590,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,43.25,34.94,42.44,60.06,42.94,Apagado
07/11/2021_15:10:00,590,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,43.31,34.94,42.44,60.13,42.94,Apagado
07/11/2021_15:10:05,590,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,43.31,34.94,42.38,60.00,43.00,Prendido
07/11/2021_15:10:11,591,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,43.25,34.94,42.38,59.94,42.94,Prendido
07/11/2021_15:10:17,591,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,43.25,34.88,42.44,59.94,42.94,Prendido
07/11/2021_15:10:23,590,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,43.25,34.94,42.38,60.00,42.94,Prendido
07/11/2021_15:10:29,590,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,43.25,34.94,42.38,60.06,42.94,Apagado
07/11/2021_15:10:35,591,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,43.25,34.94,42.38,60.19,43.00,Apagado
07/11/2021_15:10:41,591,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,43.25,34.88,42.38,60.00,43.00,Prendido
07/11/2021_15:10:46,591,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,43.25,34.81,42.44,59.94,42.94,Prendido
