Date_Time,Temp_Compost,Temp_Suncho,Estado
29/06/2021_16:15:50,45.00,50.25,Apagado
29/06/2021_16:15:52,45.00,50.25,Apagado
29/06/2021_16:15:53,45.00,50.19,Apagado
29/06/2021_16:15:55,45.00,50.19,Apagado
29/06/2021_16:15:56,45.00,50.13,Apagado
29/06/2021_16:15:58,45.00,50.06,Apagado
29/06/2021_16:16:00,45.00,50.06,Apagado
29/06/2021_16:16:01,45.00,50.00,Prendido
29/06/2021_16:16:03,44.75,49.81,Prendido
29/06/2021_16:16:04,44.75,49.75,Prendido
29/06/2021_16:16:06,44.75,49.75,Prendido
29/06/2021_16:16:08,44.75,49.75,Prendido
29/06/2021_16:16:09,44.75,49.75,Prendido
29/06/2021_16:16:11,44.81,49.75,Prendido
29/06/2021_16:16:13,44.75,49.69,Prendido
29/06/2021_16:16:14,44.75,49.75,Prendido
29/06/2021_16:16:16,44.75,49.69,Prendido
29/06/2021_16:16:17,44.75,49.75,Prendido
29/06/2021_16:16:19,44.81,49.75,Prendido
29/06/2021_16:16:21,44.75,49.75,Prendido
29/06/2021_16:16:22,44.81,49.75,Prendido
29/06/2021_16:16:24,44.75,49.75,Prendido
29/06/2021_16:16:25,44.75,49.75,Prendido
29/06/2021_16:16:27,44.75,49.81,Prendido
29/06/2021_16:16:29,44.81,49.81,Prendido
29/06/2021_16:16:30,44.75,49.81,Prendido
29/06/2021_16:16:32,44.75,49.81,Prendido
29/06/2021_16:16:33,44.81,49.88,Prendido
29/06/2021_16:16:35,44.81,49.88,Prendido
29/06/2021_16:16:37,44.81,49.88,Prendido
29/06/2021_16:16:38,44.75,49.88,Prendido
29/06/2021_16:16:40,44.81,49.88,Prendido
29/06/2021_16:16:41,44.75,49.94,Prendido
29/06/2021_16:16:43,44.81,49.94,Prendido
29/06/2021_16:16:45,44.81,50.00,Prendido
29/06/2021_16:16:46,44.81,50.00,Prendido
29/06/2021_16:16:48,44.81,50.06,Apagado
29/06/2021_16:16:49,45.00,50.19,Apagado
29/06/2021_16:16:51,45.00,50.25,Apagado
29/06/2021_16:16:53,45.00,50.25,Apagado
29/06/2021_16:16:54,45.00,50.19,Apagado
29/06/2021_16:16:56,45.00,50.25,Apagado
29/06/2021_16:16:58,45.00,50.19,Apagado
29/06/2021_16:16:59,45.00,50.19,Apagado
29/06/2021_16:17:01,45.00,50.19,Apagado
29/06/2021_16:17:02,44.94,50.19,Apagado
29/06/2021_16:17:04,45.00,50.13,Apagado
29/06/2021_16:17:06,45.00,50.13,Apagado
29/06/2021_16:17:07,45.00,50.06,Apagado
29/06/2021_16:17:09,45.00,50.06,Apagado
29/06/2021_16:17:10,44.94,50.00,Prendido
29/06/2021_16:17:12,44.81,49.81,Prendido
29/06/2021_16:17:14,44.81,49.75,Prendido
29/06/2021_16:17:15,44.81,49.75,Prendido
29/06/2021_16:17:17,44.81,49.69,Prendido
29/06/2021_16:17:18,44.81,49.69,Prendido
29/06/2021_16:17:20,44.75,49.69,Prendido
29/06/2021_16:17:22,44.75,49.63,Prendido
29/06/2021_16:17:23,44.81,49.69,Prendido
29/06/2021_16:17:25,44.81,49.63,Prendido
29/06/2021_16:17:26,44.75,49.63,Prendido
29/06/2021_16:17:28,44.81,49.63,Prendido
29/06/2021_16:17:30,44.75,49.63,Prendido
29/06/2021_16:17:31,44.75,49.63,Prendido
29/06/2021_16:17:33,44.75,49.69,Prendido
29/06/2021_16:17:34,44.75,49.69,Prendido
29/06/2021_16:17:36,44.75,49.69,Prendido
29/06/2021_16:17:38,44.81,49.75,Prendido
29/06/2021_16:17:39,44.75,49.75,Prendido
29/06/2021_16:17:41,44.75,49.75,Prendido
29/06/2021_16:17:43,44.81,49.81,Prendido
29/06/2021_16:17:44,44.75,49.81,Prendido
29/06/2021_16:17:46,44.75,49.88,Prendido
29/06/2021_16:17:47,44.81,49.94,Prendido
29/06/2021_16:17:49,44.75,49.88,Prendido
29/06/2021_16:17:51,44.75,49.88,Prendido
29/06/2021_16:17:52,44.75,49.88,Prendido
29/06/2021_16:17:54,44.81,49.94,Prendido
29/06/2021_16:17:55,44.81,50.00,Prendido
29/06/2021_16:17:57,44.75,50.00,Prendido
29/06/2021_16:17:59,44.75,50.00,Prendido
29/06/2021_16:18:00,44.75,50.00,Prendido
29/06/2021_16:18:02,44.81,50.06,Apagado
29/06/2021_16:18:03,45.00,50.31,Apagado
29/06/2021_16:18:05,44.94,50.31,Apagado
29/06/2021_16:18:07,45.00,50.31,Apagado
29/06/2021_16:18:08,44.94,50.38,Apagado
29/06/2021_16:18:10,45.00,50.31,Apagado
29/06/2021_16:18:11,45.00,50.38,Apagado
29/06/2021_16:18:13,45.00,50.38,Apagado
29/06/2021_16:18:15,45.00,50.38,Apagado
29/06/2021_16:18:16,45.00,50.38,Apagado
29/06/2021_16:18:18,44.94,50.31,Apagado
29/06/2021_16:18:19,45.00,50.31,Apagado
29/06/2021_16:18:21,44.94,50.31,Apagado
29/06/2021_16:18:23,44.94,50.25,Apagado
29/06/2021_16:18:24,45.00,50.25,Apagado
29/06/2021_16:18:26,45.00,50.19,Apagado
29/06/2021_16:18:28,44.94,50.19,Apagado
29/06/2021_16:18:29,44.94,50.13,Apagado
