Date_Time,Temp_Compost,Temp_Suncho,Estado
28/06/2021_22:40:33,45.06,50.38,Apagado
28/06/2021_22:40:35,45.13,50.31,Apagado
28/06/2021_22:40:36,45.13,50.31,Apagado
28/06/2021_22:40:38,45.13,50.31,Apagado
28/06/2021_22:40:40,45.13,50.31,Apagado
28/06/2021_22:40:41,45.13,50.25,Apagado
28/06/2021_22:40:43,45.13,50.25,Apagado
28/06/2021_22:40:45,45.06,50.25,Apagado
28/06/2021_22:40:46,45.06,50.25,Apagado
28/06/2021_22:40:48,45.13,50.19,Apagado
28/06/2021_22:40:49,45.13,50.13,Apagado
28/06/2021_22:40:51,45.06,50.06,Apagado
28/06/2021_22:40:53,45.13,50.00,Prendido
28/06/2021_22:40:54,44.94,49.81,Prendido
28/06/2021_22:40:56,44.88,49.75,Prendido
28/06/2021_22:40:57,44.88,49.75,Prendido
28/06/2021_22:40:59,44.94,49.75,Prendido
28/06/2021_22:41:01,44.88,49.69,Prendido
28/06/2021_22:41:02,44.88,49.69,Prendido
28/06/2021_22:41:04,44.88,49.69,Prendido
28/06/2021_22:41:05,44.88,49.63,Prendido
28/06/2021_22:41:07,44.94,49.69,Prendido
28/06/2021_22:41:09,44.88,49.69,Prendido
28/06/2021_22:41:10,44.88,49.69,Prendido
28/06/2021_22:41:12,44.88,49.69,Prendido
28/06/2021_22:41:13,44.88,49.69,Prendido
28/06/2021_22:41:15,44.88,49.69,Prendido
28/06/2021_22:41:17,44.88,49.75,Prendido
28/06/2021_22:41:18,44.88,49.75,Prendido
28/06/2021_22:41:20,44.88,49.75,Prendido
28/06/2021_22:41:21,44.94,49.81,Prendido
28/06/2021_22:41:23,44.88,49.81,Prendido
28/06/2021_22:41:25,44.88,49.81,Prendido
28/06/2021_22:41:26,44.88,49.88,Prendido
28/06/2021_22:41:28,44.88,49.88,Prendido
28/06/2021_22:41:30,44.88,49.94,Prendido
28/06/2021_22:41:31,44.88,50.00,Prendido
28/06/2021_22:41:33,44.88,50.00,Prendido
28/06/2021_22:41:34,44.94,50.00,Prendido
28/06/2021_22:41:36,44.88,50.00,Prendido
28/06/2021_22:41:38,44.88,50.00,Prendido
28/06/2021_22:41:39,44.88,50.06,Apagado
28/06/2021_22:41:41,45.06,50.25,Apagado
28/06/2021_22:41:42,45.06,50.31,Apagado
28/06/2021_22:41:44,45.06,50.31,Apagado
28/06/2021_22:41:46,45.06,50.31,Apagado
28/06/2021_22:41:47,45.06,50.31,Apagado
28/06/2021_22:41:49,45.13,50.25,Apagado
28/06/2021_22:41:50,45.06,50.25,Apagado
28/06/2021_22:41:52,45.13,50.25,Apagado
28/06/2021_22:41:54,45.06,50.19,Apagado
28/06/2021_22:41:55,45.06,50.13,Apagado
28/06/2021_22:41:57,45.06,50.13,Apagado
28/06/2021_22:41:58,45.06,50.06,Apagado
28/06/2021_22:42:00,45.06,50.00,Prendido
28/06/2021_22:42:02,44.88,49.75,Prendido
28/06/2021_22:42:03,44.88,49.75,Prendido
28/06/2021_22:42:05,44.88,49.69,Prendido
28/06/2021_22:42:06,44.88,49.63,Prendido
28/06/2021_22:42:08,44.88,49.63,Prendido
28/06/2021_22:42:10,44.88,49.63,Prendido
28/06/2021_22:42:11,44.94,49.63,Prendido
28/06/2021_22:42:13,44.88,49.63,Prendido
28/06/2021_22:42:15,44.94,49.63,Prendido
28/06/2021_22:42:16,44.88,49.69,Prendido
28/06/2021_22:42:18,44.88,49.69,Prendido
28/06/2021_22:42:19,44.88,49.63,Prendido
28/06/2021_22:42:21,44.88,49.63,Prendido
28/06/2021_22:42:23,44.88,49.69,Prendido
28/06/2021_22:42:24,44.88,49.69,Prendido
28/06/2021_22:42:26,44.88,49.75,Prendido
28/06/2021_22:42:27,44.88,49.75,Prendido
28/06/2021_22:42:29,44.88,49.81,Prendido
28/06/2021_22:42:31,44.88,49.81,Prendido
28/06/2021_22:42:32,44.88,49.88,Prendido
28/06/2021_22:42:34,44.88,49.88,Prendido
28/06/2021_22:42:35,44.88,49.94,Prendido
28/06/2021_22:42:37,44.88,50.00,Prendido
28/06/2021_22:42:39,44.88,50.00,Prendido
28/06/2021_22:42:40,44.88,50.00,Prendido
28/06/2021_22:42:42,44.88,50.06,Apagado
28/06/2021_22:42:43,45.06,50.31,Apagado
28/06/2021_22:42:45,45.06,50.25,Apagado
28/06/2021_22:42:47,45.06,50.31,Apagado
28/06/2021_22:42:48,45.13,50.25,Apagado
28/06/2021_22:42:50,45.06,50.25,Apagado
28/06/2021_22:42:51,45.06,50.25,Apagado
28/06/2021_22:42:53,45.13,50.19,Apagado
28/06/2021_22:42:55,45.06,50.19,Apagado
28/06/2021_22:42:56,45.06,50.13,Apagado
28/06/2021_22:42:58,45.06,50.13,Apagado
28/06/2021_22:43:00,45.06,50.06,Apagado
28/06/2021_22:43:01,45.06,50.00,Prendido
28/06/2021_22:43:03,44.88,49.75,Prendido
28/06/2021_22:43:04,44.88,49.69,Prendido
28/06/2021_22:43:06,44.88,49.63,Prendido
28/06/2021_22:43:08,44.88,49.56,Prendido
28/06/2021_22:43:09,44.88,49.56,Prendido
28/06/2021_22:43:11,44.88,49.50,Prendido
28/06/2021_22:43:12,44.94,49.50,Prendido
