Date_Time,Temp_Compost,Temp_Suncho,Estado
29/06/2021_13:02:59,44.81,49.56,Prendido
29/06/2021_13:03:01,44.81,49.56,Prendido
29/06/2021_13:03:03,44.81,49.56,Prendido
29/06/2021_13:03:04,44.81,49.56,Prendido
29/06/2021_13:03:06,44.81,49.56,Prendido
29/06/2021_13:03:07,44.81,49.56,Prendido
29/06/2021_13:03:09,44.81,49.56,Prendido
29/06/2021_13:03:11,44.81,49.56,Prendido
29/06/2021_13:03:12,44.81,49.56,Prendido
29/06/2021_13:03:14,44.81,49.63,Prendido
29/06/2021_13:03:16,44.81,49.63,Prendido
29/06/2021_13:03:17,44.81,49.63,Prendido
29/06/2021_13:03:19,44.81,49.63,Prendido
29/06/2021_13:03:20,44.81,49.69,Prendido
29/06/2021_13:03:22,44.81,49.69,Prendido
29/06/2021_13:03:24,44.81,49.75,Prendido
29/06/2021_13:03:25,44.81,49.75,Prendido
29/06/2021_13:03:27,44.81,49.75,Prendido
29/06/2021_13:03:28,44.81,49.81,Prendido
29/06/2021_13:03:30,44.81,49.88,Prendido
29/06/2021_13:03:32,44.81,49.88,Prendido
29/06/2021_13:03:33,44.81,49.88,Prendido
29/06/2021_13:03:35,44.81,49.94,Prendido
29/06/2021_13:03:36,44.81,49.94,Prendido
29/06/2021_13:03:38,44.81,50.00,Prendido
29/06/2021_13:03:40,44.81,50.00,Prendido
29/06/2021_13:03:41,44.81,50.00,Prendido
29/06/2021_13:03:43,44.81,50.06,Apagado
29/06/2021_13:03:44,45.00,50.25,Apagado
29/06/2021_13:03:46,45.00,50.25,Apagado
29/06/2021_13:03:48,45.00,50.25,Apagado
29/06/2021_13:03:49,45.06,50.31,Apagado
29/06/2021_13:03:51,45.00,50.25,Apagado
29/06/2021_13:03:52,45.00,50.31,Apagado
29/06/2021_13:03:54,45.06,50.25,Apagado
29/06/2021_13:03:56,45.06,50.31,Apagado
29/06/2021_13:03:57,45.00,50.25,Apagado
29/06/2021_13:03:59,45.06,50.19,Apagado
29/06/2021_13:04:01,45.00,50.25,Apagado
29/06/2021_13:04:02,45.00,50.19,Apagado
29/06/2021_13:04:04,45.06,50.19,Apagado
29/06/2021_13:04:05,45.00,50.13,Apagado
29/06/2021_13:04:07,45.00,50.13,Apagado
29/06/2021_13:04:09,45.00,50.06,Apagado
29/06/2021_13:04:10,45.00,50.00,Prendido
29/06/2021_13:04:12,44.88,49.81,Prendido
29/06/2021_13:04:13,44.81,49.81,Prendido
29/06/2021_13:04:15,44.81,49.75,Prendido
29/06/2021_13:04:17,44.81,49.69,Prendido
29/06/2021_13:04:18,44.81,49.69,Prendido
29/06/2021_13:04:20,44.81,49.63,Prendido
29/06/2021_13:04:21,44.81,49.63,Prendido
29/06/2021_13:04:23,44.81,49.63,Prendido
29/06/2021_13:04:25,44.81,49.63,Prendido
29/06/2021_13:04:26,44.81,49.63,Prendido
29/06/2021_13:04:28,44.81,49.63,Prendido
29/06/2021_13:04:29,44.81,49.63,Prendido
29/06/2021_13:04:31,44.81,49.63,Prendido
29/06/2021_13:04:33,44.75,49.63,Prendido
29/06/2021_13:04:34,44.81,49.63,Prendido
29/06/2021_13:04:36,44.81,49.63,Prendido
29/06/2021_13:04:37,44.81,49.69,Prendido
29/06/2021_13:04:39,44.81,49.69,Prendido
29/06/2021_13:04:41,44.81,49.75,Prendido
29/06/2021_13:04:42,44.81,49.75,Prendido
29/06/2021_13:04:44,44.81,49.75,Prendido
29/06/2021_13:04:46,44.75,49.81,Prendido
29/06/2021_13:04:47,44.81,49.81,Prendido
29/06/2021_13:04:49,44.81,49.88,Prendido
29/06/2021_13:04:50,44.81,49.88,Prendido
29/06/2021_13:04:52,44.81,49.94,Prendido
29/06/2021_13:04:54,44.81,49.94,Prendido
29/06/2021_13:04:55,44.81,50.00,Prendido
29/06/2021_13:04:57,44.81,50.00,Prendido
29/06/2021_13:04:58,44.81,50.06,Apagado
29/06/2021_13:05:00,45.00,50.25,Apagado
29/06/2021_13:05:02,45.00,50.25,Apagado
29/06/2021_13:05:03,45.00,50.25,Apagado
29/06/2021_13:05:05,45.00,50.25,Apagado
29/06/2021_13:05:06,45.00,50.25,Apagado
29/06/2021_13:05:08,45.00,50.25,Apagado
29/06/2021_13:05:10,45.00,50.19,Apagado
29/06/2021_13:05:11,45.06,50.19,Apagado
29/06/2021_13:05:13,45.00,50.13,Apagado
29/06/2021_13:05:14,45.00,50.13,Apagado
29/06/2021_13:05:16,45.06,50.13,Apagado
29/06/2021_13:05:18,45.00,50.06,Apagado
29/06/2021_13:05:19,45.00,50.06,Apagado
29/06/2021_13:05:21,45.00,50.00,Prendido
29/06/2021_13:05:22,44.81,49.81,Prendido
29/06/2021_13:05:24,44.81,49.75,Prendido
29/06/2021_13:05:26,44.81,49.75,Prendido
29/06/2021_13:05:27,44.81,49.75,Prendido
29/06/2021_13:05:29,44.81,49.69,Prendido
29/06/2021_13:05:30,44.81,49.69,Prendido
29/06/2021_13:05:32,44.81,49.69,Prendido
29/06/2021_13:05:34,44.81,49.69,Prendido
29/06/2021_13:05:35,44.81,49.69,Prendido
29/06/2021_13:05:37,44.88,49.69,Prendido
29/06/2021_13:05:39,44.81,49.69,Prendido
