# nro,promedio1,promedio2,promedio3,promedio4
1.000000000000000000e+00, 5.444898785425101551e+02, 5.947692307692307168e+02, 8.396963562753036285e+02, 1.738761133603238932e+03
2.000000000000000000e+00, 5.490971659919027843e+02, 5.268016194331984252e+02, 7.502510121457489731e+02, 1.590348178137651757e+03
