Date_Time, CO2
22/09/2021_10:31:07,478
22/09/2021_10:31:09,478
22/09/2021_10:31:11,478
22/09/2021_10:31:13,478
22/09/2021_10:31:15,478
22/09/2021_10:31:17,478
22/09/2021_10:31:19,478
22/09/2021_10:31:21,478
22/09/2021_10:31:23,478
22/09/2021_10:31:25,478
22/09/2021_10:31:27,477
22/09/2021_10:31:29,477
22/09/2021_10:31:31,477
22/09/2021_10:31:33,477
22/09/2021_10:31:35,477
22/09/2021_10:31:37,476
22/09/2021_10:31:39,476
22/09/2021_10:31:41,476
22/09/2021_10:31:43,476
22/09/2021_10:31:45,476
22/09/2021_10:31:47,475
22/09/2021_10:31:49,475
22/09/2021_10:31:51,476
22/09/2021_10:31:53,476
22/09/2021_10:31:55,476
22/09/2021_10:31:57,476
22/09/2021_10:31:59,476
22/09/2021_10:32:01,476
22/09/2021_10:32:03,476
22/09/2021_10:32:05,476
22/09/2021_10:32:07,474
22/09/2021_10:32:09,474
22/09/2021_10:32:11,475
22/09/2021_10:32:13,475
22/09/2021_10:32:15,475
22/09/2021_10:32:17,475
22/09/2021_10:32:19,475
22/09/2021_10:32:21,474
22/09/2021_10:32:23,474
22/09/2021_10:32:25,473
22/09/2021_10:32:27,473
22/09/2021_10:32:29,473
22/09/2021_10:32:32,472
22/09/2021_10:32:34,472
22/09/2021_10:32:36,470
22/09/2021_10:32:38,470
22/09/2021_10:32:40,470
22/09/2021_10:32:42,469
22/09/2021_10:32:44,469
22/09/2021_10:32:46,470
22/09/2021_10:32:48,470
22/09/2021_10:32:50,470
22/09/2021_10:32:52,469
22/09/2021_10:32:54,469
22/09/2021_10:32:56,469
22/09/2021_10:32:58,469
22/09/2021_10:33:00,469
22/09/2021_10:33:02,468
22/09/2021_10:33:04,468
22/09/2021_10:33:06,468
22/09/2021_10:33:08,468
22/09/2021_10:33:10,468
22/09/2021_10:33:12,468
22/09/2021_10:33:14,468
22/09/2021_10:33:16,468
22/09/2021_10:33:18,468
22/09/2021_10:33:20,468
22/09/2021_10:33:22,469
22/09/2021_10:33:24,469
22/09/2021_10:33:26,469
22/09/2021_10:33:28,469
22/09/2021_10:33:30,468
22/09/2021_10:33:32,468
22/09/2021_10:33:34,468
22/09/2021_10:33:36,466
22/09/2021_10:33:38,466
22/09/2021_10:33:40,466
22/09/2021_10:33:42,466
22/09/2021_10:33:44,466
22/09/2021_10:33:46,465
22/09/2021_10:33:48,465
22/09/2021_10:33:50,465
22/09/2021_10:33:52,465
22/09/2021_10:33:54,465
22/09/2021_10:33:56,465
22/09/2021_10:33:58,465
22/09/2021_10:34:01,465
22/09/2021_10:34:03,465
22/09/2021_10:34:05,465
22/09/2021_10:34:07,465
22/09/2021_10:34:09,465
22/09/2021_10:34:11,464
22/09/2021_10:34:13,464
22/09/2021_10:34:15,464
22/09/2021_10:34:17,464
22/09/2021_10:34:19,464
22/09/2021_10:34:21,464
22/09/2021_10:34:23,464
22/09/2021_10:34:25,464
22/09/2021_10:34:27,464
