Date_Time,CO2,Estado_Valvula_CO2_1,Estado_Valvula_Compost_1,Estado_Valvula_CO2_2,Estado_Valvula_Compost_2,Estado_Valvula_CO2_3,Estado_Valvula_Compost_3,Estado_Valvula_CO2_4,Estado_Valvula_Compost_4,Temp_Compost_1,Temp_Compost_2,Temp_Compost_3,Temp_Compost_4,Temp_Suncho,Estado_Suncho
24/03/2022_05:25:12,1073,57.75,57.13,52.19,55.00,48.38,Prendido
24/03/2022_05:25:17,1072,57.75,57.13,52.25,55.06,48.31,Prendido
24/03/2022_05:25:23,1069,57.75,57.13,52.25,55.00,48.38,Prendido
24/03/2022_05:25:29,1067,57.75,57.13,52.25,55.00,48.31,Prendido
24/03/2022_05:25:35,1062,57.69,57.13,52.25,55.13,48.31,Prendido
24/03/2022_05:25:41,1059,57.75,57.13,52.25,55.19,48.31,Prendido
24/03/2022_05:25:47,1056,57.75,57.13,52.25,55.31,48.31,Prendido
24/03/2022_05:25:53,1054,57.75,57.13,52.25,55.38,48.31,Prendido
24/03/2022_05:25:58,1053,57.75,57.13,52.19,55.44,48.31,Prendido
24/03/2022_05:26:04,1050,57.69,57.06,52.19,55.44,48.31,Prendido
24/03/2022_05:26:10,1048,57.75,57.06,52.25,55.63,48.38,Prendido
24/03/2022_05:26:16,1045,57.69,57.06,52.19,55.56,48.31,Prendido
24/03/2022_05:26:22,1043,57.75,57.13,52.25,55.63,48.31,Prendido
24/03/2022_05:26:28,1041,57.75,57.13,52.19,55.63,48.31,Prendido
24/03/2022_05:26:34,1038,57.69,57.13,52.25,55.56,48.38,Prendido
24/03/2022_05:26:40,1036,57.69,57.13,52.19,55.44,48.31,Prendido
24/03/2022_05:26:45,1032,57.69,57.13,52.25,55.25,48.31,Prendido
24/03/2022_05:26:51,1030,57.75,57.13,52.19,55.19,48.31,Prendido
24/03/2022_05:26:57,1029,57.75,57.13,52.25,55.13,48.31,Prendido
24/03/2022_05:27:03,1026,57.69,57.13,52.25,55.00,48.31,Prendido
24/03/2022_05:27:09,1023,57.69,57.13,52.25,55.13,48.31,Prendido
24/03/2022_05:27:15,1017,57.69,57.13,52.25,55.25,48.31,Prendido
24/03/2022_05:27:21,1013,57.75,57.06,52.19,55.19,48.31,Prendido
24/03/2022_05:27:26,1011,57.69,57.13,52.25,55.13,48.25,Prendido
24/03/2022_05:27:32,1010,57.75,57.06,52.19,55.00,48.31,Prendido
24/03/2022_05:27:38,1005,57.75,57.06,52.25,55.00,48.25,Prendido
24/03/2022_05:27:44,1004,57.69,57.13,52.25,54.88,48.25,Prendido
24/03/2022_05:27:50,1004,57.75,57.13,52.25,54.81,48.31,Prendido
24/03/2022_05:27:56,1002,57.69,57.06,52.19,54.81,48.31,Prendido
24/03/2022_05:28:02,1002,57.69,57.13,52.19,54.69,48.31,Prendido
24/03/2022_05:28:07,1000,57.69,57.06,52.25,54.63,48.31,Prendido
24/03/2022_05:28:13,999,57.69,57.06,52.25,54.56,48.31,Prendido
24/03/2022_05:28:19,997,57.69,57.06,52.19,54.56,48.25,Prendido
24/03/2022_05:28:25,997,57.69,57.13,52.19,54.69,48.31,Prendido
24/03/2022_05:28:31,994,57.63,57.13,52.19,54.81,48.31,Prendido
24/03/2022_05:28:37,992,57.69,57.13,52.25,54.94,48.31,Prendido
24/03/2022_05:28:43,992,57.63,57.06,52.19,55.06,48.31,Prendido
24/03/2022_05:28:48,990,57.69,57.06,52.19,55.13,48.31,Prendido
24/03/2022_05:28:54,986,57.69,57.06,52.19,55.13,48.25,Prendido
24/03/2022_05:29:00,978,57.69,57.06,52.19,55.13,48.31,Prendido
24/03/2022_05:29:06,977,57.69,57.06,52.19,55.00,48.31,Prendido
24/03/2022_05:29:12,976,57.69,57.06,52.19,54.94,48.25,Prendido
24/03/2022_05:29:18,976,57.63,57.06,52.19,54.88,48.31,Prendido
24/03/2022_05:29:24,974,57.69,57.06,52.19,54.81,48.25,Prendido
24/03/2022_05:29:29,972,57.69,57.06,52.19,54.81,48.31,Prendido
24/03/2022_05:29:35,969,57.69,57.06,52.19,54.88,48.31,Prendido
24/03/2022_05:29:41,966,57.63,57.06,52.19,54.75,48.31,Prendido
24/03/2022_05:29:47,963,57.69,57.06,52.19,54.69,48.31,Prendido
24/03/2022_05:29:53,960,57.69,57.06,52.19,54.75,48.25,Prendido
24/03/2022_05:29:59,956,57.69,57.06,52.19,54.69,48.31,Prendido
24/03/2022_05:30:05,952,57.69,57.13,52.19,54.81,48.25,Prendido
