Date_Time,CO2,Estado_Valvula_CO2_1,Estado_Valvula_Compost_1,Estado_Valvula_CO2_2,Estado_Valvula_Compost_2,Estado_Valvula_CO2_3,Estado_Valvula_Compost_3,Estado_Valvula_CO2_4,Estado_Valvula_Compost_4,Temp_Compost_1,Temp_Compost_2,Temp_Compost_3,Temp_Compost_4,Temp_Suncho,Estado_Suncho
30/11/2021_09:14:43,563,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,39.56,37.88,39.31,60.00,37.81,Prendido
30/11/2021_09:14:49,563,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,39.56,37.81,39.31,60.06,37.81,Apagado
30/11/2021_09:14:55,562,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,39.56,37.88,39.31,60.19,37.81,Apagado
30/11/2021_09:15:01,561,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,39.63,37.81,39.31,60.00,37.81,Prendido
30/11/2021_09:15:06,560,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,39.56,37.81,39.31,59.88,37.81,Prendido
30/11/2021_09:15:12,560,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,39.56,37.81,39.31,59.81,37.81,Prendido
30/11/2021_09:15:18,559,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,39.56,37.88,39.31,59.94,37.81,Prendido
30/11/2021_09:15:24,559,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,39.56,37.81,39.31,59.94,37.81,Prendido
30/11/2021_09:15:30,559,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,39.56,37.75,39.31,59.94,37.81,Prendido
30/11/2021_09:15:36,558,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,39.56,37.81,39.31,60.06,37.81,Apagado
30/11/2021_09:15:42,559,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,39.63,37.81,39.31,60.13,37.88,Apagado
30/11/2021_09:15:47,558,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,39.56,37.81,39.31,60.13,37.88,Apagado
30/11/2021_09:15:53,558,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,39.56,37.81,39.31,59.94,37.88,Prendido
30/11/2021_09:15:59,558,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,39.56,37.81,39.31,59.81,37.88,Prendido
30/11/2021_09:16:05,560,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,39.56,37.81,39.31,59.81,37.88,Prendido
30/11/2021_09:16:11,559,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,39.56,37.81,39.31,59.81,37.88,Prendido
30/11/2021_09:16:17,559,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,39.56,37.81,39.31,59.81,37.81,Prendido
