Date_Time, CO2
20/09/2021_15:21:36,244
20/09/2021_15:21:38,248
20/09/2021_15:21:40,248
20/09/2021_15:21:42,256
20/09/2021_15:21:44,256
20/09/2021_15:21:46,260
20/09/2021_15:21:48,260
20/09/2021_15:21:50,260
20/09/2021_15:21:52,262
20/09/2021_15:21:54,262
20/09/2021_15:21:56,262
20/09/2021_15:21:58,262
20/09/2021_15:22:00,262
20/09/2021_15:22:02,264
20/09/2021_15:22:04,264
20/09/2021_15:22:06,265
20/09/2021_15:22:08,265
20/09/2021_15:22:10,265
20/09/2021_15:22:12,267
20/09/2021_15:22:14,267
20/09/2021_15:22:16,272
20/09/2021_15:22:18,272
20/09/2021_15:22:20,272
20/09/2021_15:22:22,274
20/09/2021_15:22:24,274
20/09/2021_15:22:26,275
20/09/2021_15:22:28,275
20/09/2021_15:22:30,275
20/09/2021_15:22:32,277
20/09/2021_15:22:34,277
20/09/2021_15:22:36,281
20/09/2021_15:22:38,281
20/09/2021_15:22:40,281
20/09/2021_15:22:42,282
20/09/2021_15:22:44,282
20/09/2021_15:22:46,283
20/09/2021_15:22:48,283
20/09/2021_15:22:50,283
20/09/2021_15:22:52,284
20/09/2021_15:22:54,284
20/09/2021_15:22:56,285
20/09/2021_15:22:58,285
20/09/2021_15:23:01,285
20/09/2021_15:23:03,285
20/09/2021_15:23:05,285
20/09/2021_15:23:07,287
20/09/2021_15:23:09,287
20/09/2021_15:23:11,290
20/09/2021_15:23:13,290
20/09/2021_15:23:15,290
20/09/2021_15:23:17,291
20/09/2021_15:23:19,291
20/09/2021_15:23:21,292
20/09/2021_15:23:23,292
20/09/2021_15:23:25,292
20/09/2021_15:23:27,294
20/09/2021_15:23:29,294
20/09/2021_15:23:31,297
20/09/2021_15:23:33,297
20/09/2021_15:23:35,297
20/09/2021_15:23:37,298
20/09/2021_15:23:39,298
20/09/2021_15:23:41,300
20/09/2021_15:23:43,300
20/09/2021_15:23:45,300
20/09/2021_15:23:47,302
20/09/2021_15:23:49,302
20/09/2021_15:23:51,303
20/09/2021_15:23:53,303
20/09/2021_15:23:55,303
20/09/2021_15:23:57,305
20/09/2021_15:23:59,305
20/09/2021_15:24:01,306
20/09/2021_15:24:03,306
20/09/2021_15:24:05,306
20/09/2021_15:24:07,310
20/09/2021_15:24:09,310
