Date_Time, CO2
20/09/2021_14:51:15,231
20/09/2021_14:51:17,231
20/09/2021_14:51:19,230
20/09/2021_14:51:21,230
20/09/2021_14:51:23,230
20/09/2021_14:51:25,228
20/09/2021_14:51:27,228
20/09/2021_14:51:30,227
20/09/2021_14:51:32,227
20/09/2021_14:51:34,227
20/09/2021_14:51:36,225
20/09/2021_14:51:38,225
20/09/2021_14:51:40,225
20/09/2021_14:51:42,225
20/09/2021_14:51:44,225
20/09/2021_14:51:46,225
20/09/2021_14:51:48,225
20/09/2021_14:51:50,225
20/09/2021_14:51:52,225
20/09/2021_14:51:54,225
20/09/2021_14:51:56,226
20/09/2021_14:51:58,226
20/09/2021_14:52:00,226
20/09/2021_14:52:02,226
20/09/2021_14:52:04,226
20/09/2021_14:52:06,225
20/09/2021_14:52:08,225
20/09/2021_14:52:10,223
20/09/2021_14:52:12,223
20/09/2021_14:52:14,222
20/09/2021_14:52:16,222
20/09/2021_14:52:18,222
20/09/2021_14:52:20,222
20/09/2021_14:52:22,222
20/09/2021_14:52:24,221
20/09/2021_14:52:26,221
20/09/2021_14:52:28,221
20/09/2021_14:52:30,220
20/09/2021_14:52:32,220
20/09/2021_14:52:34,218
20/09/2021_14:52:36,218
20/09/2021_14:52:38,218
20/09/2021_14:52:40,217
20/09/2021_14:52:42,217
20/09/2021_14:52:44,218
20/09/2021_14:52:46,218
20/09/2021_14:52:48,218
20/09/2021_14:52:50,217
20/09/2021_14:52:52,217
20/09/2021_14:52:54,216
20/09/2021_14:52:56,216
20/09/2021_14:52:58,216
20/09/2021_14:53:01,215
20/09/2021_14:53:03,215
20/09/2021_14:53:05,210
20/09/2021_14:53:07,210
20/09/2021_14:53:09,210
20/09/2021_14:53:11,210
20/09/2021_14:53:13,210
20/09/2021_14:53:15,208
20/09/2021_14:53:17,208
20/09/2021_14:53:19,208
20/09/2021_14:53:21,206
20/09/2021_14:53:23,206
20/09/2021_14:53:25,206
20/09/2021_14:53:27,206
20/09/2021_14:53:29,206
20/09/2021_14:53:31,206
20/09/2021_14:53:33,206
20/09/2021_14:53:35,206
20/09/2021_14:53:37,206
20/09/2021_14:53:39,208
20/09/2021_14:53:41,208
20/09/2021_14:53:43,208
20/09/2021_14:53:45,211
20/09/2021_14:53:47,211
20/09/2021_14:53:49,212
20/09/2021_14:53:51,212
20/09/2021_14:53:53,212
20/09/2021_14:53:55,213
20/09/2021_14:53:57,213
20/09/2021_14:53:59,214
20/09/2021_14:54:01,214
20/09/2021_14:54:03,214
20/09/2021_14:54:05,214
20/09/2021_14:54:07,214
20/09/2021_14:54:09,214
20/09/2021_14:54:11,214
20/09/2021_14:54:13,214
20/09/2021_14:54:15,215
20/09/2021_14:54:17,215
20/09/2021_14:54:19,213
20/09/2021_14:54:21,213
20/09/2021_14:54:23,213
20/09/2021_14:54:25,213
20/09/2021_14:54:27,213
20/09/2021_14:54:30,213
20/09/2021_14:54:32,213
20/09/2021_14:54:34,213
20/09/2021_14:54:36,213
