# nro,Area1,Area2,Area3,Area4
1.000000000000000000e+00, 1.651300500000000000e+06, 5.946535000000000000e+05, 2.390724500000000000e+06, 6.236485000000000000e+05
2.000000000000000000e+00, 2.301928000000000000e+06, 5.651970000000000000e+05, 2.094644000000000000e+06, 6.745425000000000000e+05
3.000000000000000000e+00, 1.620841000000000000e+06, 4.971785000000000000e+05, 1.750175500000000000e+06, 6.226465000000000000e+05
4.000000000000000000e+00, 1.332368500000000000e+06, 4.371305000000000000e+05, 1.338732500000000000e+06, 6.753730000000000000e+05
5.000000000000000000e+00, 1.418490000000000000e+06, 4.831355000000000000e+05, 1.172705000000000000e+06, 6.738115000000000000e+05
6.000000000000000000e+00, 1.294032500000000000e+06, 4.038235000000000000e+05, 9.540190000000000000e+05, 6.410950000000000000e+05
