Date_Time,Temp_Compost,Temp_Suncho,Estado
15/06/2021_02:30:57,51.25,55.00,Prendido
15/06/2021_02:30:59,51.25,55.00,Prendido
15/06/2021_02:31:00,51.25,55.06,Apagado
15/06/2021_02:31:02,51.38,55.25,Apagado
15/06/2021_02:31:03,51.38,55.31,Apagado
15/06/2021_02:31:05,51.38,55.31,Apagado
15/06/2021_02:31:07,51.38,55.31,Apagado
15/06/2021_02:31:08,51.38,55.31,Apagado
15/06/2021_02:31:10,51.44,55.25,Apagado
15/06/2021_02:31:12,51.38,55.19,Apagado
15/06/2021_02:31:13,51.38,55.19,Apagado
15/06/2021_02:31:15,51.44,55.06,Apagado
15/06/2021_02:31:16,51.38,55.00,Prendido
15/06/2021_02:31:18,51.19,54.81,Prendido
15/06/2021_02:31:20,51.25,54.75,Prendido
15/06/2021_02:31:21,51.25,54.69,Prendido
15/06/2021_02:31:23,51.25,54.69,Prendido
15/06/2021_02:31:24,51.25,54.69,Prendido
15/06/2021_02:31:26,51.25,54.63,Prendido
15/06/2021_02:31:28,51.25,54.69,Prendido
15/06/2021_02:31:29,51.25,54.69,Prendido
15/06/2021_02:31:31,51.25,54.69,Prendido
15/06/2021_02:31:32,51.25,54.75,Prendido
15/06/2021_02:31:34,51.25,54.75,Prendido
15/06/2021_02:31:36,51.25,54.75,Prendido
15/06/2021_02:31:37,51.25,54.81,Prendido
15/06/2021_02:31:39,51.19,54.81,Prendido
15/06/2021_02:31:40,51.25,54.81,Prendido
15/06/2021_02:31:42,51.25,54.88,Prendido
15/06/2021_02:31:44,51.25,54.88,Prendido
15/06/2021_02:31:45,51.19,54.94,Prendido
15/06/2021_02:31:47,51.25,54.94,Prendido
15/06/2021_02:31:49,51.25,54.94,Prendido
15/06/2021_02:31:50,51.25,55.00,Prendido
15/06/2021_02:31:52,51.25,55.00,Prendido
15/06/2021_02:31:53,51.25,55.00,Prendido
15/06/2021_02:31:55,51.25,55.00,Prendido
15/06/2021_02:31:57,51.25,55.00,Prendido
15/06/2021_02:31:58,51.25,55.06,Apagado
15/06/2021_02:32:00,51.38,55.19,Apagado
15/06/2021_02:32:01,51.38,55.25,Apagado
15/06/2021_02:32:03,51.38,55.19,Apagado
15/06/2021_02:32:05,51.44,55.13,Apagado
15/06/2021_02:32:06,51.38,55.13,Apagado
15/06/2021_02:32:08,51.38,55.13,Apagado
15/06/2021_02:32:09,51.38,55.06,Apagado
15/06/2021_02:32:11,51.38,55.00,Prendido
15/06/2021_02:32:13,51.25,54.81,Prendido
15/06/2021_02:32:14,51.25,54.69,Prendido
15/06/2021_02:32:16,51.25,54.63,Prendido
15/06/2021_02:32:17,51.25,54.56,Prendido
15/06/2021_02:32:19,51.25,54.50,Prendido
15/06/2021_02:32:21,51.25,54.50,Prendido
15/06/2021_02:32:22,51.19,54.50,Prendido
15/06/2021_02:32:24,51.25,54.50,Prendido
15/06/2021_02:32:25,51.25,54.50,Prendido
15/06/2021_02:32:27,51.19,54.56,Prendido
15/06/2021_02:32:29,51.25,54.63,Prendido
15/06/2021_02:32:30,51.25,54.69,Prendido
15/06/2021_02:32:32,51.19,54.69,Prendido
15/06/2021_02:32:34,51.25,54.75,Prendido
15/06/2021_02:32:35,51.25,54.75,Prendido
15/06/2021_02:32:37,51.25,54.81,Prendido
15/06/2021_02:32:38,51.19,54.81,Prendido
15/06/2021_02:32:40,51.19,54.88,Prendido
15/06/2021_02:32:42,51.25,54.94,Prendido
15/06/2021_02:32:43,51.25,54.94,Prendido
15/06/2021_02:32:45,51.19,55.00,Prendido
15/06/2021_02:32:46,51.25,55.06,Apagado
15/06/2021_02:32:48,51.38,55.19,Apagado
15/06/2021_02:32:50,51.38,55.25,Apagado
15/06/2021_02:32:51,51.38,55.25,Apagado
15/06/2021_02:32:53,51.38,55.25,Apagado
15/06/2021_02:32:54,51.38,55.25,Apagado
15/06/2021_02:32:56,51.38,55.25,Apagado
15/06/2021_02:32:58,51.38,55.19,Apagado
15/06/2021_02:32:59,51.38,55.13,Apagado
15/06/2021_02:33:01,51.38,55.06,Apagado
15/06/2021_02:33:02,51.44,55.06,Apagado
15/06/2021_02:33:04,51.38,54.94,Prendido
15/06/2021_02:33:06,51.25,54.75,Prendido
15/06/2021_02:33:07,51.19,54.63,Prendido
15/06/2021_02:33:09,51.25,54.63,Prendido
15/06/2021_02:33:11,51.25,54.56,Prendido
15/06/2021_02:33:12,51.25,54.50,Prendido
15/06/2021_02:33:14,51.25,54.50,Prendido
15/06/2021_02:33:15,51.19,54.56,Prendido
15/06/2021_02:33:17,51.25,54.56,Prendido
15/06/2021_02:33:19,51.25,54.56,Prendido
15/06/2021_02:33:20,51.25,54.56,Prendido
15/06/2021_02:33:22,51.25,54.63,Prendido
15/06/2021_02:33:23,51.19,54.63,Prendido
15/06/2021_02:33:25,51.25,54.63,Prendido
15/06/2021_02:33:27,51.19,54.69,Prendido
15/06/2021_02:33:28,51.25,54.75,Prendido
15/06/2021_02:33:30,51.25,54.75,Prendido
15/06/2021_02:33:31,51.25,54.81,Prendido
15/06/2021_02:33:33,51.25,54.88,Prendido
15/06/2021_02:33:35,51.25,54.88,Prendido
15/06/2021_02:33:36,51.25,54.94,Prendido
