Date_Time, CO2
22/09/2021_10:51:20,480
22/09/2021_10:51:22,480
22/09/2021_10:51:24,480
22/09/2021_10:51:26,480
22/09/2021_10:51:28,480
22/09/2021_10:51:30,480
22/09/2021_10:51:32,480
22/09/2021_10:51:34,482
22/09/2021_10:51:36,482
22/09/2021_10:51:38,482
22/09/2021_10:51:40,482
22/09/2021_10:51:42,482
22/09/2021_10:51:44,482
22/09/2021_10:51:46,482
22/09/2021_10:51:48,482
22/09/2021_10:51:50,482
22/09/2021_10:51:52,482
22/09/2021_10:51:54,482
22/09/2021_10:51:56,482
22/09/2021_10:51:58,483
22/09/2021_10:52:00,483
22/09/2021_10:52:03,483
22/09/2021_10:52:05,484
22/09/2021_10:52:07,484
22/09/2021_10:52:09,484
22/09/2021_10:52:11,484
22/09/2021_10:52:13,484
22/09/2021_10:52:15,484
22/09/2021_10:52:17,484
22/09/2021_10:52:19,484
22/09/2021_10:52:21,484
22/09/2021_10:52:23,484
22/09/2021_10:52:25,485
22/09/2021_10:52:27,485
22/09/2021_10:52:29,484
22/09/2021_10:52:31,484
22/09/2021_10:52:33,484
22/09/2021_10:52:35,484
22/09/2021_10:52:37,484
22/09/2021_10:52:39,485
22/09/2021_10:52:41,485
22/09/2021_10:52:43,485
22/09/2021_10:52:45,485
22/09/2021_10:52:47,485
22/09/2021_10:52:49,487
22/09/2021_10:52:51,487
22/09/2021_10:52:53,487
22/09/2021_10:52:55,488
22/09/2021_10:52:57,488
22/09/2021_10:52:59,488
22/09/2021_10:53:01,488
22/09/2021_10:53:03,489
22/09/2021_10:53:05,489
22/09/2021_10:53:07,489
22/09/2021_10:53:09,490
22/09/2021_10:53:11,490
22/09/2021_10:53:13,490
22/09/2021_10:53:15,490
22/09/2021_10:53:17,490
22/09/2021_10:53:19,490
22/09/2021_10:53:21,490
22/09/2021_10:53:23,
