Date_Time, CO2
22/09/2021_10:27:44,531
22/09/2021_10:27:46,529
22/09/2021_10:27:48,529
22/09/2021_10:27:50,529
22/09/2021_10:27:52,528
22/09/2021_10:27:54,528
22/09/2021_10:27:56,527
22/09/2021_10:27:58,527
22/09/2021_10:28:00,527
22/09/2021_10:28:03,525
22/09/2021_10:28:05,525
22/09/2021_10:28:07,525
22/09/2021_10:28:09,525
22/09/2021_10:28:11,525
22/09/2021_10:28:13,521
22/09/2021_10:28:15,521
22/09/2021_10:28:17,520
22/09/2021_10:28:19,520
22/09/2021_10:28:21,517
22/09/2021_10:28:23,517
22/09/2021_10:28:25,517
22/09/2021_10:28:27,514
22/09/2021_10:28:29,514
22/09/2021_10:28:31,512
22/09/2021_10:28:33,512
22/09/2021_10:28:35,512
22/09/2021_10:28:37,512
22/09/2021_10:28:39,512
22/09/2021_10:28:41,510
22/09/2021_10:28:43,510
22/09/2021_10:28:45,510
22/09/2021_10:28:47,507
22/09/2021_10:28:49,507
22/09/2021_10:28:51,505
22/09/2021_10:28:53,505
22/09/2021_10:28:55,505
22/09/2021_10:28:57,504
22/09/2021_10:28:59,504
22/09/2021_10:29:01,503
22/09/2021_10:29:03,503
22/09/2021_10:29:05,503
22/09/2021_10:29:07,501
22/09/2021_10:29:09,501
22/09/2021_10:29:11,501
22/09/2021_10:29:13,501
22/09/2021_10:29:15,501
22/09/2021_10:29:17,499
22/09/2021_10:29:19,499
22/09/2021_10:29:21,498
22/09/2021_10:29:23,498
22/09/2021_10:29:25,498
22/09/2021_10:29:27,497
22/09/2021_10:29:29,497
22/09/2021_10:29:31,495
22/09/2021_10:29:34,495
22/09/2021_10:29:36,494
22/09/2021_10:29:38,494
22/09/2021_10:29:40,494
22/09/2021_10:29:42,495
22/09/2021_10:29:44,495
22/09/2021_10:29:46,495
22/09/2021_10:29:48,495
22/09/2021_10:29:50,495
22/09/2021_10:29:52,492
22/09/2021_10:29:54,492
22/09/2021_10:29:56,491
22/09/2021_10:29:58,491
22/09/2021_10:30:00,491
22/09/2021_10:30:02,488
22/09/2021_10:30:04,488
22/09/2021_10:30:06,488
22/09/2021_10:30:08,488
22/09/2021_10:30:10,488
22/09/2021_10:30:12,486
22/09/2021_10:30:14,486
22/09/2021_10:30:16,485
22/09/2021_10:30:18,485
22/09/2021_10:30:20,485
22/09/2021_10:30:22,483
22/09/2021_10:30:24,483
22/09/2021_10:30:26,483
22/09/2021_10:30:28,483
22/09/2021_10:30:30,483
22/09/2021_10:30:32,483
22/09/2021_10:30:34,483
22/09/2021_10:30:36,482
22/09/2021_10:30:38,482
22/09/2021_10:30:40,482
22/09/2021_10:30:42,480
22/09/2021_10:30:44,480
22/09/2021_10:30:46,480
22/09/2021_10:30:48,480
22/09/2021_10:30:50,480
22/09/2021_10:30:52,480
22/09/2021_10:30:54,480
22/09/2021_10:30:56,479
22/09/2021_10:30:58,479
22/09/2021_10:31:01,478
22/09/2021_10:31:03,478
22/09/2021_10:31:05,478
