Date_Time, CO2
22/09/2021_10:41:13,486
22/09/2021_10:41:15,486
22/09/2021_10:41:17,486
22/09/2021_10:41:19,484
22/09/2021_10:41:21,484
22/09/2021_10:41:23,484
22/09/2021_10:41:25,483
22/09/2021_10:41:27,483
22/09/2021_10:41:29,482
22/09/2021_10:41:32,482
22/09/2021_10:41:34,482
22/09/2021_10:41:36,482
22/09/2021_10:41:38,482
22/09/2021_10:41:40,481
22/09/2021_10:41:42,481
22/09/2021_10:41:44,481
22/09/2021_10:41:46,482
22/09/2021_10:41:48,482
22/09/2021_10:41:50,483
22/09/2021_10:41:52,483
22/09/2021_10:41:54,483
22/09/2021_10:41:56,482
22/09/2021_10:41:58,482
22/09/2021_10:42:00,482
22/09/2021_10:42:02,482
22/09/2021_10:42:04,482
22/09/2021_10:42:06,480
22/09/2021_10:42:08,480
22/09/2021_10:42:10,479
22/09/2021_10:42:12,479
22/09/2021_10:42:14,479
22/09/2021_10:42:16,478
22/09/2021_10:42:18,478
22/09/2021_10:42:20,477
22/09/2021_10:42:22,477
22/09/2021_10:42:24,477
22/09/2021_10:42:26,475
22/09/2021_10:42:28,475
22/09/2021_10:42:30,475
22/09/2021_10:42:32,475
22/09/2021_10:42:34,475
22/09/2021_10:42:36,474
22/09/2021_10:42:38,474
22/09/2021_10:42:40,473
22/09/2021_10:42:42,473
22/09/2021_10:42:44,472
22/09/2021_10:42:46,472
22/09/2021_10:42:48,472
22/09/2021_10:42:50,473
22/09/2021_10:42:52,473
22/09/2021_10:42:54,473
22/09/2021_10:42:56,473
22/09/2021_10:42:58,473
22/09/2021_10:43:01,475
22/09/2021_10:43:03,475
22/09/2021_10:43:05,475
22/09/2021_10:43:07,475
22/09/2021_10:43:09,475
22/09/2021_10:43:11,476
22/09/2021_10:43:13,476
22/09/2021_10:43:15,476
22/09/2021_10:43:17,476
22/09/2021_10:43:19,476
22/09/2021_10:43:21,476
22/09/2021_10:43:23,476
22/09/2021_10:43:25,475
22/09/2021_10:43:27,475
22/09/2021_10:43:29,475
22/09/2021_10:43:31,475
22/09/2021_10:43:33,475
22/09/2021_10:43:35,475
22/09/2021_10:43:37,475
22/09/2021_10:43:39,475
22/09/2021_10:43:41,476
22/09/2021_10:43:43,476
22/09/2021_10:43:45,475
22/09/2021_10:43:47,475
22/09/2021_10:43:49,475
22/09/2021_10:43:51,475
22/09/2021_10:43:53,475
22/09/2021_10:43:55,475
22/09/2021_10:43:57,475
22/09/2021_10:43:59,474
22/09/2021_10:44:01,474
22/09/2021_10:44:03,474
22/09/2021_10:44:05,471
22/09/2021_10:44:07,471
22/09/2021_10:44:09,471
22/09/2021_10:44:11,471
22/09/2021_10:44:13,471
22/09/2021_10:44:15,472
22/09/2021_10:44:17,472
22/09/2021_10:44:19,471
22/09/2021_10:44:21,471
22/09/2021_10:44:23,471
22/09/2021_10:44:25,470
22/09/2021_10:44:27,470
22/09/2021_10:44:29,469
22/09/2021_10:44:32,469
22/09/2021_10:44:34,469
