Date_Time, CO2
22/09/2021_10:37:51,472
22/09/2021_10:37:53,472
22/09/2021_10:37:55,477
22/09/2021_10:37:57,477
22/09/2021_10:37:59,477
22/09/2021_10:38:01,478
22/09/2021_10:38:03,478
22/09/2021_10:38:05,479
22/09/2021_10:38:07,479
22/09/2021_10:38:09,479
22/09/2021_10:38:11,478
22/09/2021_10:38:13,478
22/09/2021_10:38:15,478
22/09/2021_10:38:17,478
22/09/2021_10:38:19,478
22/09/2021_10:38:21,478
22/09/2021_10:38:23,478
22/09/2021_10:38:25,478
22/09/2021_10:38:27,478
22/09/2021_10:38:30,478
22/09/2021_10:38:32,480
22/09/2021_10:38:34,480
22/09/2021_10:38:36,481
22/09/2021_10:38:38,481
22/09/2021_10:38:40,481
22/09/2021_10:38:42,483
22/09/2021_10:38:44,483
22/09/2021_10:38:46,484
22/09/2021_10:38:48,484
22/09/2021_10:38:50,483
22/09/2021_10:38:52,483
22/09/2021_10:38:54,483
22/09/2021_10:38:56,482
22/09/2021_10:38:58,482
22/09/2021_10:39:00,483
22/09/2021_10:39:02,483
22/09/2021_10:39:04,483
22/09/2021_10:39:06,482
22/09/2021_10:39:08,482
22/09/2021_10:39:10,484
22/09/2021_10:39:12,484
22/09/2021_10:39:14,484
22/09/2021_10:39:16,484
22/09/2021_10:39:18,484
22/09/2021_10:39:20,485
22/09/2021_10:39:22,485
22/09/2021_10:39:24,485
22/09/2021_10:39:26,485
22/09/2021_10:39:28,485
22/09/2021_10:39:30,483
22/09/2021_10:39:32,483
22/09/2021_10:39:34,483
22/09/2021_10:39:36,484
22/09/2021_10:39:38,484
22/09/2021_10:39:40,483
22/09/2021_10:39:42,483
22/09/2021_10:39:44,483
22/09/2021_10:39:46,484
22/09/2021_10:39:48,484
22/09/2021_10:39:50,484
22/09/2021_10:39:52,484
22/09/2021_10:39:54,484
22/09/2021_10:39:56,485
22/09/2021_10:39:58,485
22/09/2021_10:40:01,485
22/09/2021_10:40:03,485
22/09/2021_10:40:05,486
22/09/2021_10:40:07,486
22/09/2021_10:40:09,486
22/09/2021_10:40:11,486
22/09/2021_10:40:13,486
22/09/2021_10:40:15,487
22/09/2021_10:40:17,487
22/09/2021_10:40:19,487
22/09/2021_10:40:21,486
22/09/2021_10:40:23,486
22/09/2021_10:40:25,486
22/09/2021_10:40:27,486
22/09/2021_10:40:29,486
22/09/2021_10:40:31,486
22/09/2021_10:40:33,486
22/09/2021_10:40:35,487
22/09/2021_10:40:37,487
22/09/2021_10:40:39,487
22/09/2021_10:40:41,488
22/09/2021_10:40:43,488
22/09/2021_10:40:45,489
22/09/2021_10:40:47,489
22/09/2021_10:40:49,489
22/09/2021_10:40:51,487
22/09/2021_10:40:53,487
22/09/2021_10:40:55,487
22/09/2021_10:40:57,487
22/09/2021_10:40:59,487
22/09/2021_10:41:01,487
22/09/2021_10:41:03,487
22/09/2021_10:41:05,487
22/09/2021_10:41:07,487
22/09/2021_10:41:09,487
22/09/2021_10:41:11,486
