Date_Time, CO2
22/09/2021_10:44:36,470
22/09/2021_10:44:38,470
22/09/2021_10:44:40,470
22/09/2021_10:44:42,470
22/09/2021_10:44:44,470
22/09/2021_10:44:46,469
22/09/2021_10:44:48,469
22/09/2021_10:44:50,469
22/09/2021_10:44:52,469
22/09/2021_10:44:54,469
22/09/2021_10:44:56,469
22/09/2021_10:44:58,469
22/09/2021_10:45:00,471
22/09/2021_10:45:02,471
22/09/2021_10:45:04,471
22/09/2021_10:45:06,472
22/09/2021_10:45:08,472
22/09/2021_10:45:10,469
22/09/2021_10:45:12,469
22/09/2021_10:45:14,468
22/09/2021_10:45:16,468
22/09/2021_10:45:18,468
22/09/2021_10:45:20,468
22/09/2021_10:45:22,468
22/09/2021_10:45:24,469
22/09/2021_10:45:26,469
22/09/2021_10:45:28,469
22/09/2021_10:45:30,468
22/09/2021_10:45:32,468
22/09/2021_10:45:34,467
22/09/2021_10:45:36,467
22/09/2021_10:45:38,467
22/09/2021_10:45:40,466
22/09/2021_10:45:42,466
22/09/2021_10:45:44,464
22/09/2021_10:45:46,464
22/09/2021_10:45:48,464
22/09/2021_10:45:50,464
22/09/2021_10:45:52,464
22/09/2021_10:45:54,465
22/09/2021_10:45:56,465
22/09/2021_10:45:58,465
22/09/2021_10:46:00,464
22/09/2021_10:46:03,464
22/09/2021_10:46:05,464
22/09/2021_10:46:07,464
22/09/2021_10:46:09,464
22/09/2021_10:46:11,464
22/09/2021_10:46:13,464
22/09/2021_10:46:15,465
22/09/2021_10:46:17,465
22/09/2021_10:46:19,465
22/09/2021_10:46:21,466
22/09/2021_10:46:23,466
22/09/2021_10:46:25,466
22/09/2021_10:46:27,466
22/09/2021_10:46:29,466
22/09/2021_10:46:31,465
22/09/2021_10:46:33,465
22/09/2021_10:46:35,465
22/09/2021_10:46:37,465
22/09/2021_10:46:39,465
22/09/2021_10:46:41,465
22/09/2021_10:46:43,465
22/09/2021_10:46:45,466
22/09/2021_10:46:47,466
22/09/2021_10:46:49,464
22/09/2021_10:46:51,464
22/09/2021_10:46:53,464
22/09/2021_10:46:55,465
22/09/2021_10:46:57,465
22/09/2021_10:46:59,467
22/09/2021_10:47:01,467
22/09/2021_10:47:03,467
22/09/2021_10:47:05,468
22/09/2021_10:47:07,468
22/09/2021_10:47:09,468
22/09/2021_10:47:11,468
22/09/2021_10:47:13,468
22/09/2021_10:47:15,467
22/09/2021_10:47:17,467
22/09/2021_10:47:19,467
22/09/2021_10:47:21,467
22/09/2021_10:47:23,467
22/09/2021_10:47:25,467
22/09/2021_10:47:27,467
22/09/2021_10:47:29,469
22/09/2021_10:47:32,469
22/09/2021_10:47:34,469
22/09/2021_10:47:36,469
22/09/2021_10:47:38,469
22/09/2021_10:47:40,470
22/09/2021_10:47:42,470
22/09/2021_10:47:44,470
22/09/2021_10:47:46,469
22/09/2021_10:47:48,469
22/09/2021_10:47:50,470
22/09/2021_10:47:52,470
22/09/2021_10:47:54,471
22/09/2021_10:47:56,471
