# nro,promedio1,promedio2,promedio3,promedio4
1.000000000000000000e+00, 5.789149797570850069e+02, 7.005384615384615472e+02, 1.152595141700404838e+03, 1.309392712550607257e+03
2.000000000000000000e+00, 5.389473684210526017e+02, 4.884696356275303515e+02, 6.564979757085020537e+02, 1.045412955465586947e+03
3.000000000000000000e+00, 4.674817813765181995e+02, 4.619230769230769056e+02, 5.769554655870445004e+02, 8.596558704453441351e+02
4.000000000000000000e+00, 4.604939271255060476e+02, 4.516842105263157805e+02, 5.658461538461538112e+02, 7.822914979757084666e+02
5.000000000000000000e+00, 4.718097165991902671e+02, 4.667530364372469762e+02, 5.448299595141700138e+02, 7.153886639676113646e+02
