# nro,promedio1,promedio2,promedio3,promedio4
1.000000000000000000e+00, 4.127773279352226723e+02, 5.331781376518218849e+02, 5.104170040485830100e+02, 4.884858299595141489e+02
2.000000000000000000e+00, 4.100283400809716454e+02, 4.928380566801619693e+02, 4.542307692307692264e+02, 4.556761133603238818e+02
3.000000000000000000e+00, 4.131983805668016316e+02, 5.016072874493926861e+02, 4.695991902834007874e+02, 4.717327935222672295e+02
4.000000000000000000e+00, 4.593117408906882702e+02, 5.431214574898785941e+02, 5.567408906882591282e+02, 5.299028340080972157e+02
5.000000000000000000e+00, 4.455222672064777498e+02, 7.764412955465586492e+02, 5.847854251012146278e+02, 5.067611336032388749e+02
6.000000000000000000e+00, 4.462348178137651757e+02, 7.345263157894736423e+02, 5.217975708502024190e+02, 4.765344129554655979e+02
7.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
