Date_Time, CO2
20/09/2021_13:28:50,280
20/09/2021_13:28:52,280
20/09/2021_13:28:54,280
20/09/2021_13:28:56,280
20/09/2021_13:28:58,280
20/09/2021_13:29:01,280
20/09/2021_13:29:03,280
20/09/2021_13:29:05,280
20/09/2021_13:29:07,280
20/09/2021_13:29:09,280
20/09/2021_13:29:11,280
20/09/2021_13:29:13,280
20/09/2021_13:29:15,280
20/09/2021_13:29:17,280
20/09/2021_13:29:19,280
20/09/2021_13:29:21,280
20/09/2021_13:29:23,280
20/09/2021_13:29:25,280
20/09/2021_13:29:27,280
20/09/2021_13:29:29,280
20/09/2021_13:29:31,280
20/09/2021_13:29:33,280
20/09/2021_13:29:35,280
20/09/2021_13:29:37,280
20/09/2021_13:29:39,280
20/09/2021_13:29:41,280
20/09/2021_13:29:43,281
20/09/2021_13:29:45,281
20/09/2021_13:29:47,281
20/09/2021_13:29:49,281
20/09/2021_13:29:51,281
20/09/2021_13:29:53,280
20/09/2021_13:29:55,280
20/09/2021_13:29:57,280
20/09/2021_13:29:59,278
20/09/2021_13:30:01,278
20/09/2021_13:30:03,280
20/09/2021_13:30:05,280
20/09/2021_13:30:07,280
20/09/2021_13:30:09,278
20/09/2021_13:30:11,278
20/09/2021_13:30:13,277
20/09/2021_13:30:15,277
20/09/2021_13:30:17,277
20/09/2021_13:30:19,276
20/09/2021_13:30:21,276
20/09/2021_13:30:23,275
20/09/2021_13:30:25,275
20/09/2021_13:30:27,275
20/09/2021_13:30:29,274
20/09/2021_13:30:32,274
20/09/2021_13:30:34,275
20/09/2021_13:30:36,275
20/09/2021_13:30:38,275
20/09/2021_13:30:40,275
20/09/2021_13:30:42,275
20/09/2021_13:30:44,276
20/09/2021_13:30:46,276
20/09/2021_13:30:48,275
20/09/2021_13:30:50,275
20/09/2021_13:30:52,275
20/09/2021_13:30:54,275
20/09/2021_13:30:56,275
20/09/2021_13:30:58,274
20/09/2021_13:31:00,274
20/09/2021_13:31:02,274
20/09/2021_13:31:04,274
20/09/2021_13:31:06,274
20/09/2021_13:31:08,273
20/09/2021_13:31:10,273
20/09/2021_13:31:12,273
20/09/2021_13:31:14,272
20/09/2021_13:31:16,272
20/09/2021_13:31:18,271
20/09/2021_13:31:20,271
20/09/2021_13:31:22,271
20/09/2021_13:31:24,270
20/09/2021_13:31:26,270
20/09/2021_13:31:28,271
20/09/2021_13:31:30,271
20/09/2021_13:31:32,271
20/09/2021_13:31:34,272
20/09/2021_13:31:36,272
20/09/2021_13:31:38,271
20/09/2021_13:31:40,271
20/09/2021_13:31:42,271
20/09/2021_13:31:44,272
20/09/2021_13:31:46,272
20/09/2021_13:31:48,271
20/09/2021_13:31:50,271
20/09/2021_13:31:52,271
20/09/2021_13:31:54,267
20/09/2021_13:31:56,267
20/09/2021_13:31:58,266
20/09/2021_13:32:01,266
20/09/2021_13:32:03,265
20/09/2021_13:32:05,265
20/09/2021_13:32:07,265
20/09/2021_13:32:09,265
20/09/2021_13:32:11,265
