Date_Time,CO2,Estado_Valvula_CO2_1,Estado_Valvula_Compost_1,Estado_Valvula_CO2_2,Estado_Valvula_Compost_2,Estado_Valvula_CO2_3,Estado_Valvula_Compost_3,Estado_Valvula_CO2_4,Estado_Valvula_Compost_4,Temp_Compost_1,Temp_Compost_2,Temp_Compost_3,Temp_Compost_4,Temp_Suncho,Estado_Suncho
24/11/2021_03:58:41,696,Prendido,Apagado,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,40.00,40.88,48.19,59.81,41.94,Prendido
24/11/2021_03:58:47,696,Prendido,Apagado,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,40.06,40.81,48.19,59.88,41.94,Prendido
24/11/2021_03:58:53,696,Prendido,Apagado,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,40.00,40.81,48.25,60.00,41.94,Prendido
24/11/2021_03:58:59,695,Prendido,Apagado,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,40.06,40.88,48.19,60.13,41.94,Apagado
24/11/2021_03:59:04,695,Prendido,Apagado,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,40.06,40.81,48.19,60.13,41.94,Apagado
24/11/2021_03:59:10,695,Prendido,Apagado,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,40.00,40.81,48.19,60.06,41.94,Apagado
24/11/2021_03:59:16,695,Prendido,Apagado,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,40.00,40.88,48.19,59.88,41.94,Prendido
24/11/2021_03:59:22,695,Prendido,Apagado,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,40.06,40.81,48.19,59.69,41.94,Prendido
24/11/2021_03:59:28,701,Prendido,Apagado,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,40.00,40.81,48.19,59.63,41.94,Prendido
24/11/2021_03:59:34,714,Prendido,Apagado,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,40.00,40.81,48.19,59.69,41.88,Prendido
24/11/2021_03:59:40,717,Prendido,Apagado,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,40.06,40.81,48.19,59.75,41.88,Prendido
24/11/2021_03:59:45,729,Prendido,Apagado,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,40.06,40.81,48.19,59.81,41.88,Prendido
24/11/2021_03:59:51,742,Prendido,Apagado,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,39.94,40.81,48.19,59.88,41.88,Prendido
24/11/2021_03:59:57,754,Prendido,Apagado,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,40.00,40.81,48.19,60.00,41.88,Prendido
24/11/2021_04:00:03,782,Prendido,Apagado,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,40.00,40.81,48.19,60.13,41.88,Apagado
24/11/2021_04:00:09,792,Prendido,Apagado,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,40.00,40.81,48.19,60.13,41.88,Apagado
24/11/2021_04:00:15,800,Prendido,Apagado,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,40.00,40.81,48.19,60.06,41.88,Apagado
24/11/2021_04:00:21,810,Prendido,Apagado,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,40.00,40.81,48.13,59.88,41.88,Prendido
24/11/2021_04:00:27,817,Prendido,Apagado,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,40.00,40.81,48.19,59.69,41.81,Prendido
24/11/2021_04:00:32,827,Prendido,Apagado,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,40.00,40.81,48.19,59.63,41.81,Prendido
24/11/2021_04:00:38,830,Prendido,Apagado,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,40.00,40.81,48.19,59.69,41.81,Prendido
24/11/2021_04:00:44,833,Prendido,Apagado,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,40.00,40.81,48.19,59.69,41.88,Prendido
24/11/2021_04:00:50,835,Prendido,Apagado,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,40.00,40.75,48.19,59.81,41.81,Prendido
24/11/2021_04:00:56,838,Prendido,Apagado,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,40.00,40.81,48.13,59.88,41.81,Prendido
24/11/2021_04:01:02,840,Prendido,Apagado,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,40.00,40.75,48.19,60.00,41.81,Prendido
24/11/2021_04:01:08,850,Prendido,Apagado,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,40.00,40.81,48.19,60.00,41.81,Prendido
24/11/2021_04:01:13,849,Prendido,Apagado,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,40.00,40.75,48.19,60.13,41.81,Apagado
24/11/2021_04:01:19,851,Prendido,Apagado,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,40.00,40.81,48.19,60.19,41.81,Apagado
24/11/2021_04:01:25,852,Prendido,Apagado,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,40.00,40.81,48.19,60.13,41.81,Apagado
24/11/2021_04:01:31,854,Prendido,Apagado,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,40.00,40.81,48.19,60.00,41.81,Prendido
24/11/2021_04:01:37,854,Prendido,Apagado,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,40.00,40.75,48.19,59.75,41.75,Prendido
24/11/2021_04:01:43,858,Prendido,Apagado,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,40.00,40.75,48.19,59.75,41.81,Prendido
24/11/2021_04:01:49,859,Prendido,Apagado,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,40.00,40.81,48.19,59.75,41.81,Prendido
24/11/2021_04:01:54,862,Prendido,Apagado,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,40.00,40.75,48.19,59.69,41.75,Prendido
24/11/2021_04:02:00,863,Prendido,Apagado,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,40.00,40.75,48.19,59.81,41.75,Prendido
24/11/2021_04:02:06,865,Prendido,Apagado,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,40.00,40.75,48.19,59.94,41.75,Prendido
24/11/2021_04:02:12,871,Prendido,Apagado,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,40.00,40.75,48.19,60.00,41.75,Prendido
24/11/2021_04:02:18,872,Prendido,Apagado,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,40.00,40.75,48.19,60.00,41.75,Prendido
24/11/2021_04:02:24,874,Prendido,Apagado,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,40.00,40.75,48.19,60.13,41.69,Apagado
24/11/2021_04:02:30,875,Prendido,Apagado,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,40.00,40.81,48.19,60.25,41.75,Apagado
24/11/2021_04:02:36,875,Prendido,Apagado,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,40.00,40.81,48.19,60.13,41.81,Apagado
24/11/2021_04:02:41,876,Prendido,Apagado,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,40.00,40.81,48.13,59.94,41.75,Prendido
24/11/2021_04:02:47,876,Prendido,Apagado,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,40.00,40.75,48.13,59.81,41.75,Prendido
24/11/2021_04:02:53,877,Prendido,Apagado,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,40.00,40.75,48.13,59.69,41.75,Prendido
24/11/2021_04:02:59,879,Prendido,Apagado,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,40.00,40.75,48.19,59.63,41.75,Prendido
24/11/2021_04:03:05,879,Prendido,Apagado,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,40.00,40.75,48.19,59.69,41.69,Prendido
24/11/2021_04:03:11,879,Prendido,Apagado,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,40.00,40.81,48.19,59.75,41.75,Prendido
24/11/2021_04:03:17,879,Prendido,Apagado,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,40.00,40.75,48.19,59.81,41.75,Prendido
24/11/2021_04:03:22,882,Prendido,Apagado,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,39.94,40.81,48.13,59.94,41.69,Prendido
24/11/2021_04:03:28,883,Prendido,Apagado,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,40.00,40.75,48.13,60.00,41.69,Prendido
24/11/2021_04:03:34,883,Prendido,Apagado,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,40.00,40.75,48.13,60.13,41.69,Apagado
24/11/2021_04:03:40,884,Prendido,Apagado,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,40.00,40.75,48.13,60.19,41.69,Apagado
24/11/2021_04:03:46,885,Prendido,Apagado,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,40.06,40.81,48.13,60.06,41.75,Apagado
24/11/2021_04:03:52,887,Prendido,Apagado,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,40.00,40.75,48.19,59.94,41.69,Prendido
24/11/2021_04:03:58,887,Prendido,Apagado,Apagado,Prendido,Apagado,Prendido,Apagado,Prendido,40.00,40.75,48.19,59.75,41.69,Prendido
