# nro,promedio1,promedio2,promedio3,promedio4
1.000000000000000000e+00, 5.386761133603239387e+02, 6.203360323886639662e+02, 7.140728744939270882e+02, 7.280161943319837974e+02
2.000000000000000000e+00, 4.135465587044534459e+02, 4.735465587044534459e+02, 5.276680161943320400e+02, 5.767206477732793246e+02
3.000000000000000000e+00, 4.198016194331983684e+02, 4.434574898785425034e+02, 4.912267206477732771e+02, 5.282267206477732771e+02
4.000000000000000000e+00, 4.187125506072874259e+02, 4.120445344129554428e+02, 4.303846153846153584e+02, 4.584898785425100982e+02
