# nro,promedio_std1,promedio_std2,promedio_std3,promedio_std4
1.000000000000000000e+00, 4.522164184562187472e+01, 2.371421679359145784e+01, 2.134033016027423812e+01, 1.303703132315035020e+02
2.000000000000000000e+00, 6.576234333096597595e+01, 1.814582991930675249e+01, 2.278662347385173703e+01, 1.219526231635465336e+02
3.000000000000000000e+00, 5.750557808408903782e+01, 3.400133217714537892e+01, 2.789071661190232732e+01, 1.188204989196373873e+02
4.000000000000000000e+00, 5.000000000000000000e-01, 5.431008597463543452e+01, 5.083482840627868882e+01, 3.288388159873817784e+01
5.000000000000000000e+00, 9.130758925720368779e+01, 4.769571244330717974e+01, 7.202284866537227970e+01, 2.111616422154385475e+01
6.000000000000000000e+00, 1.368474557901815274e+02, 4.359663465786417902e+01, 2.396975958430064679e+01, 2.286077307346939591e+01
